Geolocation,Type,2010 January,2010 February,2010 March,2010 April,2010 May,2010 June,2010 July,2010 August,2010 September,2010 October,2010 November,2010 December,2010 Annual,2011 January,2011 February,2011 March,2011 April,2011 May,2011 June,2011 July,2011 August,2011 September,2011 October,2011 November,2011 December,2011 Annual,2012 January,2012 February,2012 March,2012 April,2012 May,2012 June,2012 July,2012 August,2012 September,2012 October,2012 November,2012 December,2012 Annual,2013 January,2013 February,2013 March,2013 April,2013 May,2013 June,2013 July,2013 August,2013 September,2013 October,2013 November,2013 December,2013 Annual,2014 January,2014 February,2014 March,2014 April,2014 May,2014 June,2014 July,2014 August,2014 September,2014 October,2014 November,2014 December,2014 Annual,2015 January,2015 February,2015 March,2015 April,2015 May,2015 June,2015 July,2015 August,2015 September,2015 October,2015 November,2015 December,2015 Annual,2016 January,2016 February,2016 March,2016 April,2016 May,2016 June,2016 July,2016 August,2016 September,2016 October,2016 November,2016 December,2016 Annual,2017 January,2017 February,2017 March,2017 April,2017 May,2017 June,2017 July,2017 August,2017 September,2017 October,2017 November,2017 December,2017 Annual,2018 January,2018 February,2018 March,2018 April,2018 May,2018 June,2018 July,2018 August,2018 September,2018 October,2018 November,2018 December,2018 Annual,2019 January,2019 February,2019 March,2019 April,2019 May,2019 June,2019 July,2019 August,2019 September,2019 October,2019 November,2019 December,2019 Annual,2020 January,2020 February,2020 March,2020 April,2020 May,2020 June,2020 July,2020 August,2020 September,2020 October,2020 November,2020 December,2020 Annual,2021 January,2021 February,2021 March,2021 April,2021 May,2021 June,2021 July,2021 August,2021 September,2021 October,2021 November,2021 December,2021 Annual,2022 January,2022 February,2022 March,2022 April,2022 May,2022 June,2022 July,2022 August,2022 September,2022 October,2022 November,2022 December,2022 Annual,2023 January,2023 February,2023 March,2023 April,2023 May,2023 June,2023 July,2023 August,2023 September,2023 October,2023 November,2023 December,2023 Annual,2024 January,2024 February,2024 March,2024 April,2024 May,2024 June,2024 July,2024 August,2024 September,2024 October,2024 November,2024 December,2024 Annual,2025 January,2025 February,2025 March,2025 April,2025 May,2025 June,2025 July,2025 August,2025 September,2025 October,2025 November,2025 December,2025 Annual,2026 January,2026 February,2026 March,2026 April,2026 May,2026 June,2026 July,2026 August,2026 September,2026 October,2026 November,2026 December,2026 Annual
....Davao Occidental,Duck,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Davao Occidental,"Chicken egg, Layer",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.50,3.50,4.00,3.50,4.00,4.60,4.57,4.50,4.80,4.80,..,4.18,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.20,5.02,..,..,..,7.00,7.50,8.00,..,..,..,6.00,5.50,6.00,6.67,6.63,6.63,6.63,5.00,5.00,5.00,5.00,5.00,5.00,5.88,5.88,5.88,5.63,5.63,5.63,5.63,5.90,5.90,5.90,6.00,6.00,6.00,6.00,6.00,6.00,5.88,7.29,7.29,7.29,8.79,8.79,8.79,6.46,6.04,6.04,6.46,6.04,6.04,7.11,7.58,7.45,6.83,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Davao Occidental,"Chicken egg, Native",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Davao Occidental,Duck egg,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Davao Oriental,Carabao for Slaughter,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Davao Oriental,Cattle for Slaughter,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,176.69,..,..,116.61,..,..,..,..,113.42,..,135.57,..,..,..,..,..,106.20,..,..,111.57,..,120.35,..,112.71,..,..,113.11,..,..,117.30,..,..,116.62,..,116.09,..,115.78,..,..,115.32,..,..,115.42,..,..,117.47,..,111.66,..,114.97,..,..,114.84,..,..,117.33,..,..,116.83,..,116.70,..,116.43,..,..,116.19,..,..,131.15,..,..,130.00,..,125.00,..,125.59,..,..,125.00,..,..,130.00,..,..,125.00,..,134.19,..,128.55,..,..,..,..,..,145.00,..,..,160.00,..,150.00,165.00,155.00,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,180.00,180.00,180.00,200.00,200.00,180.00,140.00,200.00,200.00,184.44,193.33,..,180.00,156.11,200.00,200.00,150.00,150.00,150.00,169.32,150.00,180.00,170.80,200.00,160.00,194.04,166.67,200.00,200.00,109.00,150.00,200.00,200.23,180.00,180.00,178.33,200.00,200.00,218.75,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Davao Oriental,Goat for Slaughter,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,110.88,..,..,110.47,..,..,..,..,110.04,..,110.46,..,..,..,..,..,111.04,..,115.40,..,..,115.66,..,114.03,..,..,116.32,..,..,133.21,..,..,130.70,..,127.62,..,126.96,..,..,133.92,..,..,131.14,..,..,121.69,..,116.80,..,125.89,..,..,133.03,..,..,147.29,..,..,145.04,..,146.99,..,143.09,..,..,140.00,..,..,150.00,..,..,150.00,..,170.00,..,152.50,..,..,170.00,..,..,147.61,..,..,180.00,..,164.52,..,165.53,..,..,..,..,..,230.00,..,..,225.00,..,171.38,..,208.79,..,..,..,270.00,290.00,300.00,220.00,250.00,222.22,250.00,250.00,250.00,255.80,300.00,250.00,250.00,260.00,279.17,260.00,230.00,250.00,250.00,250.00,200.00,250.00,252.43,200.00,211.67,300.00,300.00,250.00,250.00,300.00,200.00,250.00,220.00,250.00,250.00,248.47,250.00,250.00,250.00,250.00,250.00,342.86,250.00,250.00,300.00,250.00,230.00,250.00,260.24,300.00,250.00,250.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Davao Oriental,Hogs Upgraded for Fattening,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Davao Oriental,Hog for Slaughter,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,107.31,..,..,108.94,107.39,101.70,102.37,99.43,97.34,..,103.50,92.49,94.71,102.73,105.20,100.35,102.16,..,101.59,104.57,103.22,106.46,108.41,101.99,102.20,105.83,104.35,102.98,104.43,103.38,103.59,106.46,106.07,103.81,103.58,104.38,104.26,103.35,103.93,114.42,114.62,118.39,119.60,114.15,113.39,121.50,98.65,114.02,111.88,112.33,124.49,117.82,115.24,114.05,132.90,130.10,133.59,134.57,129.44,123.96,122.02,124.39,125.21,121.28,122.24,123.77,125.00,122.22,121.71,125.00,120.00,125.00,125.00,115.00,120.00,122.19,120.00,118.00,120.00,125.00,120.00,110.83,115.51,112.00,103.98,100.00,125.87,130.00,116.77,150.00,180.00,169.51,170.00,170.00,160.00,165.00,160.00,154.42,..,136.44,170.00,162.31,180.00,170.00,170.00,190.00,188.75,218.04,204.38,187.74,199.64,138.98,169.17,160.00,181.39,127.46,168.83,150.00,253.30,188.33,185.00,180.00,180.00,160.00,157.22,165.00,180.00,174.60,177.50,177.50,198.81,200.00,200.00,200.00,160.00,160.00,160.00,158.44,160.00,200.00,179.35,180.64,179.85,167.66,230.00,230.00,..,180.00,180.00,200.00,..,..,..,193.52,..,..,..,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Davao Oriental,Broiler Chicken,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,130.00,..,..,..,..,..,..,..,..,..,..,130.00,100.00,..,100.00,100.00,100.00,100.00,103.00,103.00,103.00,110.00,110.00,110.00,103.55,100.00,..,100.00,100.00,100.00,100.00,..,..,..,110.00,110.00,110.00,103.75,110.00,95.00,90.00,100.00,110.00,100.00,100.00,100.00,100.00,110.00,100.00,100.00,101.25,..,100.00,100.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Davao Oriental,Gamefowl for Other Purposes,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Davao Oriental,Gamefowl for Dressing,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Davao Oriental,Layer Chicken,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,85.52,..,..,86.18,87.86,89.36,89.79,89.24,87.21,..,87.88,93.93,92.96,96.43,98.06,102.42,102.27,..,99.42,101.73,109.08,109.39,115.95,101.97,107.99,113.22,107.02,106.94,102.17,95.33,94.10,98.25,97.33,96.75,83.79,86.82,99.14,86.22,87.81,85.98,86.69,87.96,84.80,84.20,87.63,88.36,81.12,80.00,84.86,85.47,86.55,84.19,82.86,83.30,83.07,82.44,80.58,82.24,84.26,81.91,88.48,81.78,83.47,83.90,81.88,59.69,82.95,82.86,84.26,81.08,84.82,84.89,84.35,82.90,81.55,81.26,83.33,80.00,81.08,82.76,86.96,57.30,80.00,82.76,80.54,80.00,81.63,83.89,80.02,86.67,81.08,80.54,84.46,80.00,86.21,84.46,85.03,90.00,..,89.29,86.67,84.95,..,..,..,..,..,..,95.00,95.00,90.00,100.00,100.00,80.00,93.33,100.00,100.00,100.00,100.00,100.00,100.00,80.00,80.00,80.00,100.00,120.00,100.00,96.67,..,120.00,70.00,..,..,..,100.00,100.00,100.00,100.00,100.00,100.00,98.75,120.00,90.00,70.00,100.00,100.00,100.00,110.00,110.00,110.00,79.00,73.00,73.00,94.58,106.67,106.67,106.67,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Davao Oriental,Native/Improved Chicken,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Davao Oriental,Duck,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Davao Oriental,"Chicken egg, Layer",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6.00,6.00,6.00,6.00,6.00,6.00,5.83,5.93,5.93,5.83,5.90,5.93,5.95,5.58,5.85,6.86,5.91,5.91,5.91,6.76,6.78,6.78,7.96,7.96,7.98,6.69,6.77,6.77,6.77,5.93,5.98,6.01,6.48,6.45,6.45,7.68,7.68,7.68,6.72,7.23,7.22,7.10,7.18,7.12,7.15,7.26,7.26,7.26,6.70,6.69,6.69,7.07,7.01,6.92,6.89,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Davao Oriental,"Chicken egg, Native",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Davao Oriental,Duck egg,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....City of Davao,Carabao for Slaughter,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....City of Davao,Cattle for Slaughter,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,164.40,162.94,260.36,165.69,164.17,167.09,188.33,178.87,178.49,175.00,185.00,190.00,181.70,180.00,180.00,180.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....City of Davao,Goat for Slaughter,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....City of Davao,Hogs Upgraded for Fattening,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
