Geolocation,Type,2023 Q1,2023 Q2,2023 Q3,2023 Q4,2023 Annual,2024 Q1,2024 Q2,2024 Q3,2024 Q4,2024 Annual,2025 Q1,2025 Q2,2025 Q3,2025 Q4,2025 Annual,2026 Q1,2026 Q2,2026 Q3,2026 Q4,2026 Annual
....Siquijor b/,Sheep for Slaughter,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Siquijor b/,Goose for Dressing,..,..,..,..,..,..,..,..,..,..,..,160.00,160.00,160.00,160.00,..,*/,*/,*/,*/
....Siquijor b/,Quail for Dressing,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Siquijor b/,Turkey for Dressing,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Siquijor b/,Quail Egg,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....City of Bacolod,Horse for Slaughter,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....City of Bacolod,Rabbit for Slaughter,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....City of Bacolod,Sheep for Slaughter,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....City of Bacolod,Goose for Dressing,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....City of Bacolod,Quail for Dressing,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....City of Bacolod,Turkey for Dressing,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....City of Bacolod,Quail Egg,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
..REGION VII (CENTRAL VISAYAS),Horse for Slaughter,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
..REGION VII (CENTRAL VISAYAS),Rabbit for Slaughter,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
..REGION VII (CENTRAL VISAYAS),Sheep for Slaughter,..,..,..,..,..,..,..,250.00,..,250.00,..,..,..,..,..,..,*/,*/,*/,*/
..REGION VII (CENTRAL VISAYAS),Goose for Dressing,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
..REGION VII (CENTRAL VISAYAS),Quail for Dressing,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
..REGION VII (CENTRAL VISAYAS),Turkey for Dressing,200.00,..,400.00,..,300.00,250.00,..,..,..,250.00,..,..,..,..,..,..,*/,*/,*/,*/
..REGION VII (CENTRAL VISAYAS),Quail Egg,..,..,..,..,..,..,..,..,..,..,..,..,2.20,3.00,2.60,3.00,*/,*/,*/,*/
....Bohol,Horse for Slaughter,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Bohol,Rabbit for Slaughter,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Bohol,Sheep for Slaughter,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Bohol,Goose for Dressing,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Bohol,Quail for Dressing,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Bohol,Turkey for Dressing,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Bohol,Quail Egg,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Cebu,Horse for Slaughter,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Cebu,Rabbit for Slaughter,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Cebu,Sheep for Slaughter,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Cebu,Goose for Dressing,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Cebu,Quail for Dressing,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Cebu,Turkey for Dressing,200.00,..,400.00,..,300.00,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Cebu,Quail Egg,..,..,..,..,..,..,..,..,..,..,..,..,2.20,3.00,2.60,3.00,*/,*/,*/,*/
....Negros Oriental,Horse for Slaughter,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Negros Oriental,Rabbit for Slaughter,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Negros Oriental,Sheep for Slaughter,..,..,..,..,..,..,..,250.00,..,250.00,..,..,..,..,..,..,*/,*/,*/,*/
....Negros Oriental,Goose for Dressing,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Negros Oriental,Quail for Dressing,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Negros Oriental,Turkey for Dressing,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Negros Oriental,Quail Egg,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Siquijor,Horse for Slaughter,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Siquijor,Rabbit for Slaughter,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Siquijor,Sheep for Slaughter,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Siquijor,Goose for Dressing,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Siquijor,Quail for Dressing,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Siquijor,Turkey for Dressing,..,..,..,..,..,250.00,..,..,..,250.00,..,..,..,..,..,..,*/,*/,*/,*/
....Siquijor,Quail Egg,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
..REGION VIII (EASTERN VISAYAS),Horse for Slaughter,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
..REGION VIII (EASTERN VISAYAS),Rabbit for Slaughter,..,..,..,..,..,..,..,..,..,..,200.00,200.00,..,..,200.00,..,*/,*/,*/,*/
..REGION VIII (EASTERN VISAYAS),Sheep for Slaughter,..,..,..,..,..,..,200.00,..,216.67,208.33,168.00,146.67,..,..,157.33,237.00,*/,*/,*/,*/
..REGION VIII (EASTERN VISAYAS),Goose for Dressing,..,..,..,..,..,..,..,..,..,..,..,250.00,..,..,250.00,..,*/,*/,*/,*/
..REGION VIII (EASTERN VISAYAS),Quail for Dressing,..,..,..,..,..,..,..,..,..,..,..,150.00,..,..,150.00,..,*/,*/,*/,*/
..REGION VIII (EASTERN VISAYAS),Turkey for Dressing,..,..,..,..,..,..,..,..,..,..,..,250.00,..,..,250.00,..,*/,*/,*/,*/
..REGION VIII (EASTERN VISAYAS),Quail Egg,..,..,..,..,..,1.90,..,..,..,1.90,2.50,..,..,..,2.50,..,*/,*/,*/,*/
....Biliran,Horse for Slaughter,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Biliran,Rabbit for Slaughter,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Biliran,Sheep for Slaughter,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Biliran,Goose for Dressing,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Biliran,Quail for Dressing,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Biliran,Turkey for Dressing,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Biliran,Quail Egg,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Eastern Samar,Horse for Slaughter,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Eastern Samar,Rabbit for Slaughter,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Eastern Samar,Sheep for Slaughter,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Eastern Samar,Goose for Dressing,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Eastern Samar,Quail for Dressing,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Eastern Samar,Turkey for Dressing,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Eastern Samar,Quail Egg,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Leyte,Horse for Slaughter,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Leyte,Rabbit for Slaughter,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Leyte,Sheep for Slaughter,..,..,..,..,..,..,200.00,..,216.67,208.33,168.00,146.67,..,..,157.33,237.00,*/,*/,*/,*/
....Leyte,Goose for Dressing,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Leyte,Quail for Dressing,..,..,..,..,..,..,..,..,..,..,..,150.00,150.00,..,150.00,..,*/,*/,*/,*/
....Leyte,Turkey for Dressing,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Leyte,Quail Egg,..,..,..,..,..,1.90,..,..,..,1.90,2.50,2.00,2.00,..,2.17,..,*/,*/,*/,*/
....Northern Samar,Horse for Slaughter,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Northern Samar,Rabbit for Slaughter,..,..,..,..,..,..,..,..,..,..,200.00,200.00,..,..,200.00,..,*/,*/,*/,*/
....Northern Samar,Sheep for Slaughter,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Northern Samar,Goose for Dressing,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Northern Samar,Quail for Dressing,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Northern Samar,Turkey for Dressing,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Northern Samar,Quail Egg,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Samar,Horse for Slaughter,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Samar,Rabbit for Slaughter,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Samar,Sheep for Slaughter,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Samar,Goose for Dressing,..,..,..,..,..,..,..,..,..,..,..,250.00,..,..,250.00,..,*/,*/,*/,*/
....Samar,Quail for Dressing,..,..,..,..,..,..,..,..,..,..,..,150.00,..,..,150.00,..,*/,*/,*/,*/
....Samar,Turkey for Dressing,..,..,..,..,..,..,..,..,..,..,..,250.00,..,..,250.00,..,*/,*/,*/,*/
....Samar,Quail Egg,..,..,..,..,..,..,..,..,..,..,..,..,..,2.50,2.50,..,*/,*/,*/,*/
....Southern Leyte,Horse for Slaughter,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Southern Leyte,Rabbit for Slaughter,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Southern Leyte,Sheep for Slaughter,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Southern Leyte,Goose for Dressing,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Southern Leyte,Quail for Dressing,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Southern Leyte,Turkey for Dressing,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Southern Leyte,Quail Egg,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
..REGION IX (ZAMBOANGA PENINSULA),Horse for Slaughter,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
..REGION IX (ZAMBOANGA PENINSULA),Rabbit for Slaughter,..,..,..,..,..,..,..,81.00,..,81.00,87.50,..,89.52,..,88.51,151.59,*/,*/,*/,*/
..REGION IX (ZAMBOANGA PENINSULA),Sheep for Slaughter,..,..,..,..,..,222.86,..,..,..,222.86,..,193.33,209.30,256.59,219.74,..,*/,*/,*/,*/
..REGION IX (ZAMBOANGA PENINSULA),Goose for Dressing,..,..,..,..,..,..,..,..,..,..,..,..,380.00,..,380.00,..,*/,*/,*/,*/
..REGION IX (ZAMBOANGA PENINSULA),Quail for Dressing,..,..,..,..,..,..,..,..,..,..,..,85.71,..,..,85.71,106.67,*/,*/,*/,*/
..REGION IX (ZAMBOANGA PENINSULA),Turkey for Dressing,..,..,..,..,..,..,..,..,..,..,400.00,293.33,350.00,..,347.78,271.21,*/,*/,*/,*/
..REGION IX (ZAMBOANGA PENINSULA),Quail Egg,..,..,..,..,..,2.00,1.25,..,..,1.63,2.00,2.00,2.00,2.00,2.00,2.24,*/,*/,*/,*/
....Sulu d/,Horse for Slaughter,......,......,......,......,......,......,......,......,......,......,..,..,..,..,..,..,*/,*/,*/,*/
....Sulu d/,Rabbit for Slaughter,......,......,......,......,......,......,......,......,......,......,..,..,..,..,..,..,*/,*/,*/,*/
....Sulu d/,Sheep for Slaughter,......,......,......,......,......,......,......,......,......,......,..,..,..,..,..,..,*/,*/,*/,*/
....Sulu d/,Goose for Dressing,......,......,......,......,......,......,......,......,......,......,..,..,..,..,..,..,*/,*/,*/,*/
....Sulu d/,Quail for Dressing,......,......,......,......,......,......,......,......,......,......,..,..,..,..,..,..,*/,*/,*/,*/
....Sulu d/,Turkey for Dressing,......,......,......,......,......,......,......,......,......,......,..,..,..,..,..,..,*/,*/,*/,*/
....Sulu d/,Quail Egg,......,......,......,......,......,......,......,......,......,......,..,..,..,..,..,..,*/,*/,*/,*/
....Zamboanga del Norte,Horse for Slaughter,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Zamboanga del Norte,Rabbit for Slaughter,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Zamboanga del Norte,Sheep for Slaughter,..,..,..,..,..,..,..,..,..,..,..,..,280.00,286.67,283.33,..,*/,*/,*/,*/
....Zamboanga del Norte,Goose for Dressing,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Zamboanga del Norte,Quail for Dressing,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Zamboanga del Norte,Turkey for Dressing,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Zamboanga del Norte,Quail Egg,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Zamboanga del Sur,Horse for Slaughter,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Zamboanga del Sur,Rabbit for Slaughter,..,..,..,..,..,..,..,81.00,..,81.00,87.50,..,80.00,..,83.75,87.50,*/,*/,*/,*/
....Zamboanga del Sur,Sheep for Slaughter,..,..,..,..,..,222.86,..,..,..,222.86,..,..,..,..,..,..,*/,*/,*/,*/
....Zamboanga del Sur,Goose for Dressing,..,..,..,..,..,..,..,..,..,..,..,..,380.00,966.67,673.33,..,*/,*/,*/,*/
....Zamboanga del Sur,Quail for Dressing,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Zamboanga del Sur,Turkey for Dressing,..,..,..,..,..,..,..,..,..,..,400.00,293.33,..,1500.00,731.11,400.00,*/,*/,*/,*/
....Zamboanga del Sur,Quail Egg,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Zamboanga Sibugay,Horse for Slaughter,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Zamboanga Sibugay,Rabbit for Slaughter,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Zamboanga Sibugay,Sheep for Slaughter,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Zamboanga Sibugay,Goose for Dressing,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Zamboanga Sibugay,Quail for Dressing,..,..,..,..,..,..,..,..,..,..,..,150.00,..,..,150.00,106.67,*/,*/,*/,*/
....Zamboanga Sibugay,Turkey for Dressing,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Zamboanga Sibugay,Quail Egg,..,..,..,..,..,2.00,1.25,..,..,1.63,2.00,2.00,2.00,2.00,2.00,2.00,*/,*/,*/,*/
....City of Zamboanga,Horse for Slaughter,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....City of Zamboanga,Rabbit for Slaughter,1/,1/,1/,1/,1/,1/,1/,1/,1/,1/,1/,..,96.67,..,96.67,166.67,*/,*/,*/,*/
....City of Zamboanga,Sheep for Slaughter,1/,1/,1/,1/,1/,1/,1/,1/,1/,1/,1/,193.33,200.00,200.00,197.78,..,*/,*/,*/,*/
....City of Zamboanga,Goose for Dressing,1/,1/,1/,1/,1/,1/,1/,1/,1/,1/,1/,..,500.00,..,500.00,..,*/,*/,*/,*/
....City of Zamboanga,Quail for Dressing,1/,1/,1/,1/,1/,1/,1/,1/,1/,1/,1/,76.67,..,..,76.67,..,*/,*/,*/,*/
....City of Zamboanga,Turkey for Dressing,1/,1/,1/,1/,1/,1/,1/,1/,1/,1/,1/,..,350.00,..,350.00,270.00,*/,*/,*/,*/
....City of Zamboanga,Quail Egg,1/,1/,1/,1/,1/,1/,1/,1/,1/,1/,1/,2.00,2.00,2.00,2.00,3.00,*/,*/,*/,*/
..REGION X (NORTHERN MINDANAO),Horse for Slaughter,..,..,..,..,..,..,..,..,..,..,..,150.00,..,..,150.00,..,*/,*/,*/,*/
..REGION X (NORTHERN MINDANAO),Rabbit for Slaughter,..,..,..,..,..,..,..,300.00,300.00,300.00,..,251.33,..,350.00,300.67,..,*/,*/,*/,*/
..REGION X (NORTHERN MINDANAO),Sheep for Slaughter,..,..,..,..,..,192.33,325.00,350.00,232.38,274.93,293.87,280.48,366.62,293.78,308.69,281.57,*/,*/,*/,*/
..REGION X (NORTHERN MINDANAO),Goose for Dressing,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
..REGION X (NORTHERN MINDANAO),Quail for Dressing,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
..REGION X (NORTHERN MINDANAO),Turkey for Dressing,..,..,400.00,..,400.00,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
..REGION X (NORTHERN MINDANAO),Quail Egg,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Bukidnon,Horse for Slaughter,..,..,..,..,..,..,..,..,..,..,..,150.00,..,..,150.00,..,*/,*/,*/,*/
....Bukidnon,Rabbit for Slaughter,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Bukidnon,Sheep for Slaughter,..,..,..,..,..,192.33,..,..,300.00,246.17,300.00,300.00,300.00,300.00,300.00,300.00,*/,*/,*/,*/
....Bukidnon,Goose for Dressing,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Bukidnon,Quail for Dressing,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Bukidnon,Turkey for Dressing,..,..,400.00,..,400.00,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Bukidnon,Quail Egg,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Camiguin,Horse for Slaughter,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Camiguin,Rabbit for Slaughter,..,..,..,..,..,..,..,300.00,300.00,300.00,..,251.33,..,350.00,300.67,..,*/,*/,*/,*/
....Camiguin,Sheep for Slaughter,..,..,..,..,..,..,350.00,..,350.00,350.00,450.00,350.00,..,320.00,373.33,..,*/,*/,*/,*/
....Camiguin,Goose for Dressing,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Camiguin,Quail for Dressing,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Camiguin,Turkey for Dressing,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Camiguin,Quail Egg,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Lanao del Norte,Horse for Slaughter,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Lanao del Norte,Rabbit for Slaughter,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Lanao del Norte,Sheep for Slaughter,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Lanao del Norte,Goose for Dressing,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Lanao del Norte,Quail for Dressing,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Lanao del Norte,Turkey for Dressing,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Lanao del Norte,Quail Egg,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Misamis Occidental,Horse for Slaughter,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Misamis Occidental,Rabbit for Slaughter,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Misamis Occidental,Sheep for Slaughter,..,..,..,..,..,..,..,..,220.00,220.00,230.00,230.00,..,230.00,230.00,230.00,*/,*/,*/,*/
....Misamis Occidental,Goose for Dressing,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Misamis Occidental,Quail for Dressing,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Misamis Occidental,Turkey for Dressing,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Misamis Occidental,Quail Egg,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Misamis Oriental,Horse for Slaughter,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Misamis Oriental,Rabbit for Slaughter,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Misamis Oriental,Sheep for Slaughter,..,..,..,..,..,..,300.00,350.00,251.43,300.48,247.33,..,421.00,300.00,322.78,268.82,*/,*/,*/,*/
....Misamis Oriental,Goose for Dressing,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Misamis Oriental,Quail for Dressing,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Misamis Oriental,Turkey for Dressing,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Misamis Oriental,Quail Egg,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
..REGION XI (DAVAO REGION),Horse for Slaughter,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,133.33,*/,*/,*/,*/
..REGION XI (DAVAO REGION),Rabbit for Slaughter,..,..,450.00,..,450.00,250.00,300.00,350.00,..,300.00,..,333.33,..,..,333.33,165.63,*/,*/,*/,*/
..REGION XI (DAVAO REGION),Sheep for Slaughter,..,..,230.00,230.00,230.00,191.35,196.67,180.00,280.00,212.00,208.33,186.78,209.38,226.33,207.71,210.34,*/,*/,*/,*/
..REGION XI (DAVAO REGION),Goose for Dressing,..,..,..,..,..,300.00,..,..,..,300.00,..,..,..,..,..,..,*/,*/,*/,*/
..REGION XI (DAVAO REGION),Quail for Dressing,..,..,..,..,..,60.00,..,..,..,60.00,..,..,..,..,..,..,*/,*/,*/,*/
..REGION XI (DAVAO REGION),Turkey for Dressing,200.00,350.00,383.33,..,311.11,250.00,..,350.00,..,300.00,..,..,..,..,..,..,*/,*/,*/,*/
..REGION XI (DAVAO REGION),Quail Egg,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Davao de Oro,Horse for Slaughter,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Davao de Oro,Rabbit for Slaughter,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Davao de Oro,Sheep for Slaughter,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Davao de Oro,Goose for Dressing,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Davao de Oro,Quail for Dressing,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Davao de Oro,Turkey for Dressing,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Davao de Oro,Quail Egg,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Davao del Norte,Horse for Slaughter,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Davao del Norte,Rabbit for Slaughter,..,..,450.00,..,450.00,..,..,..,..,..,..,..,..,..,..,150.00,*/,*/,*/,*/
....Davao del Norte,Sheep for Slaughter,..,..,230.00,230.00,230.00,..,..,200.00,..,200.00,..,..,..,..,..,..,*/,*/,*/,*/
....Davao del Norte,Goose for Dressing,..,..,..,..,..,300.00,..,..,..,300.00,..,..,..,..,..,..,*/,*/,*/,*/
....Davao del Norte,Quail for Dressing,..,..,..,..,..,60.00,..,..,..,60.00,..,..,..,..,..,..,*/,*/,*/,*/
....Davao del Norte,Turkey for Dressing,..,..,350.00,..,350.00,300.00,..,..,..,300.00,..,..,..,..,..,..,*/,*/,*/,*/
....Davao del Norte,Quail Egg,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Davao del Sur,Horse for Slaughter,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Davao del Sur,Rabbit for Slaughter,..,..,..,..,..,250.00,300.00,350.00,..,300.00,..,333.33,..,..,333.33,320.00,*/,*/,*/,*/
....Davao del Sur,Sheep for Slaughter,..,..,..,..,..,191.35,196.67,160.00,280.00,207.00,208.33,206.67,200.00,200.00,203.75,220.00,*/,*/,*/,*/
....Davao del Sur,Goose for Dressing,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
