Geolocation,Type,2025 January,2025 February,2025 March,2025 April,2025 May,2025 June,2025 July,2025 August,2025 September,2025 October,2025 November,2025 December,2025 Annual,2026 January,2026 February,2026 March,2026 April,2026 May,2026 June,2026 July,2026 August,2026 September,2026 October,2026 November,2026 December,2026 Annual
....Siquijor b/,Goat for Slaughter,249.92,249.92,249.92,249.87,249.87,249.87,250.00,250.00,250.00,250.00,250.00,250.00,249.95,250.00,250.00,250.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Siquijor b/,Hog for Slaughter,219.43,219.43,219.43,250.00,250.00,250.00,260.00,260.00,260.00,260.00,260.00,260.00,247.36,260.00,260.00,260.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Siquijor b/,Broiler Chicken,190.00,190.00,190.00,220.00,220.00,220.00,220.00,220.00,220.00,220.00,220.00,220.00,212.50,220.00,220.00,220.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Siquijor b/,Gamefowl for Other Purposes,..,..,..,3000.00,5000.00,..,2000.00,2000.00,2000.00,..,..,..,2800.00,..,..,..,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Siquijor b/,Gamefowl for Dressing,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Siquijor b/,Layer Chicken,150.00,150.00,150.00,180.00,180.00,180.00,143.64,145.27,137.01,136.32,180.00,134.00,155.52,120.00,120.00,120.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Siquijor b/,Native/Improved Chicken,180.01,180.01,180.01,200.04,200.04,200.04,200.01,200.01,200.01,200.01,200.01,200.01,195.02,250.00,250.00,250.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Siquijor b/,Duck,169.67,169.67,169.67,150.90,150.90,150.90,220.00,220.00,220.00,220.00,220.00,220.00,190.14,160.00,160.00,160.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Siquijor b/,"Chicken egg, Layer",8.40,8.40,8.40,8.70,8.70,8.70,8.40,8.40,8.40,8.39,8.39,8.39,8.47,7.17,8.19,8.19,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Siquijor b/,"Chicken egg, Native",..,..,..,6.50,6.50,6.50,8.17,8.17,8.17,8.17,8.17,8.17,7.61,8.08,8.08,8.08,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Siquijor b/,Duck egg,..,..,..,5.73,5.73,5.73,7.00,7.00,7.00,7.00,7.00,7.00,6.58,7.00,7.00,7.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....City of Bacolod,Carabao for Slaughter,..,..,..,..,..,..,..,..,..,..,..,..,..,145.00,145.00,145.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....City of Bacolod,Cattle for Slaughter,..,..,..,..,..,..,..,..,..,..,..,..,..,160.00,160.00,160.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....City of Bacolod,Goat for Slaughter,..,..,..,..,..,..,..,..,..,..,..,..,..,220.00,220.00,220.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....City of Bacolod,Hog for Slaughter,..,..,..,..,..,..,..,..,..,..,..,..,..,200.00,200.00,200.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....City of Bacolod,Broiler Chicken,..,..,..,..,..,..,..,..,..,..,..,..,..,140.03,140.03,140.03,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....City of Bacolod,Gamefowl for Other Purposes,..,..,..,..,..,..,..,..,..,..,..,..,..,7127.67,7151.00,7484.45,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....City of Bacolod,Gamefowl for Dressing,..,..,..,..,..,..,..,..,..,..,..,..,..,218.51,218.04,218.46,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....City of Bacolod,Layer Chicken,..,..,..,..,..,..,..,..,..,..,..,..,..,100.00,100.00,100.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....City of Bacolod,Native/Improved Chicken,..,..,..,..,..,..,..,..,..,..,..,..,..,250.00,250.00,250.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....City of Bacolod,Duck,..,..,..,..,..,..,..,..,..,..,..,..,..,250.00,..,..,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....City of Bacolod,"Chicken egg, Layer",..,..,..,..,..,..,..,..,..,..,..,..,..,7.95,8.27,8.27,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....City of Bacolod,"Chicken egg, Native",..,..,..,..,..,..,..,..,..,..,..,..,..,9.96,9.96,9.96,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....City of Bacolod,Duck egg,..,..,..,..,..,..,..,..,..,..,..,..,..,10.00,10.00,10.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
..REGION VII (CENTRAL VISAYAS),Carabao for Slaughter,143.71,143.71,143.71,136.23,136.31,136.31,140.66,140.66,140.66,190.55,190.55,190.55,152.80,128.25,128.24,128.24,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
..REGION VII (CENTRAL VISAYAS),Cattle for Slaughter,194.07,194.08,194.83,198.28,200.01,200.01,259.35,259.35,259.35,219.81,219.81,218.74,218.14,156.07,156.07,156.07,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
..REGION VII (CENTRAL VISAYAS),Goat for Slaughter,246.97,246.97,246.97,243.22,247.29,247.29,312.58,312.58,312.58,265.70,268.45,264.74,267.94,264.55,265.91,265.91,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
..REGION VII (CENTRAL VISAYAS),Hog for Slaughter,205.10,204.38,211.91,202.19,204.99,205.52,213.91,212.83,209.15,205.49,213.37,217.84,208.89,188.73,188.50,190.92,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
..REGION VII (CENTRAL VISAYAS),Broiler Chicken,163.73,112.90,115.70,107.63,107.63,108.10,162.71,165.39,165.39,146.09,146.12,145.24,137.22,170.00,169.17,173.83,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
..REGION VII (CENTRAL VISAYAS),Gamefowl for Other Purposes,4515.30,4500.00,4500.00,1660.92,1633.33,1747.18,6923.72,6927.53,2514.67,3514.61,3503.90,3503.90,3787.09,2500.04,4427.34,2341.18,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
..REGION VII (CENTRAL VISAYAS),Gamefowl for Dressing,1200.00,..,..,250.44,250.44,250.44,280.07,280.00,280.00,237.25,237.25,237.25,350.31,253.00,253.00,253.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
..REGION VII (CENTRAL VISAYAS),Layer Chicken,100.33,109.60,108.56,98.71,98.71,98.71,109.93,112.07,110.58,143.16,143.92,143.92,114.85,90.95,90.95,90.95,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
..REGION VII (CENTRAL VISAYAS),Native/Improved Chicken,234.18,234.44,231.84,226.46,227.44,233.40,240.05,240.28,243.78,232.59,232.70,232.76,234.16,222.34,221.79,223.19,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
..REGION VII (CENTRAL VISAYAS),Duck,107.14,107.14,107.14,106.17,106.17,106.17,158.85,158.85,158.85,169.99,169.99,169.99,135.54,193.03,193.03,193.03,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
..REGION VII (CENTRAL VISAYAS),"Chicken egg, Layer",7.35,7.37,7.39,7.20,7.21,7.19,7.60,7.61,7.64,7.33,7.69,7.67,7.44,7.31,7.32,7.32,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
..REGION VII (CENTRAL VISAYAS),"Chicken egg, Native",8.83,8.83,8.83,8.86,8.86,8.83,10.37,10.37,10.37,9.43,9.43,11.99,9.59,9.23,9.11,9.21,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
..REGION VII (CENTRAL VISAYAS),Duck egg,9.00,9.00,9.00,10.52,10.52,10.52,15.00,15.00,15.00,14.95,14.95,14.95,12.37,7.92,7.92,8.27,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Bohol,Carabao for Slaughter,130.00,130.00,130.00,129.94,130.00,130.00,130.00,130.00,130.00,150.00,150.00,150.00,135.00,150.00,150.00,150.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Bohol,Cattle for Slaughter,140.00,140.02,143.33,150.00,155.56,155.56,150.00,150.00,150.00,174.99,174.99,175.00,154.95,175.00,175.00,175.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Bohol,Goat for Slaughter,230.00,230.00,230.00,200.00,230.00,230.07,200.00,200.00,200.00,214.66,250.00,202.25,218.08,230.03,240.02,239.99,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Bohol,Hog for Slaughter,180.03,180.03,185.75,207.33,216.71,218.48,199.57,195.95,183.58,196.61,220.01,233.32,201.45,202.05,201.47,207.56,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Bohol,Broiler Chicken,112.50,112.50,115.33,115.00,115.00,117.00,101.26,110.00,110.00,107.90,108.00,104.70,110.77,127.50,127.50,101.25,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Bohol,Gamefowl for Other Purposes,..,..,..,1660.92,1633.33,1747.18,2539.30,2762.01,2762.01,3787.88,3576.92,3576.92,2671.83,7250.00,7250.00,7250.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Bohol,Gamefowl for Dressing,..,..,..,251.80,251.80,251.80,280.07,280.00,280.00,280.00,280.00,280.00,270.61,280.51,280.51,280.51,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Bohol,Layer Chicken,100.38,110.98,109.79,100.00,100.00,100.00,109.29,111.33,110.00,92.02,101.45,101.42,103.89,76.92,76.92,76.92,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Bohol,Native/Improved Chicken,246.46,246.70,236.91,240.08,246.52,251.84,226.50,227.03,235.21,248.00,248.26,248.38,241.82,248.37,246.66,251.01,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Bohol,Duck,150.00,150.00,150.00,150.00,150.00,150.00,150.00,150.00,150.00,150.00,150.00,150.00,150.00,150.00,150.00,150.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Bohol,"Chicken egg, Layer",7.03,7.22,7.36,7.19,7.19,6.95,7.97,8.01,8.20,7.66,7.82,7.62,7.52,8.46,8.46,8.46,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Bohol,"Chicken egg, Native",..,..,..,9.01,9.01,11.00,12.00,12.00,12.00,12.00,12.00,12.00,11.22,10.11,10.01,10.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Bohol,Duck egg,..,..,..,15.00,15.00,15.00,15.00,15.00,15.00,15.00,15.00,15.00,15.00,7.53,7.53,8.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Cebu,Carabao for Slaughter,150.00,150.00,150.00,150.00,150.00,150.00,150.00,150.00,150.00,220.00,220.00,220.00,167.50,120.00,120.00,120.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Cebu,Cattle for Slaughter,210.00,210.00,210.00,220.00,220.00,220.00,300.00,300.00,300.00,250.00,250.00,250.00,245.00,150.00,150.00,150.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Cebu,Goat for Slaughter,250.00,250.00,250.00,250.00,250.00,250.00,320.00,320.00,320.00,270.00,270.00,270.00,272.50,270.00,270.00,270.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Cebu,Hog for Slaughter,221.17,219.99,228.67,200.00,200.00,200.00,220.00,220.00,220.00,210.00,210.00,210.00,213.32,180.00,180.00,180.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Cebu,Broiler Chicken,189.43,150.00,150.00,105.43,105.43,105.43,189.99,189.99,189.99,160.00,160.00,160.00,154.64,190.73,189.50,209.25,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Cebu,Gamefowl for Other Purposes,4515.36,4500.00,4500.00,..,..,..,7000.00,7000.00,7000.00,3500.00,3500.00,3500.00,5001.71,1301.04,3714.84,1102.08,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Cebu,Gamefowl for Dressing,1200.00,..,..,..,..,..,..,..,..,220.00,220.00,220.00,465.00,222.26,222.26,222.26,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Cebu,Layer Chicken,100.00,100.00,100.00,95.00,95.00,95.00,134.85,140.53,132.98,150.00,150.00,150.00,120.28,113.38,113.38,113.38,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Cebu,Native/Improved Chicken,229.74,230.00,230.00,220.00,218.39,224.65,250.21,250.21,250.21,220.00,220.00,220.00,230.28,210.06,210.06,210.06,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Cebu,Duck,100.00,100.00,100.00,100.00,100.00,100.00,160.00,160.00,160.00,180.24,180.24,180.24,135.06,200.00,200.00,200.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Cebu,"Chicken egg, Layer",7.39,7.39,7.40,7.20,7.22,7.22,7.55,7.56,7.57,7.29,7.67,7.67,7.43,7.20,7.21,7.21,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Cebu,"Chicken egg, Native",8.83,8.83,8.83,8.83,8.83,8.83,10.00,10.00,10.00,8.75,8.75,8.00,9.04,9.12,9.00,9.12,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Cebu,Duck egg,9.00,9.00,9.00,9.00,9.00,9.00,15.00,15.00,15.00,10.00,10.00,10.00,10.75,9.08,9.08,9.08,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Negros Oriental,Carabao for Slaughter,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Negros Oriental,Cattle for Slaughter,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Negros Oriental,Goat for Slaughter,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Negros Oriental,Hog for Slaughter,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Negros Oriental,Broiler Chicken,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Negros Oriental,Gamefowl for Other Purposes,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Negros Oriental,Gamefowl for Dressing,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Negros Oriental,Layer Chicken,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Negros Oriental,Native/Improved Chicken,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Negros Oriental,Duck,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Negros Oriental,"Chicken egg, Layer",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Negros Oriental,"Chicken egg, Native",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Negros Oriental,Duck egg,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Siquijor,Carabao for Slaughter,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Siquijor,Cattle for Slaughter,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Siquijor,Goat for Slaughter,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Siquijor,Hog for Slaughter,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Siquijor,Broiler Chicken,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Siquijor,Gamefowl for Other Purposes,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Siquijor,Gamefowl for Dressing,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Siquijor,Layer Chicken,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Siquijor,Native/Improved Chicken,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Siquijor,Duck,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Siquijor,"Chicken egg, Layer",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Siquijor,"Chicken egg, Native",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Siquijor,Duck egg,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
..REGION VIII (EASTERN VISAYAS),Carabao for Slaughter,181.09,180.68,179.87,168.31,206.64,169.47,174.19,174.16,173.57,192.13,178.38,182.00,180.04,188.01,187.84,192.94,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
..REGION VIII (EASTERN VISAYAS),Cattle for Slaughter,168.62,166.17,161.95,186.97,187.89,193.10,182.75,182.17,182.17,184.51,184.47,184.93,180.47,179.57,177.39,178.01,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
..REGION VIII (EASTERN VISAYAS),Goat for Slaughter,200.19,192.58,198.25,188.12,198.40,190.82,185.58,176.25,184.44,207.74,211.90,253.72,199.00,250.53,238.40,241.36,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
..REGION VIII (EASTERN VISAYAS),Hog for Slaughter,179.05,199.61,183.81,216.24,211.36,247.36,233.98,223.85,225.19,240.83,177.58,191.99,210.91,182.29,207.24,206.70,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
..REGION VIII (EASTERN VISAYAS),Broiler Chicken,179.37,179.68,180.04,161.95,162.23,162.25,161.51,173.16,161.73,168.24,169.29,169.69,169.10,163.29,157.40,175.12,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
..REGION VIII (EASTERN VISAYAS),Gamefowl for Other Purposes,1401.84,1800.85,1241.32,2881.70,3082.22,3140.25,1352.66,2157.20,1918.77,2338.48,2357.21,2973.69,2220.52,2247.82,2805.69,2022.85,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
..REGION VIII (EASTERN VISAYAS),Gamefowl for Dressing,183.59,166.18,165.11,235.48,234.31,235.52,169.30,298.04,173.80,241.24,241.31,241.11,215.42,178.79,172.93,182.56,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
..REGION VIII (EASTERN VISAYAS),Layer Chicken,102.55,100.55,103.58,99.83,115.12,112.59,120.67,120.70,122.55,100.79,100.60,100.07,108.30,143.08,143.17,139.67,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
..REGION VIII (EASTERN VISAYAS),Native/Improved Chicken,247.26,233.03,222.02,240.00,268.37,215.22,206.27,224.84,216.75,238.33,258.10,243.53,234.48,222.85,228.59,226.23,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
..REGION VIII (EASTERN VISAYAS),Duck,192.20,193.64,191.79,196.27,196.02,195.62,192.42,168.59,176.58,227.22,227.17,229.26,198.90,231.50,234.60,228.84,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
..REGION VIII (EASTERN VISAYAS),"Chicken egg, Layer",8.38,8.41,8.44,7.77,7.75,7.77,7.64,7.67,7.69,8.46,8.51,8.49,8.08,7.96,7.97,7.97,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
..REGION VIII (EASTERN VISAYAS),"Chicken egg, Native",8.00,7.97,8.00,8.04,8.04,8.04,8.01,8.01,8.01,7.99,7.99,7.99,8.01,7.94,7.97,7.99,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
..REGION VIII (EASTERN VISAYAS),Duck egg,9.87,9.84,9.87,9.15,9.16,9.16,8.09,8.10,8.09,8.43,8.43,8.43,8.89,8.76,8.75,9.23,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Biliran,Carabao for Slaughter,170.00,165.00,165.00,165.00,165.00,165.00,165.00,165.00,170.00,170.00,170.00,170.00,167.08,170.00,170.00,170.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Biliran,Cattle for Slaughter,250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Biliran,Goat for Slaughter,..,170.16,170.16,..,..,170.00,170.00,170.01,170.02,170.00,170.00,170.00,170.04,170.01,170.01,170.01,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Biliran,Hog for Slaughter,178.70,185.65,191.30,208.25,216.49,218.25,198.74,176.57,200.00,179.10,169.55,170.00,191.05,184.60,185.15,170.81,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Biliran,Broiler Chicken,..,..,..,180.00,200.00,200.00,180.00,200.00,200.00,..,..,..,193.33,..,..,..,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Biliran,Gamefowl for Other Purposes,6000.00,5000.00,..,1800.00,1368.89,1500.00,500.00,500.00,3000.00,1000.00,1000.00,..,2166.89,1500.00,2969.81,1500.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Biliran,Gamefowl for Dressing,200.00,200.00,200.00,222.59,250.00,204.32,200.00,200.00,200.00,225.00,250.00,..,213.81,248.25,200.00,200.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Biliran,Layer Chicken,160.46,163.94,177.89,190.00,180.00,170.00,150.00,150.00,150.00,155.78,170.00,150.00,164.01,183.63,183.63,150.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Biliran,Native/Improved Chicken,200.00,200.00,225.00,220.00,220.00,220.00,240.00,240.00,240.00,250.00,240.00,220.00,226.25,230.00,245.00,245.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Biliran,Duck,200.00,204.00,200.00,200.59,200.00,200.00,200.00,201.40,201.40,190.00,180.25,..,197.97,250.00,250.00,250.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Biliran,"Chicken egg, Layer",8.00,8.04,8.00,6.72,6.72,6.72,6.76,6.75,6.79,8.22,8.43,8.41,7.46,8.54,8.54,8.54,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Biliran,"Chicken egg, Native",10.00,..,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,7.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Biliran,Duck egg,7.31,7.31,7.31,7.01,7.51,7.51,7.55,7.55,7.55,7.00,7.00,7.00,7.30,7.03,7.03,7.03,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Eastern Samar,Carabao for Slaughter,170.00,170.00,170.00,180.00,180.00,180.00,170.00,170.00,170.00,200.00,160.00,160.00,173.33,190.00,190.00,190.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Eastern Samar,Cattle for Slaughter,180.00,180.00,180.00,200.00,200.00,200.00,180.00,180.00,180.00,170.00,170.00,170.00,182.50,200.00,200.00,200.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Eastern Samar,Goat for Slaughter,250.00,250.00,250.00,200.00,200.00,200.00,180.00,180.00,180.00,250.00,250.00,250.00,220.00,250.00,250.00,250.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Eastern Samar,Hog for Slaughter,180.00,184.89,184.89,209.46,209.31,209.75,219.58,200.42,190.00,222.09,199.30,170.00,198.31,150.00,155.00,160.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Eastern Samar,Broiler Chicken,160.00,160.00,160.00,170.00,170.00,170.00,170.00,170.00,170.00,170.00,170.00,170.00,167.50,180.00,180.00,180.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Eastern Samar,Gamefowl for Other Purposes,1729.85,1500.00,614.29,..,..,..,700.00,2000.00,1500.00,1200.00,1750.00,1500.00,1388.24,1000.00,1000.00,1000.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Eastern Samar,Gamefowl for Dressing,160.00,160.00,160.00,..,..,..,165.00,165.00,165.00,160.00,160.00,160.00,161.67,160.00,160.00,160.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Eastern Samar,Layer Chicken,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,56.68,56.68,56.68,89.17,100.00,100.00,100.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Eastern Samar,Native/Improved Chicken,165.00,165.00,165.00,165.00,165.00,165.00,165.00,165.00,165.00,160.00,160.00,160.00,163.75,160.36,160.36,160.36,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Eastern Samar,Duck,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Eastern Samar,"Chicken egg, Layer",8.82,8.73,8.73,8.66,8.79,8.54,9.26,9.20,9.25,8.63,8.63,8.63,8.82,8.31,8.30,8.23,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Eastern Samar,"Chicken egg, Native",8.00,8.00,8.00,8.00,8.00,8.00,7.67,7.67,7.67,7.67,7.67,7.67,7.83,7.42,7.42,7.42,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Eastern Samar,Duck egg,9.95,9.95,9.95,9.60,9.60,9.60,10.00,10.00,10.00,10.00,10.00,10.00,9.89,9.73,9.73,9.73,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Leyte,Carabao for Slaughter,150.00,150.03,150.01,166.67,166.67,166.67,166.67,166.67,166.67,166.67,166.67,166.67,162.51,166.67,166.67,166.67,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Leyte,Cattle for Slaughter,149.41,149.25,149.12,167.32,167.32,167.32,167.19,167.19,167.19,166.68,166.68,166.67,162.61,166.68,166.69,166.69,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Leyte,Goat for Slaughter,..,..,..,179.62,179.62,179.62,179.98,180.66,181.43,180.03,180.03,250.00,187.89,200.00,145.45,150.44,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Leyte,Hog for Slaughter,161.60,202.93,177.58,200.00,207.27,263.59,249.95,237.24,249.99,249.98,164.18,165.94,210.86,154.78,187.27,180.13,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
