Geolocation,Type,2010 January,2010 February,2010 March,2010 April,2010 May,2010 June,2010 July,2010 August,2010 September,2010 October,2010 November,2010 December,2010 Annual,2011 January,2011 February,2011 March,2011 April,2011 May,2011 June,2011 July,2011 August,2011 September,2011 October,2011 November,2011 December,2011 Annual,2012 January,2012 February,2012 March,2012 April,2012 May,2012 June,2012 July,2012 August,2012 September,2012 October,2012 November,2012 December,2012 Annual,2013 January,2013 February,2013 March,2013 April,2013 May,2013 June,2013 July,2013 August,2013 September,2013 October,2013 November,2013 December,2013 Annual,2014 January,2014 February,2014 March,2014 April,2014 May,2014 June,2014 July,2014 August,2014 September,2014 October,2014 November,2014 December,2014 Annual,2015 January,2015 February,2015 March,2015 April,2015 May,2015 June,2015 July,2015 August,2015 September,2015 October,2015 November,2015 December,2015 Annual,2016 January,2016 February,2016 March,2016 April,2016 May,2016 June,2016 July,2016 August,2016 September,2016 October,2016 November,2016 December,2016 Annual,2017 January,2017 February,2017 March,2017 April,2017 May,2017 June,2017 July,2017 August,2017 September,2017 October,2017 November,2017 December,2017 Annual,2018 January,2018 February,2018 March,2018 April,2018 May,2018 June,2018 July,2018 August,2018 September,2018 October,2018 November,2018 December,2018 Annual,2019 January,2019 February,2019 March,2019 April,2019 May,2019 June,2019 July,2019 August,2019 September,2019 October,2019 November,2019 December,2019 Annual,2020 January,2020 February,2020 March,2020 April,2020 May,2020 June,2020 July,2020 August,2020 September,2020 October,2020 November,2020 December,2020 Annual,2021 January,2021 February,2021 March,2021 April,2021 May,2021 June,2021 July,2021 August,2021 September,2021 October,2021 November,2021 December,2021 Annual,2022 January,2022 February,2022 March,2022 April,2022 May,2022 June,2022 July,2022 August,2022 September,2022 October,2022 November,2022 December,2022 Annual,2023 January,2023 February,2023 March,2023 April,2023 May,2023 June,2023 July,2023 August,2023 September,2023 October,2023 November,2023 December,2023 Annual,2024 January,2024 February,2024 March,2024 April,2024 May,2024 June,2024 July,2024 August,2024 September,2024 October,2024 November,2024 December,2024 Annual,2025 January,2025 February,2025 March,2025 April,2025 May,2025 June,2025 July,2025 August,2025 September,2025 October,2025 November,2025 December,2025 Annual,2026 January,2026 February,2026 March,2026 April,2026 May,2026 June,2026 July,2026 August,2026 September,2026 October,2026 November,2026 December,2026 Annual
....Zamboanga del Norte,Layer Chicken,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,125.00,120.00,120.00,120.00,120.00,120.00,120.00,120.00,120.00,120.56,120.00,130.00,130.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Zamboanga del Norte,Native/Improved Chicken,106.63,103.38,110.74,105.75,98.00,110.53,103.61,102.98,97.25,94.57,96.77,111.71,103.49,100.00,114.18,113.45,112.10,102.12,109.48,108.64,111.74,123.16,119.58,122.26,115.42,112.68,112.71,114.30,116.55,111.93,118.17,115.22,131.38,124.83,131.91,102.51,116.67,116.81,117.75,118.66,117.40,115.00,101.91,103.60,108.40,104.54,108.15,105.17,105.49,102.04,108.84,108.27,116.23,108.84,102.61,113.34,108.57,104.12,107.40,107.07,105.37,95.48,100.00,109.20,106.52,114.69,117.26,116.51,115.93,120.71,115.84,121.77,109.08,111.08,119.18,123.58,121.79,117.29,116.92,120.69,126.02,122.65,111.50,122.75,120.00,122.74,112.87,113.32,115.56,116.48,118.46,118.84,112.96,109.27,117.07,120.82,115.50,113.85,119.75,114.52,118.31,122.51,119.45,116.90,110.39,121.19,132.43,147.03,141.60,145.70,142.62,150.02,139.46,148.53,135.84,146.06,138.41,145.19,142.62,139.39,142.38,144.66,144.57,132.38,140.01,143.64,146.16,136.79,144.55,141.86,138.27,139.49,136.86,138.63,139.84,144.14,141.42,140.42,149.22,147.97,154.22,141.20,142.64,154.87,164.75,168.46,170.58,175.52,152.01,148.76,144.33,141.05,144.58,139.95,143.89,154.06,167.30,172.23,166.66,196.18,179.07,207.01,170.56,175.07,175.85,171.71,171.03,181.22,177.82,180.81,178.27,185.05,193.71,195.85,197.55,184.26,185.81,186.55,197.02,200.06,207.45,191.03,198.87,196.13,200.88,198.27,199.49,196.77,211.68,216.07,219.60,208.20,193.54,209.21,204.06,..,..,..,212.26,208.42,250.00,206.95,207.67,205.47,210.77,208.35,243.66,217.06,190.00,197.70,200.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Zamboanga del Norte,Duck,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,166.80,90.00,..,..,150.00,..,..,..,..,170.00,..,170.00,149.36,100.00,100.00,100.00,151.09,135.84,176.52,200.00,..,..,150.00,150.00,..,140.38,137.88,137.88,133.36,..,150.00,..,..,190.00,190.00,130.00,130.00,130.00,147.68,130.00,130.00,130.00,120.00,120.00,120.00,150.00,150.00,150.00,140.00,140.00,140.00,135.00,120.00,140.00,130.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Zamboanga del Norte,"Chicken egg, Layer",5.41,5.56,6.49,6.45,6.56,7.09,7.32,7.23,7.25,7.32,7.00,7.52,6.77,7.10,7.24,7.30,7.26,6.99,6.48,7.38,7.06,7.09,7.06,6.97,7.23,7.10,7.25,7.13,7.26,6.71,7.11,7.09,6.98,6.82,7.18,6.14,6.61,6.89,6.93,6.77,7.07,7.18,6.86,6.63,6.07,6.79,5.96,7.10,6.66,6.40,6.47,6.66,6.83,6.07,5.75,6.31,6.13,6.04,6.76,6.60,6.80,6.11,6.43,6.67,6.38,5.56,6.25,6.46,6.14,5.73,5.61,5.82,6.34,6.91,6.40,6.45,6.58,6.19,6.18,7.11,7.38,7.19,7.42,7.02,7.98,7.37,7.67,7.79,8.04,7.96,7.43,7.59,8.08,7.16,7.85,7.75,7.78,7.35,7.34,8.02,7.50,7.69,7.93,7.67,8.34,7.27,8.39,6.82,7.25,6.88,6.35,7.01,6.35,6.32,6.10,7.27,7.03,6.76,7.39,8.05,7.40,8.52,8.24,5.55,6.02,6.63,6.36,7.08,6.44,7.04,5.97,5.67,7.04,6.98,6.48,5.75,6.31,6.25,6.15,6.27,5.81,5.25,6.16,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.61,5.60,5.60,..,..,..,..,..,..,5.60,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10.00,10.00,10.00,9.00,9.00,9.00,8.50,8.50,8.50,9.17,8.13,8.13,8.13,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Zamboanga del Norte,"Chicken egg, Native",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.67,5.67,5.42,5.51,5.64,5.99,5.81,6.00,6.30,5.91,6.12,5.95,5.83,..,..,6.00,..,..,..,..,..,..,9.00,9.00,9.00,8.25,..,..,..,..,..,..,..,..,..,..,10.00,..,10.00,8.00,8.00,8.00,..,..,..,8.00,8.00,8.00,..,..,..,8.00,..,..,..,9.00,9.00,9.00,9.00,9.00,9.00,9.00,9.00,9.00,9.00,8.83,8.79,8.69,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Zamboanga del Norte,Duck egg,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8.00,8.00,8.00,8.00,..,..,..,..,..,..,..,..,..,..,..,..,..,10.50,10.50,10.50,13.00,13.00,13.00,18.00,18.00,18.00,10.48,10.48,10.48,12.99,15.00,10.48,10.50,13.00,13.00,13.00,11.00,11.00,11.00,12.00,12.00,12.00,12.00,12.00,12.00,12.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Zamboanga del Sur,Carabao for Breeding,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Zamboanga del Sur,Carabao for Fattening,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Zamboanga del Sur,Carabao for Slaughter,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,110.00,..,..,170.00,..,..,160.00,170.00,180.00,158.00,..,..,..,188.87,116.24,..,..,..,..,213.33,..,..,172.81,210.00,220.00,220.00,..,215.00,..,200.00,200.00,200.00,..,..,215.00,210.00,250.00,..,..,125.00,200.00,225.00,200.00,210.00,225.00,220.00,220.00,220.00,209.50,220.00,230.00,250.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Zamboanga del Sur,Carabao for Work,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Zamboanga del Sur,Cattle for Fattening,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Zamboanga del Sur,Cattle for Slaughter,74.89,76.49,76.58,77.49,76.93,78.27,79.24,80.20,81.79,81.86,81.81,81.87,78.95,82.39,83.68,86.32,87.63,85.48,85.58,85.51,86.07,88.24,88.65,89.62,91.11,86.69,91.64,92.74,92.66,92.25,92.09,91.07,91.77,90.13,91.42,91.36,89.51,89.69,91.36,89.01,88.71,92.22,93.60,93.94,95.87,97.27,94.84,94.64,95.25,97.92,101.40,94.56,99.47,99.55,97.09,106.25,105.08,104.56,103.96,104.97,103.58,104.59,104.70,104.05,103.15,100.96,108.49,98.03,99.13,103.89,102.42,97.09,99.38,102.69,94.70,102.17,111.79,101.73,113.36,112.13,112.89,110.00,113.09,95.84,87.27,90.00,86.26,86.55,86.24,90.38,98.67,86.69,87.57,90.00,89.29,88.71,88.19,92.87,88.76,90.00,90.00,90.00,100.00,90.17,94.23,121.26,106.95,127.38,134.77,140.37,117.17,123.80,122.60,129.42,122.47,127.52,122.33,118.75,110.65,104.90,109.28,108.58,124.70,119.07,123.66,115.93,122.51,125.01,130.54,117.80,137.93,138.53,137.93,139.54,136.51,138.20,143.71,155.10,149.07,154.75,138.07,155.45,143.73,123.25,126.29,118.18,143.29,141.88,137.45,145.66,141.64,143.48,146.94,147.89,139.20,137.93,..,100.00,171.43,..,115.00,..,105.00,104.00,..,102.00,106.00,110.00,114.18,..,..,..,..,..,..,215.00,190.00,173.33,260.00,..,..,209.58,220.00,240.00,..,..,..,230.00,200.00,..,..,220.00,250.00,260.00,231.43,233.33,100.00,161.24,230.00,220.00,250.00,250.00,240.00,240.00,250.00,250.00,260.00,223.71,250.00,250.00,260.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Zamboanga del Sur,Cattle for Work,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Zamboanga del Sur,Cattle for Breeding,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Zamboanga del Sur,Goat for Slaughter,72.88,73.90,75.01,73.66,77.28,78.76,76.75,78.98,75.67,75.04,75.74,79.54,76.10,82.43,85.43,94.08,87.67,87.23,88.07,86.67,82.42,85.50,84.29,88.33,92.18,87.03,90.50,90.41,95.71,87.69,92.33,91.84,91.48,87.11,87.47,90.72,95.98,96.66,91.49,98.71,100.90,98.06,98.78,94.77,97.36,100.06,100.23,91.66,93.67,101.46,111.88,98.96,104.38,109.53,108.24,107.57,109.13,107.10,110.23,113.33,114.08,111.00,105.05,111.23,109.24,100.79,100.99,98.44,100.73,100.68,101.32,101.96,101.75,105.78,95.53,104.41,100.45,101.07,103.44,102.84,108.99,106.91,106.17,105.23,107.56,110.08,108.70,107.69,106.98,109.14,106.98,108.45,107.38,107.10,107.54,107.12,108.36,107.51,105.62,105.67,104.39,104.34,112.35,107.15,112.10,111.53,109.16,109.77,109.21,112.42,112.65,114.45,114.10,116.93,118.91,122.85,113.67,132.20,133.86,116.96,121.65,126.31,120.64,121.31,123.43,123.60,127.34,126.90,113.86,124.01,140.63,121.72,146.90,136.63,150.56,145.81,152.88,140.97,142.58,150.20,136.32,136.04,141.77,154.25,158.68,158.14,148.91,158.04,150.58,150.47,152.24,154.71,152.87,155.74,171.65,155.52,220.00,..,..,..,..,130.00,150.00,111.11,..,127.22,130.00,135.00,143.33,200.00,200.00,200.00,..,250.00,..,..,150.00,..,..,..,200.00,200.00,190.00,210.00,200.00,200.00,..,..,200.00,..,350.00,230.00,..,250.00,228.75,150.00,150.00,150.00,..,250.00,..,250.00,250.00,260.00,260.00,260.00,270.00,225.00,..,..,250.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Zamboanga del Sur,Goat for Breeding,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Zamboanga del Sur,Hogs Upgraded for Breeding,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Zamboanga del Sur,Hog for Slaughter,81.60,84.97,84.22,80.97,81.14,81.04,81.09,79.77,78.04,75.21,78.57,75.41,80.17,75.06,74.23,78.76,82.23,83.95,85.29,82.93,82.01,80.73,79.88,80.52,81.77,80.61,79.86,79.89,84.20,84.41,83.63,82.15,81.51,81.39,78.72,78.15,79.79,81.17,81.24,83.75,82.15,86.56,87.12,88.06,87.33,85.72,84.60,84.34,86.74,89.22,90.91,86.38,89.87,87.80,85.23,92.87,94.59,91.38,92.70,90.40,89.85,90.21,91.06,92.03,90.67,90.31,91.13,90.38,86.68,86.53,87.53,88.96,88.38,88.62,88.64,85.05,88.33,88.38,88.89,92.43,93.60,90.63,91.89,91.52,90.25,88.34,87.35,85.85,84.36,86.02,89.26,83.76,89.23,93.70,94.03,96.50,96.95,96.98,97.53,96.20,96.46,96.73,103.75,95.15,104.94,111.87,112.53,112.75,110.82,104.78,102.08,100.07,98.61,98.95,98.32,105.70,105.12,108.36,108.02,104.19,103.58,100.65,99.20,95.49,92.77,90.33,89.56,87.43,89.69,97.44,102.88,89.48,97.53,96.35,95.15,91.62,82.07,85.11,82.75,88.35,92.48,103.21,92.25,119.73,137.42,137.55,135.76,129.72,119.90,109.94,102.01,110.41,104.55,115.11,140.43,121.88,175.82,253.91,209.30,146.70,113.49,123.41,111.26,189.42,118.73,169.73,175.65,176.69,163.68,159.90,173.26,196.71,188.46,165.70,177.92,142.47,156.46,141.52,160.46,156.09,164.08,165.25,200.00,200.00,200.00,178.92,180.00,180.00,159.91,152.37,158.30,119.18,203.26,157.86,174.15,163.45,183.33,198.31,171.25,154.24,204.09,217.36,219.71,215.00,..,140.00,141.10,182.53,200.00,200.00,180.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Zamboanga del Sur,Broiler Chicken,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,115.00,..,..,..,..,..,..,..,..,..,..,115.00,280.00,..,280.00,138.89,166.67,125.00,..,150.00,150.00,150.00,160.00,170.00,177.06,280.00,..,..,170.00,180.00,180.00,180.00,180.00,180.00,180.00,180.00,180.00,189.00,..,..,180.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Zamboanga del Sur,Gamefowl for Other Purposes,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2000.00,2000.00,..,2000.00,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4769.59,..,..,..,..,..,..,..,..,..,..,4769.59,..,..,..,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Zamboanga del Sur,Gamefowl for Dressing,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,220.00,..,..,220.00,..,..,..,..,..,200.00,213.33,..,..,220.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Zamboanga del Sur,Layer Chicken,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,150.00,..,150.00,160.00,160.00,155.00,84.00,85.00,84.00,120.00,120.00,120.00,120.00,120.00,120.00,150.00,160.00,150.00,119.42,..,..,95.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
