Sector,Geolocation,At Current Prices 2022,At Current Prices 2023,At Current Prices 2024,At Constant 2018 Prices 2022,At Constant 2018 Prices 2023,At Constant 2018 Prices 2024
Information and Communication,..Zamboanga del Norte,2990157.85,3191641.31,3349757.83,3028497.46,3147810.69,3323103.16
Information and Communication,..Zamboanga del Sur,2434862.69,2552643.22,2691207.36,2384213.87,2455020.26,2589616.97
Information and Communication,..Zamboanga Sibugay,1592182.08,1776514.22,1885537.16,1616148.95,1787395.63,1910044.30
Information and Communication,..City of Isabela,326299.71,360550.57,381700.53,327890.52,358318.39,381663.87
Information and Communication,..City of Zamboanga,5521802.69,5956020.83,6242819.55,5455660.43,5801299.51,6104818.68
Information and Communication,Region X (Northern Mindanao),23802025.57,24844096.99,26306305.45,23011568.52,23677378.36,24954254.00
Information and Communication,..Bukidnon,2693194.25,2780332.63,2935961.98,2608222.29,2644268.12,2763974.57
Information and Communication,..Camiguin,238395.03,249346.90,263194.54,231345.56,239829.64,251841.61
Information and Communication,..Lanao del Norte,1178209.36,1259037.51,1342414.96,1148542.64,1202834.59,1266706.09
Information and Communication,..Misamis Occidental,1943199.80,2046335.54,2152846.03,1770122.58,1819715.34,1913455.54
Information and Communication,..Misamis Oriental,5018174.35,5335478.51,5639683.60,4864520.23,5101844.71,5416512.37
Information and Communication,..City of Cagayan de Oro,9750451.60,9983681.31,10523712.22,9487227.51,9620739.18,10067414.75
Information and Communication,..City of Iligan,2980401.17,3189884.59,3448492.11,2901587.71,3048146.79,3274349.06
Information and Communication,Region XI (Davao Region),26613244.14,28664489.84,30051495.85,24817155.94,26223297.85,27498146.92
Information and Communication,..Davao de Oro,1997954.99,2175476.16,2288620.26,1833835.78,1948502.51,2046826.82
Information and Communication,..Davao del Norte,4022199.38,4415402.10,4653904.84,3853743.88,4168478.39,4393544.98
Information and Communication,..Davao del Sur,2826970.90,3095422.89,3279449.07,2579933.35,2780745.28,2969520.13
Information and Communication,..Davao Occidental,642139.88,704240.29,735923.00,621117.48,675805.92,708139.29
Information and Communication,..Davao Oriental,882427.43,965625.88,1016445.61,868883.20,946042.21,993501.91
Information and Communication,..City of Davao,16241551.55,17308322.53,18077153.08,15059642.24,15703723.56,16386613.79
Information and Communication,Region XII (SOCCSKSARGEN),16572596.10,17756439.40,18797743.64,15119460.21,15957802.24,16851746.69
Information and Communication,..Cotabato,4202511.12,4500526.30,4740125.67,3784605.86,4010792.11,4205725.45
Information and Communication,..Sarangani,1016191.21,1089078.36,1162397.57,891583.69,944716.90,1006978.71
Information and Communication,..South Cotabato,4407237.59,4672354.51,4951613.46,4048103.49,4198356.04,4441821.49
Information and Communication,..Sultan Kudarat,1938014.86,2106950.52,2237792.89,1743569.21,1863882.64,1974389.02
Information and Communication,..City of General Santos,5008641.32,5387529.72,5705814.05,4651597.97,4940054.55,5222832.02
Information and Communication,Region XIII (Caraga),11254500.66,11923658.90,12748998.45,11496717.77,12039145.94,12704370.35
Information and Communication,..Agusan del Norte,1074138.35,1154981.93,1243023.34,1117054.08,1191259.57,1266508.63
Information and Communication,..Agusan del Sur,2032132.72,2130995.47,2261680.35,1988044.30,2046988.59,2150619.09
Information and Communication,..Dinagat Islands,312187.01,323970.79,345411.56,313131.20,321129.55,339533.83
Information and Communication,..Surigao del Norte,2345320.20,2486213.01,2670720.02,2404701.99,2535344.18,2663204.24
Information and Communication,..Surigao del Sur,2311232.46,2409164.70,2574049.14,2374080.94,2441810.96,2572981.46
Information and Communication,..City of Butuan,3179489.92,3418332.99,3654114.04,3299705.25,3502613.09,3711523.09
Information and Communication,Bangsamoro Autonomous Region in Muslim Mindanao (BARMM),7807542.32,8436752.68,9084154.13,7937989.71,8436995.62,9094691.46
Information and Communication,..Basilan,378734.65,416642.13,446616.03,384758.26,418955.60,449700.45
Information and Communication,..Lanao del Sur,1102667.43,1186362.96,1273179.43,1112021.50,1189956.25,1274133.34
Information and Communication,..Maguindanao del Norte,4050121.87,4393388.08,4770027.49,4082366.02,4329870.26,4706873.62
Information and Communication,..Maguindanao del Sur,1036375.02,1105587.81,1173235.79,1044183.99,1093358.07,1160611.00
Information and Communication,..Sulu,761481.11,833863.17,892357.81,813519.08,890745.55,957605.03
Information and Communication,..Tawi-Tawi,478162.24,500908.54,528737.58,501140.86,514109.90,545768.02
Financial and Insurance Activities,National Capital Region (NCR),1335758232.30,1532702261.41,1712280004.20,1206136964.70,1303008958.78,1412159532.81
Financial and Insurance Activities,..City of Caloocan,26213906.40,30869728.71,34039497.37,23712809.41,26295908.19,28140818.01
Financial and Insurance Activities,..City of Las Piñas,13090052.27,15205915.60,17044127.46,11829933.93,12949101.82,14091826.39
Financial and Insurance Activities,..City of Makati,546082594.14,620280044.12,706705191.30,492400425.86,526636848.68,581976832.72
Financial and Insurance Activities,..City of Malabon,6824883.93,7799719.24,8361796.11,6193516.78,6676618.22,6953219.52
Financial and Insurance Activities,..City of Mandaluyong,55668948.85,64432962.80,72501214.59,50373762.81,54875450.63,59897318.73
Financial and Insurance Activities,..City of Manila,158654474.03,178341785.86,193698345.50,143881743.83,152135013.65,160282146.64
Financial and Insurance Activities,..City of Marikina,14887437.53,17173291.55,19140586.42,13469863.70,14650152.21,15854776.00
Financial and Insurance Activities,..City of Muntinlupa,18730736.27,21285034.54,23298351.13,16945934.58,18141921.66,19272280.71
Financial and Insurance Activities,..City of Navotas,3403114.52,3888316.61,4256438.92,3089582.52,3328603.03,3539191.01
Financial and Insurance Activities,..City of Parañaque,25044437.76,31192363.50,35120273.47,22622564.30,26529025.73,28989473.38
Financial and Insurance Activities,..Pasay City,44391118.60,52909335.12,59182518.52,40127025.28,44996903.96,48835890.11
Financial and Insurance Activities,..City of Pasig,122967824.25,134914627.07,151159652.68,111163629.22,114823690.68,124805579.64
Financial and Insurance Activities,..Quezon City,160058218.56,191678602.89,204729505.44,144332713.46,162831410.03,168749305.84
Financial and Insurance Activities,..City of San Juan,22996962.60,25860036.14,27883915.64,20806871.42,22021235.11,23034081.86
Financial and Insurance Activities,..City of Taguig,100147020.21,117811788.67,133608076.56,90186152.42,99877531.97,109913772.37
Financial and Insurance Activities,..City of Valenzuela,15098216.79,17365988.47,19712031.22,13637040.82,14786773.81,16290985.06
Financial and Insurance Activities,..Pateros,1498285.59,1692720.51,1838481.87,1363394.36,1452769.41,1532034.82
Financial and Insurance Activities,Cordillera Administrative Region (CAR),45404132.38,50141759.13,56912915.02,40013524.61,42319096.59,46356853.36
Financial and Insurance Activities,..Abra,2192074.89,2437535.83,2825910.56,1930911.93,2046293.00,2272971.82
Financial and Insurance Activities,..Apayao,363166.74,412363.59,446604.89,322270.24,342890.54,356081.38
Financial and Insurance Activities,..Benguet,11573373.14,12654248.17,14170528.20,10115543.07,10569358.82,11425458.24
Financial and Insurance Activities,..Ifugao,2850765.58,3109103.54,3529145.81,2483104.15,2560737.82,2775895.77
Financial and Insurance Activities,..Kalinga,2642785.88,2942542.83,3277230.61,2262131.99,2409240.70,2602336.19
Financial and Insurance Activities,..Mountain Province,883570.07,984531.67,1103773.17,746877.42,795516.64,860580.57
Financial and Insurance Activities,..City of Baguio,24898396.08,27601433.50,31559721.79,22152685.82,23595059.07,26063529.38
Financial and Insurance Activities,Region I (Ilocos Region),30074814.91,34678124.33,40271753.49,26445316.57,28980701.87,32822255.93
Financial and Insurance Activities,..Ilocos Norte,4450361.00,5057151.28,5583805.45,3759016.22,4119084.13,4459776.55
Financial and Insurance Activities,..Ilocos Sur,5388385.89,6119694.53,7320435.77,4945757.60,5398908.47,6332155.25
Financial and Insurance Activities,..La Union,4388491.75,4976402.11,6081671.48,3836866.55,4155153.79,4903071.93
Financial and Insurance Activities,..Pangasinan,15847576.27,18524876.41,21285840.79,13903676.20,15307555.49,17127252.20
Financial and Insurance Activities,Region II (Cagayan Valley),15994405.43,18395290.38,20906165.41,13939288.77,15315883.05,16765098.20
Financial and Insurance Activities,..Batanes,145267.13,163551.65,190746.38,123228.18,130403.39,146894.22
Financial and Insurance Activities,..Cagayan,5038438.72,5755818.88,6534607.06,4418802.24,4742950.08,5112344.36
Financial and Insurance Activities,..Isabela,8260544.18,9556983.08,10859671.85,7220417.78,8073383.23,8913075.27
Financial and Insurance Activities,..Nueva Vizcaya,2066244.58,2364905.05,2636596.46,1764250.54,1915953.13,2056046.53
Financial and Insurance Activities,..Quirino,483910.81,554031.72,684543.66,412590.02,453193.21,536737.83
Financial and Insurance Activities,Region III (Central Luzon),84066322.27,99595465.50,115124227.03,72703897.10,80592875.61,89401683.43
Financial and Insurance Activities,..Aurora,814009.85,942613.23,1074394.64,687761.75,753587.64,841093.59
Financial and Insurance Activities,..Bataan,7225154.53,8517387.17,9987903.54,6023011.78,6662060.08,7619084.91
Financial and Insurance Activities,..Bulacan,19966464.94,23990113.68,26856940.79,18044245.64,19812093.80,21173042.43
Financial and Insurance Activities,..Nueva Ecija,13304590.62,15518877.21,16950048.68,11331099.71,12432720.31,12964974.51
Financial and Insurance Activities,..Pampanga,20417115.78,24362350.39,30325890.37,17494756.77,19548604.07,23340151.21
Financial and Insurance Activities,..Tarlac,7445038.53,9035945.25,10457886.24,6331490.73,7320523.57,8131858.12
Financial and Insurance Activities,..Zambales,2566982.48,3049199.08,3388545.44,2135617.20,2404718.84,2613276.18
Financial and Insurance Activities,..City of Angeles,8670695.63,10152398.24,11488356.57,7529034.11,8380281.01,9155001.93
Financial and Insurance Activities,..City of Olongapo,3656269.92,4026581.24,4594260.75,3126879.40,3278286.31,3563200.55
Financial and Insurance Activities,Region IV-A (CALABARZON),150729976.26,181233044.55,211682706.70,130965546.83,148982226.78,168406302.93
Financial and Insurance Activities,..Batangas,30438327.18,37309481.48,44364783.51,26116242.69,29927026.65,34391822.01
Financial and Insurance Activities,..Cavite,43861633.47,52569356.67,60438158.22,38017901.35,42911507.41,48310726.88
Financial and Insurance Activities,..Laguna,38554820.39,45930800.75,53276912.06,34111829.43,39174592.55,44073681.16
Financial and Insurance Activities,..Quezon,7862255.12,9168582.11,10354800.95,6948610.82,7776517.59,8451843.07
Financial and Insurance Activities,..Rizal,23066587.35,28099138.95,34173722.63,19596383.94,22253970.90,25760022.69
Financial and Insurance Activities,..City of Lucena,6946352.75,8155684.58,9074329.33,6174578.60,6938611.67,7418207.11
Financial and Insurance Activities,MIMAROPA Region,22618255.40,26345654.49,30043824.95,19405680.39,21169534.70,23208357.16
Financial and Insurance Activities,..Marinduque,779070.77,924116.02,1019624.28,653864.41,722796.09,786686.94
Financial and Insurance Activities,..Occidental Mindoro,3766325.62,4321157.62,4835321.54,3142372.85,3368904.05,3535963.36
Financial and Insurance Activities,..Oriental Mindoro,8858606.01,10211138.55,11438560.43,7661714.42,8205555.57,8896470.22
Financial and Insurance Activities,..Palawan,2412460.02,2748767.46,3141267.45,2071156.04,2206904.91,2441829.23
Financial and Insurance Activities,..Romblon,1330198.60,1658895.53,1894190.83,1133789.47,1316433.14,1443483.40
Financial and Insurance Activities,..City of Puerto Princesa,5471594.39,6481579.29,7714860.42,4742783.20,5348940.93,6103924.01
Financial and Insurance Activities,Region V (Bicol Region),46460354.79,53420491.23,61681870.94,40592437.46,44083727.30,48978593.11
Financial and Insurance Activities,..Albay,15732666.79,18171681.75,21787238.40,13575031.30,14784413.69,17074807.55
Financial and Insurance Activities,..Camarines Norte,4862661.94,5836333.50,6806205.71,4326918.61,4853768.37,5474496.64
Financial and Insurance Activities,..Camarines Sur,15944142.99,18015816.63,20088090.81,13928827.73,14826030.18,15824040.52
Financial and Insurance Activities,..Catanduanes,2059752.75,2350056.36,2628801.25,1809144.06,1960949.67,2095623.35
Financial and Insurance Activities,..Masbate,3067597.12,3390883.16,3913091.39,2723904.76,2870676.14,3156006.22
Financial and Insurance Activities,..Sorsogon,4793533.20,5655719.83,6458443.37,4228611.00,4787889.25,5353618.83
Financial and Insurance Activities,Region VI (Western Visayas),47851644.88,56683845.55,63645189.02,42185753.18,46992075.56,50751153.01
Financial and Insurance Activities,..Aklan,4073768.17,4821152.72,5337332.77,3562426.04,3999643.62,4240029.04
Financial and Insurance Activities,..Antique,3232221.43,3767888.18,4538393.05,2781063.79,3055227.68,3492326.95
Financial and Insurance Activities,..Capiz,6241122.44,7245984.18,7891452.58,5261505.05,5770403.84,6026366.02
Financial and Insurance Activities,..Guimaras,465621.38,519671.77,613101.50,388121.40,412078.37,459198.53
Financial and Insurance Activities,..Iloilo,14978075.34,17969007.97,20738061.55,13531534.22,15294351.54,16845865.30
Financial and Insurance Activities,..City of Iloilo,18860836.13,22360140.72,24526847.57,16661102.67,18460370.50,19687367.18
Financial and Insurance Activities,Negros Island Region (NIR),46341258.41,53407788.96,60342189.12,39192878.39,42113895.31,45872153.47
Financial and Insurance Activities,..Negros Occidental,12826760.24,14782795.63,16725317.55,10490353.88,11188542.54,12211454.72
Financial and Insurance Activities,..Negros Oriental,15278722.93,17387614.66,20059295.30,13285783.70,14155057.17,15776968.94
Financial and Insurance Activities,..Siquijor,912676.63,1003800.62,1136669.23,762166.71,779255.90,853290.19
Financial and Insurance Activities,..City of Bacolod,17323098.61,20233578.06,22420907.04,14654574.10,15991039.71,17030439.62
Financial and Insurance Activities,Region VII (Central Visayas),122514642.47,137996721.11,153094838.47,110842053.60,119217964.18,127739273.69
Financial and Insurance Activities,..Bohol,17061778.83,18760265.25,21005691.14,14991662.57,15432265.54,16838195.45
Financial and Insurance Activities,..Cebu,20883080.07,23548144.76,26625287.62,18156400.78,19515726.11,21399639.97
Financial and Insurance Activities,..City of Cebu,63997382.59,72924868.69,80403863.78,58814983.05,64248158.36,68327014.64
Financial and Insurance Activities,..City of Lapu-Lapu,6850448.99,7617692.14,8343170.46,6340271.47,6769204.85,7161185.07
Financial and Insurance Activities,..City of Mandaue,13721951.98,15145750.26,16716825.47,12538735.74,13252609.32,14013238.56
Financial and Insurance Activities,Region VIII (Eastern Visayas),39710753.25,44194275.85,50220785.52,35755043.91,38150246.18,41920223.31
Financial and Insurance Activities,..Biliran,1797612.34,1965933.39,2237560.25,1642482.43,1753062.83,1909789.50
Financial and Insurance Activities,..Eastern Samar,2944918.13,3378181.81,3850788.91,2643663.84,2819789.62,3117850.27
Financial and Insurance Activities,..Leyte,14444364.63,16229813.92,18644638.40,12963667.39,13989746.96,15534485.86
Financial and Insurance Activities,..Northern Samar,4260205.01,4646005.32,5102240.69,3845424.37,4002546.62,4267756.32
Financial and Insurance Activities,..Samar,4551388.82,4970478.08,5662004.38,4003736.69,4130062.41,4529933.93
Financial and Insurance Activities,..Southern Leyte,5455919.11,5854089.71,6662104.60,4909329.92,5099555.32,5601944.89
Financial and Insurance Activities,..City of Tacloban,6256345.22,7149773.61,8061448.29,5746739.27,6355482.42,6958462.54
Financial and Insurance Activities,Region IX (Zamboanga Peninsula),19015940.51,22186629.54,25123522.49,16739634.35,18459790.99,20140792.79
Financial and Insurance Activities,..Zamboanga del Norte,4203047.22,4876223.12,5514039.74,3663275.54,3990135.72,4396505.55
Financial and Insurance Activities,..Zamboanga del Sur,4935486.47,5712529.36,6366734.89,4305879.57,4665195.57,5037300.68
Financial and Insurance Activities,..Zamboanga Sibugay,1871348.24,2178184.91,2335487.29,1641842.53,1799553.75,1846204.85
Financial and Insurance Activities,..City of Isabela,549956.18,673243.07,729746.17,500690.32,573584.03,599595.94
Financial and Insurance Activities,..City of Zamboanga,7456102.40,8746449.08,10177514.40,6627946.39,7431321.91,8261185.77
Financial and Insurance Activities,Region X (Northern Mindanao),42911607.18,50410638.14,56894921.45,38223683.37,42367754.43,45949131.36
Financial and Insurance Activities,..Bukidnon,5514826.08,6641167.65,7572351.95,4918438.66,5505315.79,5985950.05
Financial and Insurance Activities,..Camiguin,372684.49,436636.47,506641.23,328660.02,360807.87,400973.97
Financial and Insurance Activities,..Lanao del Norte,1990580.89,2360565.06,2630518.19,1817488.75,2016028.72,2169239.13
Financial and Insurance Activities,..Misamis Occidental,6514151.76,7285122.91,8011026.76,5726164.06,6047786.58,6481081.07
Financial and Insurance Activities,..Misamis Oriental,3632414.49,4298957.96,5023186.49,3256960.74,3591741.19,4003128.58
Financial and Insurance Activities,..City of Cagayan de Oro,20059564.78,23922824.37,27195950.92,17873120.81,20193008.37,21976925.59
Financial and Insurance Activities,..City of Iligan,4827384.68,5465363.73,5955245.90,4302850.32,4653065.92,4931832.97
Financial and Insurance Activities,Region XI (Davao Region),77977648.33,92432422.22,104845891.47,68290397.73,76222127.80,82859489.06
Financial and Insurance Activities,..Davao de Oro,4850022.44,5538659.38,6284174.32,4202711.49,4521827.04,4948354.88
Financial and Insurance Activities,..Davao del Norte,7521451.80,8783290.44,9844883.42,6728383.57,7618931.44,8281643.62
Financial and Insurance Activities,..Davao del Sur,6128547.77,7261292.50,8130449.99,5346329.58,6067982.35,6409080.01
Financial and Insurance Activities,..Davao Occidental,1880483.67,2177235.06,2419415.19,1692750.24,1866526.87,1960482.66
Financial and Insurance Activities,..Davao Oriental,2066427.89,2487126.64,2841095.19,1810286.19,2029261.60,2228132.05
Financial and Insurance Activities,..City of Davao,55530714.77,66184818.18,75325873.37,48509936.66,54117598.50,59031795.85
Financial and Insurance Activities,Region XII (SOCCSKSARGEN),43875985.57,51264389.94,57524199.40,38235384.55,42340678.04,45725615.44
Financial and Insurance Activities,..Cotabato,10168663.99,11604990.24,13085029.47,8741125.34,9428528.59,10231019.54
Financial and Insurance Activities,..Sarangani,1060279.25,1206868.50,1380138.46,907209.30,971233.66,1070578.35
Financial and Insurance Activities,..South Cotabato,6811053.29,7951334.70,8971986.28,5989003.19,6563968.31,7105914.37
Financial and Insurance Activities,..Sultan Kudarat,3095258.86,3650749.26,4070132.29,2769151.73,3079621.23,3291971.04
Financial and Insurance Activities,..City of General Santos,22740730.18,26850447.25,30016912.90,19828894.99,22297326.26,24026132.14
Financial and Insurance Activities,Region XIII (Caraga),48663505.00,54189234.98,60172844.92,43065969.48,45567717.54,49199741.13
Financial and Insurance Activities,..Agusan del Norte,4551119.27,4868604.23,5370417.90,4098146.32,4220768.07,4530554.25
Financial and Insurance Activities,..Agusan del Sur,10611924.27,11799196.93,12964029.27,9492375.68,9904369.58,10584173.69
Financial and Insurance Activities,..Dinagat Islands,939783.67,1044405.32,1165581.19,780558.90,816938.55,881127.35
Financial and Insurance Activities,..Surigao del Norte,11434297.09,13003092.46,14445410.97,9949669.94,10782954.31,11670558.59
Financial and Insurance Activities,..Surigao del Sur,8676070.05,9686582.25,10896276.71,7741015.36,8160961.34,8848079.72
Financial and Insurance Activities,..City of Butuan,12450310.66,13787353.78,15331128.89,11004203.27,11681725.69,12685247.53
Financial and Insurance Activities,Bangsamoro Autonomous Region in Muslim Mindanao (BARMM),4705303.76,5788227.96,6512641.88,4274069.91,4942163.00,5332105.98
Financial and Insurance Activities,..Basilan,76850.06,94786.64,111234.45,66400.87,77088.71,88251.50
Financial and Insurance Activities,..Lanao del Sur,582500.06,663033.45,745452.21,521638.61,567421.81,616672.48
Financial and Insurance Activities,..Maguindanao del Norte,3147086.60,3980404.63,4433948.83,2896359.07,3421820.29,3640411.50
Financial and Insurance Activities,..Maguindanao del Sur,142349.25,164461.24,178675.83,131983.66,142595.88,146982.14
Financial and Insurance Activities,..Sulu,425935.32,497997.66,590093.11,374256.75,423915.61,486947.11
Financial and Insurance Activities,..Tawi-Tawi,330582.47,387544.34,453237.43,283430.95,309320.69,352841.25
Real Estate and Ownership of Dwellings,National Capital Region (NCR),429588238.57,471237343.45,508221571.77,384866755.29,398743490.87,417675074.99
Real Estate and Ownership of Dwellings,..City of Caloocan,21584114.37,23368767.69,25331238.09,19425836.72,19868260.82,20900743.97
Real Estate and Ownership of Dwellings,..City of Las Piñas,23570766.19,25420065.56,27166562.81,21200525.52,21656772.52,22521597.30
Real Estate and Ownership of Dwellings,..City of Makati,64474503.44,71861600.26,76740234.37,57596184.85,60541423.24,62780697.61
Real Estate and Ownership of Dwellings,..City of Malabon,5284786.98,5649918.92,6156541.61,4762613.68,4805046.60,5075781.54
Real Estate and Ownership of Dwellings,..City of Mandaluyong,25677123.96,28887520.23,31017525.24,22943316.15,24344925.00,25383709.71
Real Estate and Ownership of Dwellings,..City of Manila,58114306.33,63271041.15,69462335.95,52280469.30,53754611.71,57273154.17
Real Estate and Ownership of Dwellings,..City of Marikina,10220692.25,11113987.00,11978162.19,9192908.39,9457680.02,9909064.05
Real Estate and Ownership of Dwellings,..City of Muntinlupa,14693918.84,16517032.71,18017044.42,13057287.15,13841226.07,14650351.08
Real Estate and Ownership of Dwellings,..City of Navotas,2694156.66,2899063.92,3083061.93,2440421.10,2483067.09,2565912.25
Real Estate and Ownership of Dwellings,..City of Parañaque,24909324.18,26748774.71,28850539.95,22213200.65,22589914.87,23696154.87
Real Estate and Ownership of Dwellings,..Pasay City,21810335.83,24810465.41,26935476.09,19585786.30,20987780.37,22103230.87
Real Estate and Ownership of Dwellings,..City of Pasig,26556293.20,28568721.27,30781422.37,23857028.77,24261962.72,25399206.32
Real Estate and Ownership of Dwellings,..Quezon City,76457591.34,82322270.17,88164662.38,68353356.13,69593982.60,72427256.56
Real Estate and Ownership of Dwellings,..City of San Juan,5964522.22,6742333.86,7241699.09,5340718.48,5703586.85,5954611.77
Real Estate and Ownership of Dwellings,..City of Taguig,31106760.91,35443830.27,38308889.27,27746465.22,29830612.99,31310890.49
Real Estate and Ownership of Dwellings,..City of Valenzuela,15391313.25,16438419.46,17714014.55,13898447.31,14021804.49,14669120.14
Real Estate and Ownership of Dwellings,..Pateros,1077728.63,1173530.87,1272161.46,972189.60,1000832.90,1053592.30
Real Estate and Ownership of Dwellings,Cordillera Administrative Region (CAR),25982279.22,27804043.20,29771154.68,23376485.41,24414221.36,25567487.87
Real Estate and Ownership of Dwellings,..Abra,984471.03,1028469.11,1065700.60,924691.54,954386.08,980313.87
Real Estate and Ownership of Dwellings,..Apayao,330556.30,355351.82,366204.74,287069.64,298225.23,304252.29
Real Estate and Ownership of Dwellings,..Benguet,5875087.47,6281381.32,6660727.25,5336053.10,5594498.21,5848059.34
Real Estate and Ownership of Dwellings,..Ifugao,849003.92,900963.11,950525.97,753196.15,778785.14,808853.46
Real Estate and Ownership of Dwellings,..Kalinga,954153.03,977638.00,1033538.84,905246.06,936318.24,963497.74
Real Estate and Ownership of Dwellings,..Mountain Province,574668.36,624174.77,643942.91,489931.20,504936.71,514619.07
Real Estate and Ownership of Dwellings,..City of Baguio,16414339.12,17636065.07,19050514.37,14680297.73,15347071.76,16147892.10
Real Estate and Ownership of Dwellings,Region I (Ilocos Region),42876854.39,46978095.84,51543335.86,37916287.56,40080060.84,43100676.98
Real Estate and Ownership of Dwellings,..Ilocos Norte,5810224.78,6265182.17,6762515.18,4968816.77,5253892.45,5608526.25
Real Estate and Ownership of Dwellings,..Ilocos Sur,6501200.63,7166196.13,7679452.39,5652782.37,6055063.27,6421157.47
Real Estate and Ownership of Dwellings,..La Union,7324036.91,8149852.02,8937029.99,6879102.50,7384827.17,7896784.33
Real Estate and Ownership of Dwellings,..Pangasinan,23241392.08,25396865.53,28164338.31,20415585.92,21386277.95,23174208.93
Real Estate and Ownership of Dwellings,Region II (Cagayan Valley),18772353.67,20300834.29,22132253.15,17084591.05,17844174.80,18977213.61
Real Estate and Ownership of Dwellings,..Batanes,157034.06,166415.87,180017.51,128231.03,132576.75,137358.41
Real Estate and Ownership of Dwellings,..Cagayan,7501854.61,8369391.81,9331446.52,6555932.61,6921922.70,7444614.08
Real Estate and Ownership of Dwellings,..Isabela,8495315.75,8932500.85,9570462.51,8039087.70,8362962.19,8879687.47
Real Estate and Ownership of Dwellings,..Nueva Vizcaya,2018487.83,2202405.26,2393655.44,1777846.29,1829666.59,1899868.85
Real Estate and Ownership of Dwellings,..Quirino,599661.42,630120.49,656671.17,583493.41,597046.58,615684.79
Real Estate and Ownership of Dwellings,Region III (Central Luzon),127495985.26,142644715.76,155955105.27,111210024.02,116963991.86,122978850.49
Real Estate and Ownership of Dwellings,..Aurora,1160116.83,1242182.40,1341023.24,1033343.75,1068918.84,1121993.61
Real Estate and Ownership of Dwellings,..Bataan,9907927.97,10936857.87,11898414.25,8306658.38,8571308.19,9118824.47
Real Estate and Ownership of Dwellings,..Bulacan,33479148.06,37387420.57,41074605.32,30719995.51,32002460.16,33844665.48
Real Estate and Ownership of Dwellings,..Nueva Ecija,19118562.03,21601340.17,23473911.65,16217577.10,16915973.26,17681682.30
Real Estate and Ownership of Dwellings,..Pampanga,33723605.89,38669212.88,42427433.56,28750883.77,30895082.16,32519226.12
Real Estate and Ownership of Dwellings,..Tarlac,9216349.26,9898225.34,10836165.66,8204154.54,8559801.26,8892547.35
Real Estate and Ownership of Dwellings,..Zambales,4419361.61,4787914.00,5176944.29,3783960.40,3952537.07,4108919.84
Real Estate and Ownership of Dwellings,..City of Angeles,11688956.80,12905967.45,13899695.99,10104228.81,10719017.28,11173603.62
Real Estate and Ownership of Dwellings,..City of Olongapo,4781956.80,5215595.08,5826911.32,4089221.77,4278893.64,4517387.71
Real Estate and Ownership of Dwellings,Region IV-A (CALABARZON),220033730.37,244801647.97,265036958.94,193661980.22,203262490.53,213138979.50
Real Estate and Ownership of Dwellings,..Batangas,40547595.67,45315757.18,49754534.14,35422033.75,36666261.16,38574646.28
Real Estate and Ownership of Dwellings,..Cavite,50613170.79,57248875.50,61003193.26,43811883.58,45787358.08,48227066.39
Real Estate and Ownership of Dwellings,..Laguna,69983961.04,78579770.57,84426378.08,61905926.96,66545327.88,69782490.25
Real Estate and Ownership of Dwellings,..Quezon,9572096.79,10593139.32,11448030.89,8661401.57,8959128.10,9346608.24
Real Estate and Ownership of Dwellings,..Rizal,43603835.35,46571746.65,51230786.14,38806040.65,39896032.08,41451352.55
Real Estate and Ownership of Dwellings,..City of Lucena,5713070.73,6492358.75,7174036.42,5054693.70,5408383.23,5756815.79
Real Estate and Ownership of Dwellings,MIMAROPA Region,12510687.67,13371801.41,14218880.25,10354178.57,10548941.42,10968562.46
Real Estate and Ownership of Dwellings,..Marinduque,653698.84,674290.85,709428.50,515336.41,520501.25,536939.89
Real Estate and Ownership of Dwellings,..Occidental Mindoro,1360268.46,1473329.99,1550115.29,1053823.76,1059299.52,1085104.49
Real Estate and Ownership of Dwellings,..Oriental Mindoro,3076400.15,3331508.50,3499801.68,2398929.65,2413420.60,2489333.81
Real Estate and Ownership of Dwellings,..Palawan,2469483.85,2567093.29,2682275.40,2213539.52,2247280.21,2317245.18
Real Estate and Ownership of Dwellings,..Romblon,1026939.27,1056153.96,1097863.57,830708.02,837218.76,858557.47
Real Estate and Ownership of Dwellings,..City of Puerto Princesa,3923897.09,4269424.82,4679395.80,3341841.21,3471221.07,3681381.63
Real Estate and Ownership of Dwellings,Region V (Bicol Region),25723316.40,28617879.43,30576324.67,22778172.51,23524806.52,24592577.77
Real Estate and Ownership of Dwellings,..Albay,7899949.13,8932129.99,9586205.29,7023453.81,7220490.11,7553374.38
Real Estate and Ownership of Dwellings,..Camarines Norte,2254777.70,2397013.23,2512303.90,1997575.63,2034194.58,2114380.39
Real Estate and Ownership of Dwellings,..Camarines Sur,9955754.72,11471545.78,12366303.85,8667224.38,9086351.39,9604383.15
Real Estate and Ownership of Dwellings,..Catanduanes,1176055.95,1216503.80,1269376.06,1092137.83,1108706.95,1141196.81
Real Estate and Ownership of Dwellings,..Masbate,1661953.68,1715086.29,1830813.39,1488044.92,1518580.07,1552199.78
Real Estate and Ownership of Dwellings,..Sorsogon,2774825.22,2885600.34,3011322.17,2509735.94,2556483.42,2627043.26
Real Estate and Ownership of Dwellings,Region VI (Western Visayas),24520243.42,26536400.58,28791264.33,22344445.00,23326085.10,24565740.61
