Geolocation,Commodity,2006 January,2006 February,2006 March,2006 April,2006 May,2006 June,2006 July,2006 August,2006 September,2006 October,2006 November,2006 December,2006 Annual,2007 January,2007 February,2007 March,2007 April,2007 May,2007 June,2007 July,2007 August,2007 September,2007 October,2007 November,2007 December,2007 Annual,2008 January,2008 February,2008 March,2008 April,2008 May,2008 June,2008 July,2008 August,2008 September,2008 October,2008 November,2008 December,2008 Annual,2009 January,2009 February,2009 March,2009 April,2009 May,2009 June,2009 July,2009 August,2009 September,2009 October,2009 November,2009 December,2009 Annual,2010 January,2010 February,2010 March,2010 April,2010 May,2010 June,2010 July,2010 August,2010 September,2010 October,2010 November,2010 December,2010 Annual,2011 January,2011 February,2011 March,2011 April,2011 May,2011 June,2011 July,2011 August,2011 September,2011 October,2011 November,2011 December,2011 Annual,2012 January,2012 February,2012 March,2012 April,2012 May,2012 June,2012 July,2012 August,2012 September,2012 October,2012 November,2012 December,2012 Annual,2013 January,2013 February,2013 March,2013 April,2013 May,2013 June,2013 July,2013 August,2013 September,2013 October,2013 November,2013 December,2013 Annual,2014 January,2014 February,2014 March,2014 April,2014 May,2014 June,2014 July,2014 August,2014 September,2014 October,2014 November,2014 December,2014 Annual,2015 January,2015 February,2015 March,2015 April,2015 May,2015 June,2015 July,2015 August,2015 September,2015 October,2015 November,2015 December,2015 Annual,2016 January,2016 February,2016 March,2016 April,2016 May,2016 June,2016 July,2016 August,2016 September,2016 October,2016 November,2016 December,2016 Annual,2017 January,2017 February,2017 March,2017 April,2017 May,2017 June,2017 July,2017 August,2017 September,2017 October,2017 November,2017 December,2017 Annual,2018 January,2018 February,2018 March,2018 April,2018 May,2018 June,2018 July,2018 August,2018 September,2018 October,2018 November,2018 December,2018 Annual,2019 January,2019 February,2019 March,2019 April,2019 May,2019 June,2019 July,2019 August,2019 September,2019 October,2019 November,2019 December,2019 Annual,2020 January,2020 February,2020 March,2020 April,2020 May,2020 June,2020 July,2020 August,2020 September,2020 October,2020 November,2020 December,2020 Annual
..REGION VII (CENTRAL VISAYAS),Dendrobium,166.67,177.50,182.00,177.50,108.65,151.85,175.40,180.00,180.00,192.00,180.00,177.50,170.76,180.00,186.67,200.00,190.00,200.00,186.67,200.00,200.00,200.00,212.00,190.00,200.00,195.45,200.00,180.00,200.00,180.00,190.00,190.00,190.00,210.00,190.00,250.00,180.00,200.00,196.67,200.00,180.00,200.00,193.33,200.00,200.00,180.00,190.00,186.67,250.00,180.00,193.33,196.11,200.00,180.00,220.00,180.00,200.00,210.00,200.00,180.00,185.00,246.67,180.00,200.00,198.47,200.00,195.00,200.00,180.00,190.00,200.00,180.00,180.00,186.25,252.38,181.90,190.00,194.63,186.11,187.22,200.00,185.24,195.88,198.82,194.29,194.44,184.17,249.44,180.56,190.95,195.59,186.00,180.00,193.79,190.00,209.17,201.76,197.65,201.76,194.29,195.71,235.71,207.14,199.42,222.41,217.86,236.36,250.00,233.33,276.79,196.50,195.42,171.82,213.64,203.20,209.68,218.92,253.64,253.68,300.00,275.00,291.25,288.46,325.76,354.09,300.00,294.55,270.41,268.28,289.59,238.64,150.00,343.33,326.67,329.17,326.47,221.43,234.09,250.00,250.00,250.00,281.82,266.80,350.00,259.52,204.17,171.74,200.00,211.11,211.11,195.69,197.43,215.03,195.39,197.45,217.39,200.00,194.16,200.00,198.59,272.24,242.25,239.33,286.67,274.68,432.43,322.97,322.97,265.52,250.00,260.00,260.00,325.00,370.00,368.95,303.13,316.00,320.00,332.00,334.29,130.00,297.45,270.00,125.00,186.67,206.15,243.13,240.00,260.00,260.00,280.00,297.14,316.93,317.01,250.17
..REGION VII (CENTRAL VISAYAS),Gladiola,46.67,48.80,51.00,53.06,57.23,52.04,48.45,40.00,47.14,54.16,51.43,53.04,50.25,61.36,63.59,68.57,77.35,78.60,72.63,54.03,53.14,56.55,59.64,56.18,62.25,63.66,67.50,60.00,69.09,71.67,71.00,81.11,44.62,48.16,47.00,65.15,52.00,67.74,62.09,61.92,54.00,62.41,66.80,67.73,74.60,63.00,49.20,47.40,62.24,51.91,62.22,60.29,55.87,60.00,65.00,53.70,77.00,80.45,47.42,38.85,43.33,59.56,54.81,66.85,58.57,73.25,70.00,64.00,53.24,76.40,82.00,44.85,38.44,44.38,63.87,58.19,58.96,60.63,70.36,68.16,59.00,54.54,77.06,79.74,76.05,76.46,48.45,60.60,56.20,60.88,65.63,60.00,78.20,66.47,60.50,71.86,70.48,69.09,59.17,55.31,61.10,57.25,68.93,64.86,84.27,83.67,84.69,90.00,87.93,76.40,61.37,60.00,63.25,85.65,82.29,57.56,76.42,83.79,70.93,124.12,97.74,105.89,101.17,64.00,42.97,30.00,80.28,84.38,74.95,80.02,81.87,89.16,131.12,145.77,113.21,123.23,63.91,67.21,67.63,67.00,67.22,96.10,92.79,150.00,93.42,59.33,50.43,86.61,77.43,70.83,74.02,71.50,104.34,66.54,67.67,81.01,75.95,58.68,72.66,104.69,95.83,84.24,94.71,80.00,95.70,150.59,133.53,133.53,98.34,80.00,80.00,80.00,133.00,144.00,147.78,136.45,150.00,144.71,145.10,145.00,149.74,127.98,158.89,..,..,..,170.00,170.00,175.93,170.00,180.00,187.62,190.95,198.80,178.02
..REGION VII (CENTRAL VISAYAS),Roses,51.35,50.37,43.08,36.90,49.90,39.75,45.00,40.00,45.12,66.05,51.94,50.22,47.47,47.66,50.93,52.83,58.20,55.90,48.68,44.88,44.03,49.47,86.95,61.38,46.49,53.95,60.00,52.77,48.33,46.88,53.64,55.27,39.34,40.23,38.56,80.00,52.70,63.54,52.61,52.35,48.18,41.32,43.65,47.78,48.60,42.24,48.82,38.21,77.64,53.61,57.66,50.01,46.98,41.09,50.19,40.58,49.14,52.26,42.71,39.54,35.23,67.29,62.62,63.81,49.29,66.76,49.37,47.67,40.29,46.97,53.82,40.66,39.23,38.14,68.11,62.88,65.12,51.59,64.67,47.53,48.19,44.29,56.82,56.87,53.07,56.18,37.25,65.80,60.21,65.17,54.67,63.70,63.30,48.65,46.60,53.27,52.71,51.15,47.85,46.46,68.30,56.46,69.28,55.64,86.83,74.57,76.58,71.89,67.35,76.94,63.64,58.22,68.01,57.05,46.57,50.14,66.48,84.29,68.02,95.72,62.15,64.58,56.81,46.63,47.26,46.63,88.12,30.32,46.59,61.43,54.17,50.00,77.94,145.71,150.00,90.10,45.83,49.11,65.59,50.32,46.61,76.41,75.15,154.47,39.30,29.36,27.66,35.87,34.83,29.51,33.83,27.55,86.92,33.75,63.71,49.73,61.19,17.89,61.19,69.46,96.42,86.45,20.00,47.13,42.29,53.35,38.12,38.12,52.63,31.49,40.00,50.83,85.50,92.80,88.00,76.00,78.00,88.87,103.56,105.00,101.21,78.44,113.95,112.50,130.00,130.00,130.00,125.00,127.78,120.00,120.00,122.50,126.04,128.91,123.89
..REGION VII (CENTRAL VISAYAS),Aster,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
..REGION VII (CENTRAL VISAYAS),Euphorbia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
..REGION VII (CENTRAL VISAYAS),Oncidium (dancing Lady),50.00,..,..,53.00,52.00,37.12,51.57,48.50,52.22,73.06,55.00,57.27,52.97,..,..,..,..,..,..,..,..,..,..,..,..,..,65.00,60.00,67.86,51.67,57.50,65.00,50.00,35.08,60.00,60.00,54.29,60.00,57.20,60.00,58.57,58.13,47.14,52.14,61.67,50.00,50.00,45.00,63.00,51.00,53.00,54.14,55.00,55.00,65.00,42.50,53.00,65.00,50.00,40.00,42.50,62.00,60.00,60.00,54.17,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
..REGION VII (CENTRAL VISAYAS),Sampaguita,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
..REGION VII (CENTRAL VISAYAS),Vanda,26.88,27.14,34.38,27.86,30.00,27.33,48.45,40.00,47.14,33.21,21.88,27.50,32.65,45.24,28.21,40.00,35.83,38.64,32.08,28.64,27.22,26.43,41.30,31.11,30.00,33.73,32.73,25.00,40.00,30.00,32.50,35.00,25.00,25.00,22.50,24.17,25.00,25.00,28.49,25.00,25.00,38.75,37.50,36.25,30.00,20.00,25.00,23.00,31.67,21.00,19.17,27.70,21.67,22.14,40.00,31.67,32.00,35.00,25.00,22.00,21.67,30.00,21.00,17.50,26.64,22.50,25.00,38.33,31.67,33.33,35.00,21.25,21.79,21.82,35.52,21.48,23.75,27.62,21.72,22.81,39.22,33.14,33.87,35.00,30.80,35.94,30.53,32.78,20.89,25.78,30.21,21.54,24.82,40.00,30.53,28.06,25.00,23.23,20.68,19.62,23.51,20.00,25.00,25.17,28.00,15.00,40.06,53.97,27.12,21.59,30.00,30.00,35.97,40.00,20.00,26.98,30.72,30.00,30.00,32.22,30.00,28.18,26.15,20.00,23.70,20.00,50.00,28.44,17.74,28.04,29.14,20.00,45.05,50.00,50.00,30.00,15.00,20.00,27.50,25.00,20.00,26.30,29.83,79.25,26.21,26.00,24.65,21.84,27.99,27.92,28.00,27.66,35.69,32.20,25.35,31.90,25.09,24.62,25.09,25.09,28.00,26.99,28.17,28.18,27.27,70.91,56.82,31.30,33.13,40.00,40.00,40.00,55.83,73.33,76.14,68.10,71.92,75.00,78.00,80.00,76.33,64.55,125.00,..,..,..,..,70.00,85.45,85.00,90.00,93.33,89.38,90.33,91.06
....Bohol,Anthurium,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,14.24,19.19,15.41,13.29,11.80,16.34,16.60,14.76,14.15,21.41,13.79,16.67,15.64,15.78,13.06,11.96,13.67,17.64,19.12,17.33,17.86,16.20,26.01,22.04,20.29,17.58,16.92,19.59,18.97,22.16,21.65,23.74,18.13,20.94,21.68,26.28,19.17,18.54,20.65,17.92,19.87,15.91,17.71,16.25,20.27,22.26,21.51,17.48,21.29,18.87,18.58,18.99,19.26,15.27,18.56,16.40,15.88,16.64,17.53,16.20,16.16,18.29,17.10,16.65,17.00,16.55,15.48,14.38,16.83,16.45,16.37,16.20,15.75,16.35,18.21,16.74,18.03,16.45,17.09,12.65,16.39,13.49,14.07,15.85,12.93,15.37,13.03,15.55,16.67,14.62,14.81,15.04,12.19,17.55,18.09,22.28,18.00,13.81,12.00,13.01,29.79,12.19,12.41,16.36,12.13,13.50,12.05,12.57,12.34,9.79,10.05,7.42,8.28,17.48,16.48,12.82,12.08,10.87,6.38,9.30,11.12,8.34,15.78,12.02,14.71,12.00,21.09,8.95,10.00,11.71,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Bohol,Chrysanthemum,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Bohol,Daisy,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Bohol,Dendrobium,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Bohol,Gladiola,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Bohol,Roses,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Bohol,Aster,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Bohol,Euphorbia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Bohol,Oncidium (dancing Lady),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Bohol,Sampaguita,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Bohol,Vanda,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Cebu,Anthurium,98.18,91.00,97.50,85.56,117.12,123.44,102.40,100.00,107.37,135.60,107.27,103.53,105.75,100.00,94.10,114.00,105.83,110.91,110.87,95.36,95.29,95.56,150.00,116.00,120.00,108.99,120.00,106.00,108.00,104.00,103.33,108.75,93.33,82.22,80.00,100.00,100.00,125.00,102.55,120.00,103.33,92.22,100.00,96.00,106.67,106.00,83.75,95.71,104.29,97.71,118.75,102.04,120.00,102.14,106.67,90.00,100.00,115.00,116.67,95.00,88.75,97.14,93.69,114.00,103.26,117.50,95.00,98.00,95.00,97.50,107.50,102.22,94.35,86.43,102.31,92.69,97.14,98.80,105.00,88.89,84.38,96.43,113.57,110.94,107.08,107.14,92.62,98.60,90.26,91.47,98.87,91.42,93.85,93.85,85.85,79.56,76.25,75.56,70.81,70.16,94.97,90.94,98.48,85.14,99.41,80.66,60.76,52.35,51.83,92.67,74.56,67.11,56.07,64.32,54.78,61.40,67.99,96.07,90.00,100.00,35.00,46.98,43.68,42.38,53.75,40.00,67.99,45.73,43.02,58.72,63.99,50.00,100.00,100.00,108.60,76.71,45.33,26.86,46.56,64.60,69.26,110.20,71.84,20.00,95.57,32.51,25.77,62.28,23.15,21.51,24.42,26.36,37.14,30.04,52.40,37.60,20.83,64.28,55.94,59.81,..,40.00,58.11,81.63,75.16,101.95,75.56,75.56,64.44,52.00,60.00,55.00,144.00,156.83,151.19,143.94,145.20,150.00,152.00,150.91,143.31,125.37,148.00,151.83,..,151.92,160.00,143.75,145.65,140.00,142.37,148.33,148.10,155.72,148.70
....Cebu,Chrysanthemum,33.44,30.89,21.73,31.26,35.36,27.61,39.95,25.00,28.33,48.34,31.22,26.46,31.63,28.74,31.62,41.38,45.09,47.12,42.48,36.98,34.67,30.56,169.08,33.10,34.60,47.95,39.27,31.02,31.14,39.03,40.43,45.70,42.50,30.22,42.26,51.02,29.36,39.87,38.49,35.55,33.62,31.79,30.42,36.69,37.38,39.66,35.69,37.95,48.36,29.89,33.89,35.91,33.89,30.69,39.15,31.94,41.98,42.64,41.50,35.53,34.94,44.50,26.77,42.25,37.15,43.14,36.37,34.05,30.76,41.51,43.39,37.56,32.08,35.06,49.06,32.24,30.51,37.14,39.52,32.14,31.80,33.99,41.96,43.98,40.93,45.80,39.27,44.89,31.61,34.73,38.39,34.09,35.27,53.62,41.02,53.83,52.04,42.60,48.16,47.54,49.05,30.00,51.82,44.92,75.38,68.60,50.55,74.67,67.64,66.83,64.12,47.68,57.54,82.74,41.86,52.07,62.47,60.00,48.86,93.63,96.51,101.18,92.25,56.55,62.19,78.66,96.06,40.00,54.22,73.34,67.54,41.74,65.51,76.42,80.00,80.00,46.12,55.18,62.52,62.46,40.38,76.86,62.89,123.17,42.62,37.66,38.44,43.37,51.73,44.59,48.18,45.37,74.16,41.86,53.22,53.70,74.71,54.13,76.90,80.00,75.08,71.82,25.89,43.59,64.74,101.15,62.18,65.88,66.34,50.00,60.00,45.43,108.13,137.50,127.33,120.55,126.97,126.22,132.17,131.88,128.37,107.88,137.14,135.22,140.00,172.50,174.12,175.00,168.89,160.00,160.00,157.50,165.65,164.43,159.20
....Cebu,Daisy,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Cebu,Dendrobium,166.67,177.50,182.00,177.50,108.65,151.85,175.40,180.00,180.00,192.00,180.00,177.50,170.76,180.00,186.67,200.00,190.00,200.00,186.67,200.00,200.00,200.00,212.00,190.00,200.00,195.45,200.00,180.00,200.00,180.00,190.00,190.00,190.00,210.00,190.00,250.00,180.00,200.00,196.67,200.00,180.00,200.00,193.33,200.00,200.00,180.00,190.00,186.67,250.00,180.00,193.33,196.11,200.00,180.00,220.00,180.00,200.00,210.00,200.00,180.00,185.00,246.67,180.00,200.00,198.47,200.00,195.00,200.00,180.00,190.00,200.00,180.00,180.00,186.25,252.38,181.90,190.00,194.63,186.11,187.22,200.00,185.24,195.88,198.82,194.29,194.44,184.17,249.44,180.56,190.95,195.59,186.00,180.00,193.79,190.00,209.17,201.76,197.65,201.76,194.29,195.71,235.71,207.14,199.42,222.41,217.86,236.36,250.00,233.33,276.79,196.50,195.42,171.82,213.64,203.20,209.68,218.92,253.64,253.68,300.00,275.00,291.25,288.46,325.76,354.09,300.00,294.55,270.41,268.28,289.59,238.64,150.00,343.33,326.67,329.17,326.47,221.43,234.09,250.00,250.00,250.00,281.82,266.80,350.00,259.52,204.17,171.74,200.00,211.11,211.11,195.69,197.43,215.03,195.39,197.45,217.39,200.00,194.16,200.00,198.59,272.24,242.25,239.33,286.67,274.68,432.43,322.97,322.97,265.52,250.00,260.00,260.00,325.00,370.00,368.95,303.13,316.00,320.00,332.00,334.29,130.00,297.45,270.00,125.00,186.67,206.15,243.13,240.00,260.00,260.00,280.00,297.14,316.93,317.01,250.17
