Geolocation,Commodity,2018 January,2018 February,2018 March,2018 April,2018 May,2018 June,2018 July,2018 August,2018 September,2018 October,2018 November,2018 December,2018 Annual,2019 January,2019 February,2019 March,2019 April,2019 May,2019 June,2019 July,2019 August,2019 September,2019 October,2019 November,2019 December,2019 Annual,2020 January,2020 February,2020 March,2020 April,2020 May,2020 June,2020 July,2020 August,2020 September,2020 October,2020 November,2020 December,2020 Annual,2021 January,2021 February,2021 March,2021 April,2021 May,2021 June,2021 July,2021 August,2021 September,2021 October,2021 November,2021 December,2021 Annual,2022 January,2022 February,2022 March,2022 April,2022 May,2022 June,2022 July,2022 August,2022 September,2022 October,2022 November,2022 December,2022 Annual,2023 January,2023 February,2023 March,2023 April,2023 May,2023 June,2023 July,2023 August,2023 September,2023 October,2023 November,2023 December,2023 Annual,2024 January,2024 February,2024 March,2024 April,2024 May,2024 June,2024 July,2024 August,2024 September,2024 October,2024 November,2024 December,2024 Annual,2025 January,2025 February,2025 March,2025 April,2025 May,2025 June,2025 July,2025 August,2025 September,2025 October,2025 November,2025 December,2025 Annual
....Romblon,"POTATO, 1 KG",92.92,95.27,88.21,74.10,83.51,83.51,110.56,110.56,112.91,123.50,124.68,112.92,101.05,114.10,128.22,123.51,114.10,114.10,114.10,114.10,123.51,123.51,114.10,117.63,117.63,118.22,136.45,132.92,136.45,132.92,130.57,124.69,119.98,134.10,124.69,119.40,120.58,127.64,128.37,132.35,137.64,159.99,159.99,130.00,133.53,172.94,140.00,140.00,145.63,147.50,148.57,145.68,162.50,162.50,162.50,161.25,161.25,161.25,158.75,158.75,157.50,157.50,156.88,155.00,159.64,164.38,151.25,146.25,148.75,148.75,146.25,146.25,157.50,155.00,180.00,215.00,196.25,162.97,180.00,178.75,173.75,145.00,145.00,138.75,141.25,140.00,120.00,118.75,121.25,146.25,145.73,183.75,166.25,157.50,130.00,127.50,117.50,123.75,135.00,128.75,140.00,145.00,166.25,143.44
....Romblon,"POTATO, BAGUIO, GOOD QUALITY, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Romblon,"POTATO, IRISH (WHITE), 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Romblon,"SWEET POTATO (CAMOTE), 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Romblon,"SWEET POTATO (CAMOTE), NATIVE, 1 KG",38.26,38.26,36.71,32.57,32.05,32.05,40.32,40.32,40.32,40.32,38.25,38.25,37.31,38.25,39.80,41.35,38.25,38.25,38.25,38.25,40.32,40.32,43.42,44.45,44.45,40.45,41.35,43.42,41.35,43.42,47.55,53.75,53.75,53.75,65.00,65.00,65.00,57.50,52.57,56.25,55.00,57.50,57.50,57.50,56.25,56.25,57.50,57.50,57.75,56.50,56.38,56.82,59.38,56.88,55.63,55.63,55.63,55.63,55.63,60.63,57.50,59.38,60.00,60.00,57.66,66.25,65.00,65.00,67.50,70.00,72.50,72.50,73.75,80.00,85.00,85.00,86.25,74.06,87.50,82.50,82.50,82.50,83.75,80.00,82.50,87.50,96.25,86.25,88.75,78.75,84.90,76.88,70.63,70.63,69.38,67.50,68.75,68.75,70.00,76.25,77.50,77.50,71.25,72.09
....Romblon,"SWEET POTATO (CAMOTE), WHITE, MEDIUM, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Romblon,"SWEET POTATO (CAMOTE), YELLOW, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Romblon,"CASSAVA (KAMOTENG KAHOY), 1 KG",24.10,24.10,24.10,23.40,22.69,22.69,17.73,17.73,19.85,21.98,21.27,19.15,21.57,19.85,20.56,21.26,23.39,21.97,21.97,21.97,21.97,21.97,21.97,21.97,21.97,21.74,21.97,24.80,24.09,26.22,26.92,26.92,26.92,28.34,26.92,26.92,26.92,26.92,26.16,34.01,33.31,43.93,44.64,43.22,35.42,32.45,31.88,31.88,31.88,31.88,32.14,35.55,31.88,28.75,31.25,31.25,31.25,31.25,31.88,31.88,32.50,33.13,31.88,31.88,31.57,28.75,28.13,28.13,28.13,28.13,28.75,28.75,28.75,29.38,28.75,29.38,29.38,28.70,29.38,30.63,30.63,30.63,30.63,31.88,48.13,48.13,65.00,52.50,50.63,50.63,41.57,50.63,50.63,50.63,49.38,50.63,50.63,50.63,50.63,50.63,50.63,50.63,50.63,50.53
....Romblon,"UBE, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Romblon,"GABI TUBERS, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Romblon,"GABI TUBERS, CEBU, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Romblon,"GABI TUBERS, CEBU/BUTIG, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Romblon,"GABI TUBERS, MALAGKIT WITH STALK, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Romblon,"GABI TUBERS, NATIVE, 1 KG",59.06,59.06,59.06,57.75,57.75,57.75,53.81,53.81,53.81,55.12,56.43,56.43,56.65,55.12,57.74,53.80,53.80,52.49,52.49,52.49,53.80,53.80,52.49,54.46,54.46,53.91,55.77,58.39,55.77,58.39,61.01,57.07,58.38,58.38,57.07,57.07,57.07,59.03,57.78,59.69,58.38,66.90,67.56,67.56,60.34,68.21,66.25,66.25,66.75,65.50,65.50,64.91,66.25,66.25,63.13,63.75,63.75,63.75,66.25,68.75,66.63,66.63,66.00,66.00,65.60,63.75,60.00,60.00,62.50,62.50,62.50,62.50,63.75,67.50,68.75,71.25,68.75,64.48,68.75,67.38,67.00,66.25,67.50,66.25,73.75,73.75,72.50,72.50,75.00,72.50,70.26,75.00,77.50,77.50,67.50,66.25,66.25,66.25,66.25,66.25,66.25,66.25,66.25,68.96
....Romblon,"GABI TUBERS, SAN FERNANDO, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Romblon,"GABI TUBERS, TAGALOG, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Romblon,"GABI TUBERS, WHITE, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Romblon,"GABI TUBES, PLASTIC, CELLOPHANE, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Romblon,"GABI, MALAGKIT, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Romblon,"KARLANG, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Romblon,"PALAWAN, YELLOW, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Romblon,"PAO GALLIANG, FRESH TUBER, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....City of Puerto Princesa,"CARROT, 1 KG",184.47,118.88,135.97,124.35,138.01,148.94,151.67,161.23,199.49,203.86,179.68,161.23,158.98,180.36,153.03,136.63,128.43,148.92,148.92,140.72,140.72,157.11,166.67,163.94,155.74,151.77,157.11,141.40,139.35,142.08,147.54,164.62,170.76,179.65,165.99,154.37,163.93,183.06,159.16,237.71,198.09,192.63,161.21,139.35,140.72,151.65,196.33,174.67,158.67,185.92,208.25,178.77,194.67,161.75,165.92,165.50,148.67,152.00,142.83,162.00,187.83,200.83,208.33,207.50,174.82,201.25,174.17,162.08,154.17,162.50,167.92,200.92,223.50,217.42,215.17,205.58,181.25,188.83,180.17,176.00,179.75,166.00,159.75,166.25,179.17,196.42,166.83,183.08,217.67,227.25,183.20,228.50,190.17,167.67,155.17,153.50,153.17,156.42,196.00,224.00,228.25,212.42,199.58,188.74
....City of Puerto Princesa,"TURNIP (SINGKAMAS), 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....City of Puerto Princesa,"RADDISH (LABANOS), 1 KG",83.26,81.92,94.68,83.26,77.89,81.92,79.23,84.60,76.54,89.97,96.68,93.99,85.33,89.96,89.96,87.27,96.67,111.44,118.15,99.35,73.84,87.27,96.67,99.36,93.99,95.33,91.30,83.24,88.61,83.24,96.67,87.27,83.24,96.67,106.07,104.06,102.04,112.12,94.54,108.76,106.07,98.01,93.98,88.61,91.30,92.64,111.17,109.08,110.33,116.17,123.67,104.15,133.67,126.17,116.17,117.00,128.33,133.67,128.67,125.33,119.92,123.00,127.83,127.00,125.56,133.17,125.33,125.50,122.00,129.50,135.67,139.00,128.83,125.33,140.75,144.17,142.00,132.60,134.08,133.25,133.67,136.17,143.67,152.83,154.50,132.83,155.33,178.67,196.17,187.83,153.25,182.83,175.33,162.00,149.50,152.83,167.00,164.50,161.17,189.50,176.17,170.33,183.67,169.57
....City of Puerto Princesa,"POTATO, 1 KG",120.59,99.87,93.59,99.87,101.75,97.98,96.72,87.81,102.75,104.51,113.68,122.09,103.43,131.89,109.28,95.46,104.25,99.23,95.46,94.71,100.49,121.85,128.13,136.30,134.41,112.62,129.39,120.60,111.81,130.65,135.67,129.39,118.08,113.06,106.78,108.67,113.06,118.08,119.60,144.46,162.05,155.77,139.44,130.65,116.83,124.37,141.33,140.17,144.83,143.58,138.67,140.18,149.08,133.25,131.58,131.58,116.75,118.42,119.25,118.00,118.42,119.67,130.92,150.00,128.08,182.50,170.67,152.33,145.33,144.00,149.42,153.58,169.00,181.58,210.92,227.83,204.08,174.27,194.08,179.08,184.08,175.75,166.17,176.58,179.33,172.67,152.42,152.00,165.75,169.50,172.28,170.58,170.83,168.33,150.00,144.17,135.83,131.67,131.67,135.42,160.00,169.17,180.58,154.02
....City of Puerto Princesa,"POTATO, BAGUIO, GOOD QUALITY, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....City of Puerto Princesa,"POTATO, IRISH (WHITE), 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....City of Puerto Princesa,"SWEET POTATO (CAMOTE), 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....City of Puerto Princesa,"SWEET POTATO (CAMOTE), NATIVE, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....City of Puerto Princesa,"SWEET POTATO (CAMOTE), WHITE, MEDIUM, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....City of Puerto Princesa,"SWEET POTATO (CAMOTE), YELLOW, 1 KG",33.30,41.45,41.45,42.81,43.48,43.48,44.84,47.56,48.92,53.00,52.33,47.57,45.02,47.57,48.26,48.26,53.01,59.13,69.32,67.29,69.32,63.88,63.88,62.52,63.88,59.69,58.44,59.13,55.05,52.33,58.44,55.72,55.72,57.76,61.15,57.76,61.15,57.07,57.48,61.15,58.43,55.71,49.60,50.96,50.96,49.60,57.09,53.50,53.17,54.42,58.58,54.43,59.25,59.42,58.17,59.00,60.25,63.17,67.33,67.33,66.50,71.17,71.33,73.25,64.68,72.00,87.83,87.00,76.00,69.50,69.50,71.17,71.17,68.25,67.83,67.42,68.25,72.99,67.83,67.42,68.67,72.42,76.58,79.50,84.50,84.50,78.67,78.67,92.50,87.50,78.23,87.50,84.17,94.17,87.08,86.67,87.08,85.00,85.00,84.17,84.17,84.17,84.17,86.11
....City of Puerto Princesa,"CASSAVA (KAMOTENG KAHOY), 1 KG",9.09,13.13,17.93,19.21,19.21,19.21,16.01,16.65,17.29,17.29,17.29,17.29,16.63,18.57,19.21,19.85,19.85,21.13,23.05,20.81,21.45,24.01,24.01,24.01,24.65,21.72,21.45,21.13,21.45,22.73,24.97,21.77,21.13,21.77,19.21,19.21,19.21,19.21,21.10,19.85,19.21,18.89,19.21,19.21,19.53,21.45,22.50,22.50,22.50,22.50,23.13,20.87,25.00,22.50,27.50,25.00,28.75,36.25,28.75,26.25,26.25,26.67,26.67,30.00,27.47,28.33,25.00,25.00,26.25,26.67,25.83,26.67,26.67,25.00,25.00,23.33,23.33,25.59,25.00,23.33,21.67,24.17,25.83,25.83,26.67,23.33,26.67,30.00,46.67,40.00,28.26,40.00,30.00,30.00,28.33,28.33,30.83,31.67,31.67,31.67,31.67,33.33,33.33,31.74
....City of Puerto Princesa,"UBE, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....City of Puerto Princesa,"GABI TUBERS, 1 KG",32.39,38.46,38.86,34.00,37.64,39.26,45.33,40.47,48.55,50.98,52.60,50.98,42.46,51.79,45.32,50.99,55.04,58.28,62.33,61.51,69.61,74.41,78.01,73.21,67.21,62.31,66.01,57.61,57.61,52.81,55.21,54.01,52.81,54.01,56.28,53.43,52.29,52.29,55.36,52.29,54.72,53.50,54.72,53.50,54.72,53.50,52.00,50.50,52.00,50.00,56.00,53.12,56.50,57.64,60.25,62.33,63.17,61.92,62.75,62.33,62.33,61.50,62.33,61.08,61.18,61.08,64.83,63.58,60.75,62.75,61.92,63.58,61.08,61.92,67.33,64.00,66.08,63.24,63.17,62.33,63.17,66.50,70.25,71.92,74.83,74.00,75.67,90.67,100.50,101.33,76.20,96.33,93.00,91.33,87.58,83.83,84.67,83.00,81.33,79.67,78.83,79.67,78.00,84.77
....City of Puerto Princesa,"GABI TUBERS, CEBU, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....City of Puerto Princesa,"GABI TUBERS, CEBU/BUTIG, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....City of Puerto Princesa,"GABI TUBERS, MALAGKIT WITH STALK, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....City of Puerto Princesa,"GABI TUBERS, NATIVE, 1 KG",43.08,51.15,51.69,45.23,50.07,52.23,60.30,53.84,64.60,67.83,69.99,67.83,56.49,68.90,60.29,67.83,73.22,77.52,82.91,81.82,92.60,98.99,103.78,97.39,89.41,82.89,87.81,76.63,76.63,70.24,73.43,71.83,70.23,71.83,74.85,71.06,69.55,69.55,73.64,69.55,72.79,71.17,72.79,71.17,72.79,71.17,72.42,67.42,69.58,60.00,65.83,69.72,61.50,59.83,60.25,62.33,62.33,61.92,62.75,62.33,62.33,62.75,64.83,59.42,61.88,61.92,64.67,63.58,61.58,64.00,62.33,64.00,61.08,63.58,67.33,61.92,60.25,63.02,59.83,59.00,58.17,60.25,60.67,62.33,62.33,60.67,62.33,72.33,95.50,97.17,67.55,92.17,90.92,88.83,86.33,87.17,88.00,86.33,88.83,87.17,86.33,82.17,82.17,87.20
....City of Puerto Princesa,"GABI TUBERS, SAN FERNANDO, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....City of Puerto Princesa,"GABI TUBERS, TAGALOG, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....City of Puerto Princesa,"GABI TUBERS, WHITE, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....City of Puerto Princesa,"GABI TUBES, PLASTIC, CELLOPHANE, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....City of Puerto Princesa,"GABI, MALAGKIT, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....City of Puerto Princesa,"KARLANG, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....City of Puerto Princesa,"PALAWAN, YELLOW, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
