Geolocation,Commodity,2018 January,2018 February,2018 March,2018 April,2018 May,2018 June,2018 July,2018 August,2018 September,2018 October,2018 November,2018 December,2018 Annual,2019 January,2019 February,2019 March,2019 April,2019 May,2019 June,2019 July,2019 August,2019 September,2019 October,2019 November,2019 December,2019 Annual,2020 January,2020 February,2020 March,2020 April,2020 May,2020 June,2020 July,2020 August,2020 September,2020 October,2020 November,2020 December,2020 Annual,2021 January,2021 February,2021 March,2021 April,2021 May,2021 June,2021 July,2021 August,2021 September,2021 October,2021 November,2021 December,2021 Annual,2022 January,2022 February,2022 March,2022 April,2022 May,2022 June,2022 July,2022 August,2022 September,2022 October,2022 November,2022 December,2022 Annual,2023 January,2023 February,2023 March,2023 April,2023 May,2023 June,2023 July,2023 August,2023 September,2023 October,2023 November,2023 December,2023 Annual,2024 January,2024 February,2024 March,2024 April,2024 May,2024 June,2024 July,2024 August,2024 September,2024 October,2024 November,2024 December,2024 Annual,2025 January,2025 February,2025 March,2025 April,2025 May,2025 June,2025 July,2025 August,2025 September,2025 October,2025 November,2025 December,2025 Annual
..REGION VI (WESTERN VISAYAS),"GARLIC, NATIVE, 1 KG",127.15,122.25,122.07,116.34,114.37,110.22,113.78,107.25,105.65,104.19,100.31,100.64,112.02,108.62,109.61,109.96,115.21,117.31,137.22,135.37,134.58,136.89,134.50,128.88,138.52,125.56,143.74,192.69,177.12,172.27,179.61,143.30,127.69,119.77,115.17,118.66,127.10,132.07,145.77,130.43,125.34,124.76,121.91,116.00,116.87,117.00,118.08,122.25,123.08,124.67,131.92,122.69,134.75,124.08,119.12,115.03,117.47,115.67,118.75,123.92,120.00,123.42,127.89,127.08,122.27,125.42,128.50,123.25,123.25,131.81,141.47,149.67,152.85,150.17,153.46,155.58,152.17,140.63,153.46,152.91,150.54,151.65,156.78,161.99,166.33,159.61,153.61,155.69,152.25,160.03,156.24,163.79,165.05,164.93,160.88,161.16,159.41,157.87,165.71,164.81,163.83,166.54,167.92,163.49
..REGION VI (WESTERN VISAYAS),"ONION RED CREOLE (BERMUDA RED), 1 KG",151.57,129.32,106.06,99.53,98.77,107.33,113.10,119.05,123.99,118.06,112.40,111.02,115.85,114.81,107.60,100.77,95.09,90.02,82.38,87.71,86.78,92.65,93.97,117.19,181.00,104.16,255.35,215.32,158.18,141.66,137.50,121.82,118.33,116.70,136.87,169.17,191.05,192.58,162.88,144.62,141.85,148.86,130.87,121.03,125.07,129.33,130.30,130.97,144.37,147.75,185.75,140.06,227.37,178.36,152.68,111.49,101.52,108.90,117.76,139.76,151.40,200.32,247.56,313.20,170.86,454.76,369.75,252.23,173.57,174.49,212.05,215.24,217.12,204.63,192.01,189.06,215.06,239.16,198.01,169.45,142.92,127.98,114.11,121.31,127.09,128.46,122.08,120.45,120.36,126.07,134.86,152.83,176.46,177.71,153.25,153.09,157.53,161.10,175.09,179.74,177.20,206.43,231.22,175.14
..REGION VI (WESTERN VISAYAS),"ONION WHITE (YELLOW GRANEX), 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
..REGION VI (WESTERN VISAYAS),"ONION, NATIVE, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
..REGION VI (WESTERN VISAYAS),"GINGER, LOOSE, 1 KG",70.33,72.14,66.65,66.20,67.25,66.51,66.67,66.39,67.00,69.95,75.04,75.64,69.15,75.77,74.37,76.38,76.21,98.43,110.39,112.67,119.49,121.71,118.29,114.61,112.87,100.93,107.89,108.56,110.86,169.70,177.35,180.24,177.88,176.09,170.11,154.24,147.20,131.83,151.00,126.37,120.18,116.71,110.01,110.64,115.59,112.20,117.22,119.17,120.93,115.00,112.50,116.38,118.13,114.65,106.63,103.11,101.69,98.47,97.90,96.83,96.79,97.28,99.98,98.16,102.47,91.36,89.92,89.09,88.75,84.79,92.01,92.08,100.64,109.17,112.01,111.11,110.18,97.59,110.76,108.75,108.23,123.27,145.76,199.45,225.07,228.20,228.61,205.90,185.63,165.45,169.59,165.45,165.60,164.45,172.82,189.73,195.95,189.42,206.10,199.78,187.01,175.70,178.01,182.50
....Aklan,"GARLIC, IMPORTED, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Aklan,"GARLIC, LOCAL, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Aklan,"GARLIC, NATIVE, 1 KG",107.50,120.00,135.00,100.00,100.00,102.50,98.75,93.13,90.00,92.50,84.25,90.00,101.14,90.00,92.50,86.25,91.75,102.50,125.00,133.75,126.25,132.50,123.75,122.50,121.25,112.33,127.50,196.25,173.75,166.25,172.50,125.00,118.75,110.00,102.50,100.00,111.25,115.00,134.90,113.75,116.25,116.25,107.50,105.00,101.25,102.50,108.75,115.00,113.75,117.50,118.75,111.35,120.00,110.00,106.25,93.75,117.50,105.00,103.75,111.25,107.50,108.75,111.25,112.50,108.96,107.50,105.00,110.00,105.00,112.50,118.75,145.00,142.50,141.25,138.75,148.75,140.00,126.25,149.38,143.13,144.38,140.00,145.63,150.63,149.38,143.13,135.63,146.25,141.25,146.88,144.64,149.38,147.50,149.38,143.75,146.88,141.25,138.75,170.25,168.13,167.75,171.50,175.25,155.81
....Aklan,"ONION RED CREOLE (BERMUDA RED), 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Aklan,"ONION WHITE (YELLOW GRANEX), 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Aklan,"ONION, NATIVE, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Aklan,"GINGER, LOOSE, 1 KG",58.59,72.91,39.06,39.06,44.27,46.87,45.57,45.57,48.17,49.47,63.53,67.44,51.71,67.44,67.44,66.14,65.10,83.33,121.53,126.74,137.16,144.10,135.42,123.70,115.89,104.50,113.29,78.13,99.62,117.85,147.14,171.88,170.58,170.58,175.79,161.47,136.73,135.43,139.87,115.90,117.20,119.80,85.94,82.03,88.54,93.75,106.25,108.75,105.00,107.50,101.25,102.66,106.25,92.50,80.00,68.75,82.50,88.75,76.25,78.75,82.50,82.50,85.63,86.88,84.27,72.50,71.25,75.00,80.00,66.25,76.25,77.50,83.75,108.75,107.50,102.50,92.50,84.48,78.75,85.00,84.38,108.75,130.00,222.50,260.00,282.50,215.00,200.00,157.50,126.25,162.55,108.13,104.38,111.88,128.13,159.38,165.00,155.00,231.75,223.00,211.75,214.25,208.00,168.39
....Antique,"GARLIC, IMPORTED, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Antique,"GARLIC, LOCAL, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Antique,"GARLIC, NATIVE, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Antique,"ONION RED CREOLE (BERMUDA RED), 1 KG",161.82,136.58,114.31,93.53,97.98,102.43,115.79,117.27,130.63,135.08,109.11,115.78,119.19,109.84,103.17,90.55,77.19,71.25,63.83,74.22,90.55,93.52,100.94,108.36,157.35,95.06,261.26,204.85,133.60,143.99,141.02,127.66,124.69,129.14,160.31,195.94,225.63,230.08,173.18,169.22,158.83,170.70,136.56,130.62,136.56,142.50,145.00,143.75,146.25,143.75,186.50,150.85,206.50,167.75,116.25,111.25,91.25,106.25,125.00,147.50,161.25,243.75,270.00,314.38,171.76,417.50,365.00,230.00,145.63,175.63,210.00,222.50,221.50,215.75,204.88,202.00,231.50,236.82,216.50,177.75,150.25,149.00,106.25,122.50,131.50,136.50,132.50,122.50,125.00,120.00,140.85,156.25,166.25,180.00,158.75,150.00,147.50,146.88,166.25,176.88,167.50,192.50,271.63,173.37
....Antique,"ONION WHITE (YELLOW GRANEX), 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Antique,"ONION, NATIVE, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Antique,"GINGER, LOOSE, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Capiz,"GARLIC, IMPORTED, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Capiz,"GARLIC, LOCAL, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Capiz,"GARLIC, NATIVE, 1 KG",156.89,156.89,156.89,156.89,156.89,156.89,156.89,137.94,139.90,139.90,138.59,132.05,148.88,129.44,129.44,130.75,132.06,125.52,125.52,127.49,128.14,132.72,128.80,128.80,128.14,128.90,133.37,206.60,184.37,160.83,175.21,138.60,118.99,112.45,103.30,104.61,108.53,134.68,140.13,129.45,124.22,122.91,118.99,113.76,111.14,113.75,117.50,118.75,125.00,123.75,126.25,120.46,123.75,111.25,117.50,122.50,122.50,122.50,126.25,131.25,131.25,133.75,137.50,141.25,126.77,138.75,140.00,126.25,123.75,136.88,143.75,146.25,147.50,143.75,159.38,158.75,157.50,143.54,152.50,152.50,161.25,160.00,168.75,170.00,172.50,172.50,170.00,168.75,170.00,171.25,165.83,171.25,176.88,173.75,163.75,165.00,166.88,167.50,171.88,176.25,167.50,178.13,176.25,171.25
....Capiz,"ONION RED CREOLE (BERMUDA RED), 1 KG",95.64,96.98,105.67,105.67,103.67,103.67,98.98,99.65,103.66,108.34,107.00,105.66,102.88,105.66,105.66,105.66,95.83,93.89,96.30,96.30,91.62,88.54,89.88,90.55,176.54,103.04,220.68,187.24,161.83,126.39,117.03,111.01,116.36,117.70,135.76,138.44,169.20,191.26,149.41,171.87,154.48,153.14,145.12,143.78,135.76,133.75,137.50,130.00,142.50,138.75,158.75,145.45,210.00,191.25,182.50,138.75,131.25,117.50,122.50,136.25,142.50,213.75,236.25,323.75,178.85,432.50,333.75,303.75,176.25,180.00,213.75,231.25,226.25,220.00,213.75,202.50,215.00,245.73,203.75,158.75,150.00,140.00,138.75,138.75,148.75,126.25,126.25,137.50,138.75,135.00,145.21,143.13,160.63,154.38,149.38,150.63,153.13,160.00,173.13,181.25,186.25,193.75,200.00,167.14
....Capiz,"ONION WHITE (YELLOW GRANEX), 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Capiz,"ONION, NATIVE, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Capiz,"GINGER, LOOSE, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Guimaras,"GARLIC, IMPORTED, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Guimaras,"GARLIC, LOCAL, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Guimaras,"GARLIC, NATIVE, 1 KG",152.64,130.38,114.48,120.84,120.84,104.94,124.02,120.84,101.76,101.76,101.76,101.76,116.34,104.94,104.94,101.76,104.94,104.94,125.61,108.11,120.83,124.01,127.19,124.01,133.55,115.40,138.32,179.65,163.76,155.80,166.93,138.31,130.36,120.82,114.46,120.82,120.82,125.59,139.64,128.77,120.82,119.23,117.64,108.10,106.52,103.33,106.67,110.00,108.33,118.33,138.33,115.51,143.33,115.00,100.00,106.67,106.67,103.33,116.67,121.67,106.67,116.67,136.67,130.00,116.95,126.67,121.67,113.33,118.33,130.00,145.00,141.67,153.33,143.33,143.33,146.67,141.67,135.42,145.00,146.67,135.00,136.67,140.00,150.00,151.67,141.67,140.00,140.00,135.00,138.33,141.67,145.00,150.00,155.00,150.00,150.00,148.33,150.00,145.00,140.00,141.67,136.67,148.33,146.67
....Guimaras,"ONION RED CREOLE (BERMUDA RED), 1 KG",178.60,137.38,116.77,109.91,109.91,109.91,123.64,133.94,133.94,113.33,113.33,113.33,124.50,113.33,113.33,118.48,127.06,92.72,89.29,106.45,85.85,96.15,99.59,130.50,192.32,113.76,233.53,199.18,161.41,164.84,151.11,113.33,123.63,120.20,132.21,163.12,212.92,166.56,161.84,125.35,127.06,132.21,113.33,97.02,113.33,113.33,121.67,115.00,133.33,138.33,213.33,128.61,220.00,128.33,105.00,87.50,73.33,83.33,103.33,128.33,143.33,220.00,253.33,306.67,154.37,436.67,338.33,198.33,111.67,163.33,215.00,196.67,200.00,176.67,160.00,153.33,191.67,211.81,163.33,133.33,96.67,95.00,80.00,83.33,83.33,115.00,108.33,103.33,101.67,111.67,106.25,131.67,156.67,148.33,106.67,108.33,115.00,126.67,151.67,163.33,158.33,158.33,255.00,148.33
....Guimaras,"ONION WHITE (YELLOW GRANEX), 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Guimaras,"ONION, NATIVE, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Guimaras,"GINGER, LOOSE, 1 KG",103.33,100.83,103.33,100.00,101.67,101.67,95.83,90.00,88.33,90.00,96.67,91.11,96.90,91.11,91.11,91.11,91.11,130.00,140.00,138.33,145.00,146.67,146.67,146.67,130.00,123.98,131.67,131.67,128.33,210.00,206.67,191.67,195.00,193.33,181.67,160.00,143.33,125.00,166.53,121.67,110.00,103.33,96.67,98.33,105.00,96.67,106.67,113.33,116.67,103.33,100.00,105.97,105.00,96.67,88.33,81.67,85.00,80.00,88.33,91.67,93.33,95.00,101.67,101.67,92.36,90.00,83.33,83.33,80.00,85.00,90.00,90.00,115.00,115.00,120.00,108.33,108.33,97.36,108.33,101.67,111.67,120.00,170.00,206.67,210.00,210.00,215.00,190.00,181.67,170.00,166.25,153.33,155.00,148.33,148.33,176.67,191.67,188.33,185.00,171.67,158.33,151.67,156.67,165.42
....Iloilo,"GARLIC, IMPORTED, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Iloilo,"GARLIC, LOCAL, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Iloilo,"GARLIC, NATIVE, 1 KG",105.67,98.55,98.55,98.55,93.80,90.24,91.43,89.06,95.00,90.25,85.50,86.69,93.61,105.69,106.88,111.63,119.49,122.53,149.78,148.59,143.84,142.65,141.46,130.03,149.63,131.02,154.38,184.07,175.76,182.89,185.27,152.02,130.64,123.51,123.51,129.45,142.51,137.76,151.81,135.38,128.25,128.25,128.25,122.31,128.25,128.25,124.50,127.00,127.00,127.00,129.50,127.83,137.00,134.50,127.00,123.25,120.50,118.00,116.75,124.25,121.75,121.75,118.38,117.50,123.39,118.75,130.00,127.50,130.00,130.00,142.50,151.25,153.75,155.00,156.25,153.75,152.50,141.77,151.25,153.75,151.25,153.75,160.00,172.50,186.25,178.75,162.50,159.88,156.00,167.00,162.74,167.00,171.63,172.00,168.25,167.00,169.50,160.75,165.75,166.50,170.75,172.00,166.00,168.09
....Iloilo,"ONION RED CREOLE (BERMUDA RED), 1 KG",166.78,134.02,99.77,99.77,99.77,113.17,122.10,134.01,139.97,125.08,116.15,108.70,121.61,122.10,107.21,92.32,79.85,67.76,64.03,71.47,84.87,93.80,92.31,117.62,244.17,103.13,270.97,193.55,132.51,129.53,128.04,125.06,122.08,119.10,145.90,198.01,212.90,220.34,166.50,138.46,125.06,142.92,123.57,119.10,132.50,132.50,128.75,132.50,137.50,146.25,189.25,137.36,238.25,176.75,155.50,92.00,94.50,105.75,119.50,144.50,152.00,197.75,234.75,321.00,169.35,472.75,369.75,222.50,165.50,175.50,197.25,210.25,211.50,204.00,191.50,192.75,225.25,236.54,200.25,176.75,130.50,115.75,112.00,114.50,129.75,131.75,120.00,120.00,117.50,123.75,132.71,167.00,184.00,193.50,157.25,156.00,167.38,174.75,186.00,193.50,191.00,201.00,225.63,183.08
....Iloilo,"ONION WHITE (YELLOW GRANEX), 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Iloilo,"ONION, NATIVE, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Iloilo,"GINGER, LOOSE, 1 KG",71.17,66.63,64.36,64.36,65.11,65.87,72.68,72.68,76.71,88.82,90.84,96.14,74.61,96.89,92.35,95.38,95.38,139.28,140.79,157.44,152.90,149.87,148.36,148.36,155.93,131.08,152.90,145.33,140.79,208.91,221.02,225.56,224.05,214.97,205.89,171.07,158.96,139.28,184.06,139.28,133.22,121.11,118.08,124.14,122.63,121.88,123.75,118.75,128.75,115.00,111.25,123.15,115.00,121.00,110.50,108.50,99.25,92.88,92.50,95.00,92.50,92.50,97.50,92.50,100.80,84.75,83.25,84.50,82.00,84.50,89.50,87.00,100.75,107.75,113.00,119.25,110.50,95.56,114.25,103.75,99.50,118.00,133.00,191.50,235.50,241.75,256.75,218.75,197.50,174.63,173.74,196.25,177.00,174.00,187.75,192.25,193.50,192.25,202.75,206.00,186.25,171.00,187.25,188.85
....Negros Occidental,"GARLIC, IMPORTED, 1 KG",118.75,125.00,116.25,116.25,108.75,111.25,111.25,110.00,111.25,120.00,121.41,108.75,114.91,110.00,110.00,116.25,113.75,126.25,138.75,143.75,147.50,146.25,141.25,137.50,140.00,130.94,143.75,165.00,153.75,158.75,157.50,139.38,108.13,108.13,115.00,116.25,111.25,110.00,132.24,107.50,100.63,105.00,105.00,105.00,102.50,102.50,107.50,117.00,129.00,135.25,135.00,112.66,139.50,141.25,136.00,123.75,125.50,119.00,122.50,121.75,126.75,128.00,130.50,137.50,129.33,140.00,141.25,138.75,135.63,139.13,150.50,151.75,156.88,160.75,167.50,170.00,177.88,152.50,175.00,167.13,158.25,159.13,160.00,150.50,159.25,163.00,158.75,162.50,161.63,160.00,161.26,158.38,167.13,165.00,160.00,157.63,151.38,162.50,174.75,159.50,158.25,161.25,170.50,162.19
....Negros Occidental,"GARLIC, LOCAL, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Negros Occidental,"GARLIC, NATIVE, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
