Geolocation,Commodity Group,Weights
..REGION VII (CENTRAL VISAYAS),……Oils and fats (ND),0.048753
..REGION VII (CENTRAL VISAYAS),……Fruit (ND),0.087567
..REGION VII (CENTRAL VISAYAS),……Vegetables (ND),0.151530
..REGION VII (CENTRAL VISAYAS),"……Sugar, jam, honey, chocolate and confectionery (ND)",0.059235
..REGION VII (CENTRAL VISAYAS),……Food products n.e.c. (ND),0.057086
..REGION VII (CENTRAL VISAYAS),….Non-Alcoholic Beverages,0.196179
..REGION VII (CENTRAL VISAYAS),"……Coffee, tea and cocoa (ND)",0.087749
..REGION VII (CENTRAL VISAYAS),"……Mineral water, soft drinks, fruit and vegetable juices (ND)",0.108429
..REGION VII (CENTRAL VISAYAS),".. ALCOHOLIC BEVERAGES, TOBACCO AND OTHER VEGETABLE-BASED TOBACCO PRODUCTS",0.096519
..REGION VII (CENTRAL VISAYAS),….Alcoholic Beverages,0.049894
..REGION VII (CENTRAL VISAYAS),……Spirits (ND),0.016337
..REGION VII (CENTRAL VISAYAS),……Wine (ND),0.007851
..REGION VII (CENTRAL VISAYAS),……Beer (ND),0.025706
..REGION VII (CENTRAL VISAYAS),….Tobacco,0.046625
..REGION VII (CENTRAL VISAYAS),……Tobacco (ND),0.046625
..REGION VII (CENTRAL VISAYAS),….Other Vegetable-Based Tobacco Products,..
..REGION VII (CENTRAL VISAYAS),……Other vegetable-based tobacco products,..
..REGION VII (CENTRAL VISAYAS),NON-FOOD,3.640102
..REGION VII (CENTRAL VISAYAS),..CLOTHING AND FOOTWEAR,0.178102
..REGION VII (CENTRAL VISAYAS),….Clothing,0.124772
..REGION VII (CENTRAL VISAYAS),……Clothing materials (SD),0.000246
..REGION VII (CENTRAL VISAYAS),……Garments (SD),0.118229
..REGION VII (CENTRAL VISAYAS),……Other articles of clothing and clothing accessories (SD),0.001646
..REGION VII (CENTRAL VISAYAS),"……Cleaning, repair and hire of clothing (S)",0.004650
..REGION VII (CENTRAL VISAYAS),….Footwear,0.053331
..REGION VII (CENTRAL VISAYAS),……Shoes and other footwear (SD),0.053305
..REGION VII (CENTRAL VISAYAS),……Repair and hire of footwear (S),0.000026
..REGION VII (CENTRAL VISAYAS),"..HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",1.336404
..REGION VII (CENTRAL VISAYAS),….Actual Rentals For Housing,0.795166
..REGION VII (CENTRAL VISAYAS),……Actual rentals paid by tenants (S),0.795166
..REGION VII (CENTRAL VISAYAS),….Maintenance And Repair Of The Dwelling,0.049523
..REGION VII (CENTRAL VISAYAS),……Materials for the maintenance and repair of the dwelling (ND),0.040898
..REGION VII (CENTRAL VISAYAS),……Services for the maintenance and repair of the dwelling (S),0.008626
..REGION VII (CENTRAL VISAYAS),….Water Supply And Miscellaneous Services Relating To The Dwelling,0.068287
..REGION VII (CENTRAL VISAYAS),……Water supply (ND),0.068287
..REGION VII (CENTRAL VISAYAS),"….Electricity, Gas And Other Fuels",0.423427
..REGION VII (CENTRAL VISAYAS),……Electricity (ND),0.265830
..REGION VII (CENTRAL VISAYAS),……Gas (ND),0.057271
..REGION VII (CENTRAL VISAYAS),……Liquid fuels (ND),0.011351
..REGION VII (CENTRAL VISAYAS),……Solid fuels (ND),0.088976
..REGION VII (CENTRAL VISAYAS),"..FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",0.185330
..REGION VII (CENTRAL VISAYAS),"….Furniture And Furnishings, Carpets And Other Floor Coverings",0.009045
..REGION VII (CENTRAL VISAYAS),……Furniture and furnishings (D),0.008547
..REGION VII (CENTRAL VISAYAS),……Carpets and other floor coverings (D),0.000497
..REGION VII (CENTRAL VISAYAS),….Household Textiles,0.005476
..REGION VII (CENTRAL VISAYAS),……Household textiles (SD),0.005476
..REGION VII (CENTRAL VISAYAS),….Household Appliances,0.014810
..REGION VII (CENTRAL VISAYAS),……Major household appliances whether electric or not (D),0.010900
..REGION VII (CENTRAL VISAYAS),……Small electric household appliances (SD),0.003590
..REGION VII (CENTRAL VISAYAS),……Repair of household appliances (S),0.000320
..REGION VII (CENTRAL VISAYAS),"….Glassware, Tableware And Household Utensils",0.001433
..REGION VII (CENTRAL VISAYAS),"……Glassware, tableware and household utensils (SD)",0.001433
..REGION VII (CENTRAL VISAYAS),….Tools And Equipment For House And Garden,0.000670
..REGION VII (CENTRAL VISAYAS),……Major tools and equipment (D),0.000287
..REGION VII (CENTRAL VISAYAS),……Small tools and miscellaneous accessories (SD),0.000384
..REGION VII (CENTRAL VISAYAS),….Goods And Services For Routine Household Maintenance,0.153896
..REGION VII (CENTRAL VISAYAS),……Non-durable household goods (ND),0.084603
..REGION VII (CENTRAL VISAYAS),……Domestic services and household services (S),0.069294
..REGION VII (CENTRAL VISAYAS),..HEALTH,0.248428
..REGION VII (CENTRAL VISAYAS),"….Medical Products, Appliances And Equipment",0.125828
..REGION VII (CENTRAL VISAYAS),……Pharmaceutical Products (ND),0.122784
..REGION VII (CENTRAL VISAYAS),……Other medical products (ND),0.001120
..REGION VII (CENTRAL VISAYAS),……Therapeutic appliances and equipment (D),0.001924
..REGION VII (CENTRAL VISAYAS),….Outpatient Services,0.044066
..REGION VII (CENTRAL VISAYAS),……Medical services,0.040740
..REGION VII (CENTRAL VISAYAS),……Dental services (S),0.001998
..REGION VII (CENTRAL VISAYAS),……Paramedical services (S),0.001328
..REGION VII (CENTRAL VISAYAS),….Hospital Services,0.078534
..REGION VII (CENTRAL VISAYAS),……Hospital services (In-Patient Services),0.078534
..REGION VII (CENTRAL VISAYAS),..TRANSPORT,0.546386
..REGION VII (CENTRAL VISAYAS),….Purchase Of Vehicles,0.059070
..REGION VII (CENTRAL VISAYAS),……Motorcycle,0.047671
..REGION VII (CENTRAL VISAYAS),……Bicycle and tricycle,0.011399
..REGION VII (CENTRAL VISAYAS),….Operation Of Personal Transport Equipment,0.159321
..REGION VII (CENTRAL VISAYAS),……Spare parts and accessories for personal transport equipment (SD),0.016200
..REGION VII (CENTRAL VISAYAS),……Fuel and lubricants for personal transport equipment (ND),0.137535
..REGION VII (CENTRAL VISAYAS),……Maintenance and repair of personal transport equipment (S),0.005585
..REGION VII (CENTRAL VISAYAS),……Other services with respect of personal transport equipment (S),..
..REGION VII (CENTRAL VISAYAS),….Transport Services,0.327995
..REGION VII (CENTRAL VISAYAS),……Passenger transport by railway,..
..REGION VII (CENTRAL VISAYAS),……Passenger transport by road,0.242109
..REGION VII (CENTRAL VISAYAS),……Passenger transport by air,0.069744
..REGION VII (CENTRAL VISAYAS),……Passenger transport by sea and inland waterway,0.016142
..REGION VII (CENTRAL VISAYAS),..COMMUNICATION,0.173427
..REGION VII (CENTRAL VISAYAS),….Postal Services,0.000351
..REGION VII (CENTRAL VISAYAS),……Postal services (S),0.000351
..REGION VII (CENTRAL VISAYAS),….Telephone And Telefax Equipment,0.033625
..REGION VII (CENTRAL VISAYAS),……Telephone and telefax equipment (S),0.033625
..REGION VII (CENTRAL VISAYAS),….Telephone And Telefax Services,0.139451
..REGION VII (CENTRAL VISAYAS),……Telephone and telefax services (S),0.139451
..REGION VII (CENTRAL VISAYAS),..RECREATION AND CULTURE,0.097303
..REGION VII (CENTRAL VISAYAS),….Audio-Visual Photography And Information Processing Equipment,0.038658
..REGION VII (CENTRAL VISAYAS),"……Equipment for the reception, recording and reproduction of sound and pictures (D)",0.020505
..REGION VII (CENTRAL VISAYAS),……Photographic and cinematographic equipment and optical instruments (D),0.000763
..REGION VII (CENTRAL VISAYAS),……Information processing equipment (D),0.017138
..REGION VII (CENTRAL VISAYAS),……Recording media (SD),0.000193
..REGION VII (CENTRAL VISAYAS),"……Repair of audio-visual, photographic and information processing equipment (S)",0.000059
..REGION VII (CENTRAL VISAYAS),….Other Major Durables For Recreation And Culture,0.004884
..REGION VII (CENTRAL VISAYAS),……Musical instruments and major durables for indoor recreation (D),0.004884
..REGION VII (CENTRAL VISAYAS),"….Other Recreational Items And Equipment, Gardens And Pets",0.007364
..REGION VII (CENTRAL VISAYAS),"……Games, toys and hobbies (SD)",0.002395
..REGION VII (CENTRAL VISAYAS),"……Equipment for sport, camping and open-air recreation (SD)",0.000035
..REGION VII (CENTRAL VISAYAS),"……Gardens, plants and flowers (ND)",0.000995
..REGION VII (CENTRAL VISAYAS),……Pets and related products (ND),0.003939
..REGION VII (CENTRAL VISAYAS),….Recreational And Cultural Services,0.013550
..REGION VII (CENTRAL VISAYAS),……Recreational and sporting services (S),0.000338
..REGION VII (CENTRAL VISAYAS),……Cultural services (S),0.003262
..REGION VII (CENTRAL VISAYAS),……Games of chance (S),0.009950
..REGION VII (CENTRAL VISAYAS),….Newspapers. Books And Stationery,0.032848
..REGION VII (CENTRAL VISAYAS),……Books (SD),0.012150
..REGION VII (CENTRAL VISAYAS),……Newspapers and periodicals (ND),0.002445
..REGION VII (CENTRAL VISAYAS),……Miscellaneous printed matter (ND),0.000458
..REGION VII (CENTRAL VISAYAS),……Stationery and drawing materials (ND),0.017795
..REGION VII (CENTRAL VISAYAS),.. EDUCATION,0.215349
..REGION VII (CENTRAL VISAYAS),….Pre-Primary (Pre-School) And Primary (Elementary) Education,0.045178
..REGION VII (CENTRAL VISAYAS),……Pre-primary education services (S),0.010782
..REGION VII (CENTRAL VISAYAS),……Primary education services (S),0.034396
..REGION VII (CENTRAL VISAYAS),….Secondary (High School) Education,0.047216
..REGION VII (CENTRAL VISAYAS),……Secondary education services (S),0.047216
..REGION VII (CENTRAL VISAYAS),….Post-Secondary Non-Tertiary (Technical-Vocational) Education,..
..REGION VII (CENTRAL VISAYAS),……Post-secondary non-tertiary education services (S),..
..REGION VII (CENTRAL VISAYAS),….Tertiary (Baccalaureate And Post-Graduate) Education,0.122417
..REGION VII (CENTRAL VISAYAS),……First stage of tertiary education services (S),0.122417
..REGION VII (CENTRAL VISAYAS),……Second stage of tertiary education services (S),..
..REGION VII (CENTRAL VISAYAS),….Education Not Definable By Level,0.000538
..REGION VII (CENTRAL VISAYAS),……Education services not definable by level (S),0.000538
..REGION VII (CENTRAL VISAYAS),..RESTAURANTS AND MISCELLANEOUS GOODS AND SERVICES,0.659372
..REGION VII (CENTRAL VISAYAS),….Catering Services,0.410045
..REGION VII (CENTRAL VISAYAS),"……Restaurants, cafes and the like (S)",0.410045
..REGION VII (CENTRAL VISAYAS),….Personal Care,0.208047
..REGION VII (CENTRAL VISAYAS),……Hairdressing salons and personal grooming establishments (S),0.026387
..REGION VII (CENTRAL VISAYAS),……Electric appliances for personal care (SD),..
..REGION VII (CENTRAL VISAYAS),"……Other appliances, articles and products for personal care (ND)",0.181660
..REGION VII (CENTRAL VISAYAS),"….Personal Effects, N.E.C.",0.033288
..REGION VII (CENTRAL VISAYAS),"……Jewellery, clocks and watches (D)",0.003262
..REGION VII (CENTRAL VISAYAS),……Other personal effects (SD),0.030026
..REGION VII (CENTRAL VISAYAS),"….Other Services, N.E.C.",0.007992
..REGION VII (CENTRAL VISAYAS),"……Other services, n.e.c.",0.007992
….Bohol,ALL ITEMS,0.938042
….Bohol,..FOOD AND NON-ALCOHOLIC BEVERAGES,0.385747
….Bohol,….Food,0.363958
….Bohol,……Bread and cereals (ND),0.143948
….Bohol,……..Rice,0.110286
….Bohol,……..Corn,0.003478
….Bohol,"……..Other Cereals, Flour, Cereal Preparation, Bread,  Pasta and Other Bakery Products",0.030184
….Bohol,……Meat (ND),0.047673
….Bohol,……Fish  and Seafood (ND),0.081937
….Bohol,"……Milk, cheese and eggs (ND)",0.027882
….Bohol,……Oils and fats (ND),0.006963
….Bohol,……Fruit (ND),0.014473
….Bohol,……Vegetables (ND),0.023295
….Bohol,"……Sugar, jam, honey, chocolate and confectionery (ND)",0.008502
….Bohol,……Food products n.e.c. (ND),0.009285
….Bohol,….Non-Alcoholic Beverages,0.021789
….Bohol,"……Coffee, tea and cocoa (ND)",0.011457
….Bohol,"……Mineral water, soft drinks, fruit and vegetable juices (ND)",0.010332
….Bohol,".. ALCOHOLIC BEVERAGES, TOBACCO AND OTHER VEGETABLE-BASED TOBACCO PRODUCTS",0.013218
….Bohol,….Alcoholic Beverages,0.005304
….Bohol,……Spirits (ND),0.001774
….Bohol,……Wine (ND),0.001621
….Bohol,……Beer (ND),0.001908
….Bohol,….Tobacco,0.007914
….Bohol,……Tobacco (ND),0.007914
….Bohol,….Other Vegetable-Based Tobacco Products,..
….Bohol,……Other vegetable-based tobacco products,..
….Bohol,NON-FOOD,0.539077
….Bohol,..CLOTHING AND FOOTWEAR,0.031964
….Bohol,….Clothing,0.021252
….Bohol,……Clothing materials (SD),0.000052
….Bohol,……Garments (SD),0.020126
….Bohol,……Other articles of clothing and clothing accessories (SD),0.000282
….Bohol,"……Cleaning, repair and hire of clothing (S)",0.000792
….Bohol,….Footwear,0.010712
….Bohol,……Shoes and other footwear (SD),0.010703
….Bohol,……Repair and hire of footwear (S),0.000009
….Bohol,"..HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",0.160768
….Bohol,….Actual Rentals For Housing,0.079458
….Bohol,……Actual rentals paid by tenants (S),0.079458
….Bohol,….Maintenance And Repair Of The Dwelling,0.007624
….Bohol,……Materials for the maintenance and repair of the dwelling (ND),0.006007
….Bohol,……Services for the maintenance and repair of the dwelling (S),0.001617
….Bohol,….Water Supply And Miscellaneous Services Relating To The Dwelling,0.007659
….Bohol,……Water supply (ND),0.007659
….Bohol,"….Electricity, Gas And Other Fuels",0.066027
….Bohol,……Electricity (ND),0.041497
….Bohol,……Gas (ND),0.007565
….Bohol,……Liquid fuels (ND),0.002065
….Bohol,……Solid fuels (ND),0.014899
….Bohol,"..FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",0.025764
….Bohol,"….Furniture And Furnishings, Carpets And Other Floor Coverings",0.000474
….Bohol,……Furniture and furnishings (D),0.000434
….Bohol,……Carpets and other floor coverings (D),0.000040
….Bohol,….Household Textiles,0.000877
….Bohol,……Household textiles (SD),0.000877
….Bohol,….Household Appliances,0.001911
….Bohol,……Major household appliances whether electric or not (D),0.001299
….Bohol,……Small electric household appliances (SD),0.000593
….Bohol,……Repair of household appliances (S),0.000019
….Bohol,"….Glassware, Tableware And Household Utensils",0.000227
….Bohol,"……Glassware, tableware and household utensils (SD)",0.000227
….Bohol,….Tools And Equipment For House And Garden,0.000076
….Bohol,……Major tools and equipment (D),..
….Bohol,……Small tools and miscellaneous accessories (SD),0.000076
….Bohol,….Goods And Services For Routine Household Maintenance,0.022200
….Bohol,……Non-durable household goods (ND),0.012400
….Bohol,……Domestic services and household services (S),0.009800
….Bohol,..HEALTH,0.048027
….Bohol,"….Medical Products, Appliances And Equipment",0.024238
….Bohol,……Pharmaceutical Products (ND),0.023892
….Bohol,……Other medical products (ND),0.000030
….Bohol,……Therapeutic appliances and equipment (D),0.000316
….Bohol,….Outpatient Services,0.006672
….Bohol,……Medical services,0.005900
….Bohol,……Dental services (S),0.000516
….Bohol,……Paramedical services (S),0.000256
….Bohol,….Hospital Services,0.017117
….Bohol,……Hospital services (In-Patient Services),0.017117
….Bohol,..TRANSPORT,0.086974
….Bohol,….Purchase Of Vehicles,0.009569
….Bohol,……Motorcycle,0.008884
….Bohol,……Bicycle and tricycle,0.000685
….Bohol,….Operation Of Personal Transport Equipment,0.022783
….Bohol,……Spare parts and accessories for personal transport equipment (SD),0.001736
….Bohol,……Fuel and lubricants for personal transport equipment (ND),0.018601
….Bohol,……Maintenance and repair of personal transport equipment (S),0.002445
….Bohol,……Other services with respect of personal transport equipment (S),..
….Bohol,….Transport Services,0.054622
….Bohol,……Passenger transport by railway,..
….Bohol,……Passenger transport by road,0.039389
….Bohol,……Passenger transport by air,0.011960
….Bohol,……Passenger transport by sea and inland waterway,0.003273
….Bohol,..COMMUNICATION,0.033914
….Bohol,….Postal Services,0.000087
….Bohol,……Postal services (S),0.000087
….Bohol,….Telephone And Telefax Equipment,0.005321
….Bohol,……Telephone and telefax equipment (S),0.005321
….Bohol,….Telephone And Telefax Services,0.028507
….Bohol,……Telephone and telefax services (S),0.028507
….Bohol,..RECREATION AND CULTURE,0.016243
….Bohol,….Audio-Visual Photography And Information Processing Equipment,0.008760
….Bohol,"……Equipment for the reception, recording and reproduction of sound and pictures (D)",0.004917
….Bohol,……Photographic and cinematographic equipment and optical instruments (D),0.000212
….Bohol,……Information processing equipment (D),0.003624
….Bohol,……Recording media (SD),0.000006
….Bohol,"……Repair of audio-visual, photographic and information processing equipment (S)",..
….Bohol,….Other Major Durables For Recreation And Culture,0.001051
….Bohol,……Musical instruments and major durables for indoor recreation (D),0.001051
….Bohol,"….Other Recreational Items And Equipment, Gardens And Pets",0.000945
….Bohol,"……Games, toys and hobbies (SD)",0.000392
….Bohol,"……Equipment for sport, camping and open-air recreation (SD)",..
….Bohol,"……Gardens, plants and flowers (ND)",0.000096
….Bohol,……Pets and related products (ND),0.000456
….Bohol,….Recreational And Cultural Services,0.001856
….Bohol,……Recreational and sporting services (S),0.000162
….Bohol,……Cultural services (S),0.000852
….Bohol,……Games of chance (S),0.000842
….Bohol,….Newspapers. Books And Stationery,0.003631
….Bohol,……Books (SD),0.000922
….Bohol,……Newspapers and periodicals (ND),0.000213
….Bohol,……Miscellaneous printed matter (ND),..
….Bohol,……Stationery and drawing materials (ND),0.002496
….Bohol,.. EDUCATION,0.021020
….Bohol,….Pre-Primary (Pre-School) And Primary (Elementary) Education,0.005125
….Bohol,……Pre-primary education services (S),0.001426
….Bohol,……Primary education services (S),0.003699
….Bohol,….Secondary (High School) Education,0.005077
….Bohol,……Secondary education services (S),0.005077
….Bohol,….Post-Secondary Non-Tertiary (Technical-Vocational) Education,..
….Bohol,……Post-secondary non-tertiary education services (S),..
….Bohol,….Tertiary (Baccalaureate And Post-Graduate) Education,0.010279
….Bohol,……First stage of tertiary education services (S),0.010279
….Bohol,……Second stage of tertiary education services (S),..
….Bohol,….Education Not Definable By Level,0.000538
….Bohol,……Education services not definable by level (S),0.000538
….Bohol,..RESTAURANTS AND MISCELLANEOUS GOODS AND SERVICES,0.114404
….Bohol,….Catering Services,0.075697
….Bohol,"……Restaurants, cafes and the like (S)",0.075697
….Bohol,….Personal Care,0.030846
….Bohol,……Hairdressing salons and personal grooming establishments (S),0.003095
….Bohol,……Electric appliances for personal care (SD),..
….Bohol,"……Other appliances, articles and products for personal care (ND)",0.027751
….Bohol,"….Personal Effects, N.E.C.",0.006365
….Bohol,"……Jewellery, clocks and watches (D)",0.000816
….Bohol,……Other personal effects (SD),0.005549
….Bohol,"….Other Services, N.E.C.",0.001496
….Bohol,"……Other services, n.e.c.",0.001496
….Cebu,ALL ITEMS,4.193521
….Cebu,..FOOD AND NON-ALCOHOLIC BEVERAGES,1.663597
….Cebu,….Food,1.528201
….Cebu,……Bread and cereals (ND),0.603243
….Cebu,……..Rice,0.365770
….Cebu,……..Corn,0.089954
….Cebu,"……..Other Cereals, Flour, Cereal Preparation, Bread,  Pasta and Other Bakery Products",0.147520
….Cebu,……Meat (ND),0.263561
….Cebu,……Fish  and Seafood (ND),0.263831
….Cebu,"……Milk, cheese and eggs (ND)",0.140994
….Cebu,……Oils and fats (ND),0.033872
….Cebu,……Fruit (ND),0.050834
….Cebu,……Vegetables (ND),0.094758
….Cebu,"……Sugar, jam, honey, chocolate and confectionery (ND)",0.041284
….Cebu,……Food products n.e.c. (ND),0.035824
….Cebu,….Non-Alcoholic Beverages,0.135396
….Cebu,"……Coffee, tea and cocoa (ND)",0.058156
….Cebu,"……Mineral water, soft drinks, fruit and vegetable juices (ND)",0.077239
….Cebu,".. ALCOHOLIC BEVERAGES, TOBACCO AND OTHER VEGETABLE-BASED TOBACCO PRODUCTS",0.062406
….Cebu,….Alcoholic Beverages,0.032038
….Cebu,……Spirits (ND),0.011873
….Cebu,……Wine (ND),0.003278
….Cebu,……Beer (ND),0.016886
….Cebu,….Tobacco,0.030368
….Cebu,……Tobacco (ND),0.030368
….Cebu,….Other Vegetable-Based Tobacco Products,..
….Cebu,……Other vegetable-based tobacco products,..
….Cebu,NON-FOOD,2.467518
….Cebu,..CLOTHING AND FOOTWEAR,0.114900
….Cebu,….Clothing,0.081837
….Cebu,……Clothing materials (SD),0.000108
….Cebu,……Garments (SD),0.077768
….Cebu,……Other articles of clothing and clothing accessories (SD),0.001030
….Cebu,"……Cleaning, repair and hire of clothing (S)",0.002932
….Cebu,….Footwear,0.033063
….Cebu,……Shoes and other footwear (SD),0.033063
….Cebu,……Repair and hire of footwear (S),..
….Cebu,"..HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",0.939178
….Cebu,….Actual Rentals For Housing,0.583483
….Cebu,……Actual rentals paid by tenants (S),0.583483
….Cebu,….Maintenance And Repair Of The Dwelling,0.033107
….Cebu,……Materials for the maintenance and repair of the dwelling (ND),0.027470
….Cebu,……Services for the maintenance and repair of the dwelling (S),0.005637
….Cebu,….Water Supply And Miscellaneous Services Relating To The Dwelling,0.051033
….Cebu,……Water supply (ND),0.051033
….Cebu,"….Electricity, Gas And Other Fuels",0.271555
….Cebu,……Electricity (ND),0.174298
….Cebu,……Gas (ND),0.041056
….Cebu,……Liquid fuels (ND),0.005570
….Cebu,……Solid fuels (ND),0.050631
….Cebu,"..FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",0.129075
….Cebu,"….Furniture And Furnishings, Carpets And Other Floor Coverings",0.008498
….Cebu,……Furniture and furnishings (D),0.008074
….Cebu,……Carpets and other floor coverings (D),0.000424
….Cebu,….Household Textiles,0.003134
….Cebu,……Household textiles (SD),0.003134
….Cebu,….Household Appliances,0.011445
….Cebu,……Major household appliances whether electric or not (D),0.008572
….Cebu,……Small electric household appliances (SD),0.002601
….Cebu,……Repair of household appliances (S),0.000271
….Cebu,"….Glassware, Tableware And Household Utensils",0.000782
….Cebu,"……Glassware, tableware and household utensils (SD)",0.000782
….Cebu,….Tools And Equipment For House And Garden,0.000204
….Cebu,……Major tools and equipment (D),0.000102
….Cebu,……Small tools and miscellaneous accessories (SD),0.000102
….Cebu,….Goods And Services For Routine Household Maintenance,0.105013
….Cebu,……Non-durable household goods (ND),0.059559
….Cebu,……Domestic services and household services (S),0.045453
….Cebu,..HEALTH,0.162740
….Cebu,"….Medical Products, Appliances And Equipment",0.076124
….Cebu,……Pharmaceutical Products (ND),0.073623
….Cebu,……Other medical products (ND),0.000894
….Cebu,……Therapeutic appliances and equipment (D),0.001607
….Cebu,….Outpatient Services,0.032827
….Cebu,……Medical services,0.030787
….Cebu,……Dental services (S),0.001202
….Cebu,……Paramedical services (S),0.000838
….Cebu,….Hospital Services,0.053789
….Cebu,……Hospital services (In-Patient Services),0.053789
….Cebu,..TRANSPORT,0.373796
….Cebu,….Purchase Of Vehicles,0.037365
….Cebu,……Motorcycle,0.029106
….Cebu,……Bicycle and tricycle,0.008259
….Cebu,….Operation Of Personal Transport Equipment,0.103703
….Cebu,……Spare parts and accessories for personal transport equipment (SD),0.010696
….Cebu,……Fuel and lubricants for personal transport equipment (ND),0.093007
….Cebu,……Maintenance and repair of personal transport equipment (S),..
….Cebu,……Other services with respect of personal transport equipment (S),..
….Cebu,….Transport Services,0.232728
….Cebu,……Passenger transport by railway,..
….Cebu,……Passenger transport by road,0.172971
….Cebu,……Passenger transport by air,0.050346
….Cebu,……Passenger transport by sea and inland waterway,0.009411
….Cebu,..COMMUNICATION,0.106616
….Cebu,….Postal Services,0.000225
….Cebu,……Postal services (S),0.000225
….Cebu,….Telephone And Telefax Equipment,0.020845
….Cebu,……Telephone and telefax equipment (S),0.020845
….Cebu,….Telephone And Telefax Services,0.085546
….Cebu,……Telephone and telefax services (S),0.085546
….Cebu,..RECREATION AND CULTURE,0.063002
….Cebu,….Audio-Visual Photography And Information Processing Equipment,0.026992
….Cebu,"……Equipment for the reception, recording and reproduction of sound and pictures (D)",0.012751
….Cebu,……Photographic and cinematographic equipment and optical instruments (D),0.000551
….Cebu,……Information processing equipment (D),0.013491
….Cebu,……Recording media (SD),0.000140
….Cebu,"……Repair of audio-visual, photographic and information processing equipment (S)",0.000059
….Cebu,….Other Major Durables For Recreation And Culture,0.003833
….Cebu,……Musical instruments and major durables for indoor recreation (D),0.003833
….Cebu,"….Other Recreational Items And Equipment, Gardens And Pets",0.004891
….Cebu,"……Games, toys and hobbies (SD)",0.001293
….Cebu,"……Equipment for sport, camping and open-air recreation (SD)",0.000035
….Cebu,"……Gardens, plants and flowers (ND)",0.000678
….Cebu,……Pets and related products (ND),0.002885
….Cebu,….Recreational And Cultural Services,0.009536
….Cebu,……Recreational and sporting services (S),0.000152
….Cebu,……Cultural services (S),0.001843
….Cebu,……Games of chance (S),0.007541
….Cebu,….Newspapers. Books And Stationery,0.017751
….Cebu,……Books (SD),0.006988
….Cebu,……Newspapers and periodicals (ND),0.001876
….Cebu,……Miscellaneous printed matter (ND),0.000351
….Cebu,……Stationery and drawing materials (ND),0.008535
….Cebu,.. EDUCATION,0.166961
….Cebu,….Pre-Primary (Pre-School) And Primary (Elementary) Education,0.033306
….Cebu,……Pre-primary education services (S),0.007584
….Cebu,……Primary education services (S),0.025722
….Cebu,….Secondary (High School) Education,0.035310
….Cebu,……Secondary education services (S),0.035310
….Cebu,….Post-Secondary Non-Tertiary (Technical-Vocational) Education,..
….Cebu,……Post-secondary non-tertiary education services (S),..
….Cebu,….Tertiary (Baccalaureate And Post-Graduate) Education,0.098345
….Cebu,……First stage of tertiary education services (S),0.098345
….Cebu,……Second stage of tertiary education services (S),..
….Cebu,….Education Not Definable By Level,..
….Cebu,……Education services not definable by level (S),..
….Cebu,..RESTAURANTS AND MISCELLANEOUS GOODS AND SERVICES,0.411249
….Cebu,….Catering Services,0.251143
….Cebu,"……Restaurants, cafes and the like (S)",0.251143
….Cebu,….Personal Care,0.134617
….Cebu,……Hairdressing salons and personal grooming establishments (S),0.018284
….Cebu,……Electric appliances for personal care (SD),..
….Cebu,"……Other appliances, articles and products for personal care (ND)",0.116333
….Cebu,"….Personal Effects, N.E.C.",0.020526
….Cebu,"……Jewellery, clocks and watches (D)",0.002117
….Cebu,……Other personal effects (SD),0.018409
….Cebu,"….Other Services, N.E.C.",0.004962
….Cebu,"……Other services, n.e.c.",0.004962
….Negros Oriental,ALL ITEMS,1.048666
….Negros Oriental,..FOOD AND NON-ALCOHOLIC BEVERAGES,0.519690
….Negros Oriental,….Food,0.482770
….Negros Oriental,……Bread and cereals (ND),0.208265
….Negros Oriental,……..Rice,0.113009
….Negros Oriental,……..Corn,0.056656
….Negros Oriental,"……..Other Cereals, Flour, Cereal Preparation, Bread,  Pasta and Other Bakery Products",0.038600
….Negros Oriental,……Meat (ND),0.075667
….Negros Oriental,……Fish  and Seafood (ND),0.082903
….Negros Oriental,"……Milk, cheese and eggs (ND)",0.036500
….Negros Oriental,……Oils and fats (ND),0.007319
….Negros Oriental,……Fruit (ND),0.021120
….Negros Oriental,……Vegetables (ND),0.031348
….Negros Oriental,"……Sugar, jam, honey, chocolate and confectionery (ND)",0.008533
….Negros Oriental,……Food products n.e.c. (ND),0.011117
….Negros Oriental,….Non-Alcoholic Beverages,0.036919
….Negros Oriental,"……Coffee, tea and cocoa (ND)",0.017201
….Negros Oriental,"……Mineral water, soft drinks, fruit and vegetable juices (ND)",0.019719
….Negros Oriental,".. ALCOHOLIC BEVERAGES, TOBACCO AND OTHER VEGETABLE-BASED TOBACCO PRODUCTS",0.017468
….Negros Oriental,….Alcoholic Beverages,0.010268
….Negros Oriental,……Spirits (ND),0.002433
….Negros Oriental,……Wine (ND),0.001637
….Negros Oriental,……Beer (ND),0.006198
….Negros Oriental,….Tobacco,0.007201
….Negros Oriental,……Tobacco (ND),0.007201
