Crop,Geolocation,2010 Quarter1,2010 Quarter2,2010 Semester1,2010 Quarter3,2010 Quarter4,2010 Semester2,2010 Annual,2011 Quarter1,2011 Quarter2,2011 Semester1,2011 Quarter3,2011 Quarter4,2011 Semester2,2011 Annual,2012 Quarter1,2012 Quarter2,2012 Semester1,2012 Quarter3,2012 Quarter4,2012 Semester2,2012 Annual,2013 Quarter1,2013 Quarter2,2013 Semester1,2013 Quarter3,2013 Quarter4,2013 Semester2,2013 Annual,2014 Quarter1,2014 Quarter2,2014 Semester1,2014 Quarter3,2014 Quarter4,2014 Semester2,2014 Annual,2015 Quarter1,2015 Quarter2,2015 Semester1,2015 Quarter3,2015 Quarter4,2015 Semester2,2015 Annual,2016 Quarter1,2016 Quarter2,2016 Semester1,2016 Quarter3,2016 Quarter4,2016 Semester2,2016 Annual,2017 Quarter1,2017 Quarter2,2017 Semester1,2017 Quarter3,2017 Quarter4,2017 Semester2,2017 Annual,2018 Quarter1,2018 Quarter2,2018 Semester1,2018 Quarter3,2018 Quarter4,2018 Semester2,2018 Annual,2019 Quarter1,2019 Quarter2,2019 Semester1,2019 Quarter3,2019 Quarter4,2019 Semester2,2019 Annual,2020 Quarter1,2020 Quarter2,2020 Semester1,2020 Quarter3,2020 Quarter4,2020 Semester2,2020 Annual,2021 Quarter1,2021 Quarter2,2021 Semester1,2021 Quarter3,2021 Quarter4,2021 Semester2,2021 Annual,2022 Quarter1,2022 Quarter2,2022 Semester1,2022 Quarter3,2022 Quarter4,2022 Semester2,2022 Annual,2023 Quarter1,2023 Quarter2,2023 Semester1,2023 Quarter3,2023 Quarter4,2023 Semester2,2023 Annual,2024 Quarter1,2024 Quarter2,2024 Semester1,2024 Quarter3,2024 Quarter4,2024 Semester2,2024 Annual,2025 Quarter1,2025 Quarter2,2025 Semester1,2025 Quarter3,2025 Quarter4,2025 Semester2,2025 Annual,2026 Quarter1,2026 Quarter2,2026 Semester1,2026 Quarter3,2026 Quarter4,2026 Semester2,2026 Annual
..Mango Piko,..REGION III (CENTRAL LUZON),..,..,5044.00,..,..,5027.00,5048.00,..,..,5023.00,..,..,4992.00,5033.00,..,..,4988.00,..,..,4945.00,4988.00,..,..,4859.00,..,..,4770.00,4890.00,..,..,4800.00,..,..,4777.00,4852.00,..,..,4728.00,..,..,4780.00,4780.00,..,..,4733.00,..,..,4779.00,4785.00,..,..,4736.32,..,..,4729.00,4738.32,..,..,4670.94,..,..,4671.00,4671.00,..,..,4662.64,..,..,4669.70,4669.70,..,..,4603.64,..,..,4669.70,4669.70,..,..,4669.64,..,..,4669.70,4669.70,..,..,4678.70,..,..,4678.70,4678.70,..,..,4629.59,..,..,4630.38,4630.38,..,..,4627.39,..,..,4626.59,4627.39,4611.59,4611.59,4611.59,4611.59,4626.59,4626.59,4626.59,4611.59,..,..,..,..,..,..
..Mango Piko,..REGION IV-A (CALABARZON),..,..,2719.00,..,..,2719.00,2719.00,..,..,2721.00,..,..,2671.00,2721.00,..,..,2601.00,..,..,2651.00,2651.00,..,..,2591.33,..,..,2591.00,2591.33,..,..,2591.33,..,..,2514.33,2591.33,..,..,2514.33,..,..,2514.33,2514.33,..,..,2509.33,..,..,2509.33,2509.33,..,..,2514.33,..,..,2518.00,2518.33,..,..,2518.00,..,..,2518.00,2518.00,..,..,2338.00,..,..,2338.00,2338.00,..,..,2338.00,..,..,2338.00,2338.00,..,..,2335.00,..,..,2335.00,2335.00,..,..,2317.93,..,..,2317.93,2317.93,..,..,2322.93,..,..,2322.93,2322.93,..,..,2322.93,..,..,2324.12,2324.12,2336.67,2336.67,2336.67,2336.67,2336.67,2336.67,2336.67,2336.67,..,..,..,..,..,..
..Mango Piko,..MIMAROPA REGION,..,..,643.00,..,..,643.00,643.00,..,..,645.00,..,..,641.00,645.00,..,..,640.00,..,..,643.00,643.00,..,..,648.00,..,..,646.00,648.00,..,..,656.00,..,..,656.00,656.00,..,..,668.00,..,..,662.00,668.00,..,..,649.00,..,..,649.00,649.00,..,..,651.54,..,..,652.00,652.00,..,..,653.03,..,..,654.01,654.03,..,..,657.80,..,..,656.01,663.30,..,..,645.33,..,..,649.50,650.94,..,..,644.77,..,..,564.70,649.97,..,..,570.31,..,..,568.49,570.31,..,..,570.31,..,..,566.51,570.81,..,..,571.27,..,..,563.29,571.27,575.85,575.85,575.85,559.09,575.85,575.85,575.85,575.85,..,..,..,..,..,..
..Mango Piko,..REGION V (BICOL REGION),..,..,104.00,..,..,114.00,115.00,..,..,104.00,..,..,114.00,115.00,..,..,104.00,..,..,115.00,115.00,..,..,104.00,..,..,115.00,115.00,..,..,106.00,..,..,115.00,117.00,..,..,104.00,..,..,104.00,104.00,..,..,103.00,..,..,103.00,103.00,..,..,103.00,..,..,103.00,103.00,..,..,103.00,..,..,103.00,103.00,..,..,104.00,..,..,101.00,104.00,..,..,101.00,..,..,100.00,101.00,..,..,100.00,..,..,100.00,101.00,..,..,100.00,..,..,97.00,100.00,..,..,97.00,..,..,95.00,97.00,..,..,97.00,..,..,97.00,97.00,52.00,94.18,94.18,94.18,93.18,94.18,94.18,93.97,..,..,..,..,..,..
..Mango Piko,..REGION VI (WESTERN VISAYAS),..,..,51.00,..,..,51.00,51.00,..,..,51.00,..,..,51.00,51.00,..,..,51.00,..,..,51.00,51.00,..,..,53.00,..,..,36.00,53.00,..,..,36.00,..,..,36.00,36.00,..,..,35.00,..,..,35.00,35.00,..,..,35.00,..,..,35.00,35.00,..,..,34.50,..,..,34.50,34.50,..,..,34.50,..,..,34.50,34.50,..,..,35.50,..,..,35.50,35.50,..,..,35.50,..,..,35.50,35.50,..,..,35.50,..,..,35.50,35.50,..,..,35.50,..,..,35.50,35.50,..,..,36.00,..,..,36.05,36.05,..,..,36.01,..,..,36.01,36.01,36.01,37.01,37.01,37.01,36.51,37.01,37.01,36.75,..,..,..,..,..,..
..Mango Piko,..NEGROS ISLAND REGION (NIR) 2/,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,474.05,..,..,476.00,476.00,476.00,476.00,476.00,476.00,476.00,476.00,476.00,476.00,..,..,..,..,..,..
..Mango Piko,..REGION VII (CENTRAL VISAYAS),..,..,753.00,..,..,753.00,753.00,..,..,753.00,..,..,753.00,753.00,..,..,755.00,..,..,755.00,755.00,..,..,753.00,..,..,752.50,753.00,..,..,752.50,..,..,752.50,752.50,..,..,751.50,..,..,751.50,752.50,..,..,751.50,..,..,751.50,751.50,..,..,751.00,..,..,751.00,751.00,..,..,750.00,..,..,750.00,750.00,..,..,750.00,..,..,749.50,750.00,..,..,749.50,..,..,749.00,749.50,..,..,748.50,..,..,748.00,748.50,..,..,668.41,..,..,668.41,668.41,..,..,668.41,..,..,676.03,680.44,..,..,22.03,..,..,22.03,22.03,22.03,22.03,22.03,22.03,22.03,22.03,22.03,22.53,..,..,..,..,..,..
..Mango Piko,..REGION VIII (EASTERN VISAYAS),..,..,133.00,..,..,134.00,134.00,..,..,134.03,..,..,135.10,135.10,..,..,135.20,..,..,137.00,137.20,..,..,136.20,..,..,121.70,137.20,..,..,116.70,..,..,115.68,116.70,..,..,116.70,..,..,116.35,116.70,..,..,116.75,..,..,115.45,116.80,..,..,115.70,..,..,115.50,115.70,..,..,113.00,..,..,113.00,113.00,..,..,114.00,..,..,114.50,114.50,..,..,116.00,..,..,115.00,116.00,..,..,121.00,..,..,113.50,121.00,..,..,111.29,..,..,108.00,111.29,..,..,114.00,..,..,113.50,115.00,..,..,104.00,..,..,110.39,114.39,110.19,110.19,110.19,110.19,110.19,110.19,110.19,110.19,..,..,..,..,..,..
..Mango Piko,..REGION IX (ZAMBOANGA PENINSULA),..,..,626.00,..,..,552.00,626.00,..,..,545.00,..,..,518.00,546.00,..,..,493.00,..,..,484.00,494.00,..,..,474.00,..,..,474.00,474.00,..,..,440.00,..,..,440.00,440.00,..,..,433.00,..,..,428.00,433.00,..,..,423.00,..,..,398.00,423.00,..,..,398.00,..,..,398.00,398.00,..,..,393.00,..,..,393.00,393.00,..,..,395.00,..,..,393.00,395.00,..,..,395.00,..,..,395.00,395.00,..,..,393.00,..,..,393.00,393.00,..,..,393.01,..,..,393.10,393.10,..,..,393.10,..,..,393.10,393.10,..,..,393.10,..,..,391.10,393.10,393.10,188.43,431.77,188.44,188.44,188.44,431.77,188.44,..,..,..,..,..,..
..Mango Piko,..REGION X (NORTHERN MINDANAO),..,..,445.00,..,..,445.00,445.00,..,..,445.00,..,..,445.00,445.00,..,..,437.00,..,..,437.00,437.00,..,..,417.00,..,..,417.00,417.00,..,..,387.00,..,..,387.00,387.00,..,..,386.00,..,..,386.00,386.00,..,..,386.00,..,..,386.00,386.00,..,..,386.00,..,..,386.00,386.00,..,..,386.00,..,..,386.00,386.00,..,..,386.20,..,..,386.00,386.20,..,..,386.00,..,..,386.00,386.00,..,..,386.00,..,..,391.00,391.00,..,..,391.00,..,..,391.00,391.00,..,..,391.00,..,..,393.33,393.33,..,..,393.33,..,..,393.25,393.33,393.33,393.33,393.33,393.33,393.33,393.33,393.33,393.33,..,..,..,..,..,..
..Mango Piko,..REGION XI (DAVAO REGION),..,..,1050.00,..,..,1051.00,1051.00,..,..,1007.00,..,..,1007.00,1007.00,..,..,1060.00,..,..,1031.88,1060.00,..,..,1030.88,..,..,1043.00,1044.00,..,..,1041.00,..,..,1045.00,1045.00,..,..,1039.00,..,..,1040.00,1040.00,..,..,1042.00,..,..,1038.00,1042.00,..,..,1045.70,..,..,1056.70,1065.70,..,..,1039.70,..,..,1052.70,1059.70,..,..,1054.70,..,..,1052.70,1054.70,..,..,1053.70,..,..,1050.00,1053.70,..,..,1050.00,..,..,1050.00,1050.00,..,..,1049.87,..,..,1048.56,1049.87,..,..,1027.34,..,..,1048.56,1048.56,..,..,1048.56,..,..,1044.56,1048.56,1044.56,1044.56,1229.11,1044.56,1042.56,1044.56,1229.11,1042.56,..,..,..,..,..,..
..Mango Piko,..REGION XII (SOCCSKSARGEN),..,..,1066.00,..,..,1066.00,1066.00,..,..,1065.00,..,..,1065.00,1065.00,..,..,1053.50,..,..,1048.50,1053.50,..,..,1050.50,..,..,1030.50,1050.50,..,..,1030.50,..,..,1030.50,1030.50,..,..,1024.50,..,..,993.50,1024.50,..,..,993.50,..,..,990.50,993.50,..,..,988.75,..,..,989.75,989.75,..,..,988.75,..,..,988.00,988.75,..,..,986.00,..,..,985.50,986.00,..,..,986.00,..,..,956.00,986.00,..,..,952.80,..,..,952.80,952.80,..,..,921.62,..,..,891.62,921.62,..,..,891.62,..,..,908.62,908.62,..,..,891.32,..,..,891.62,891.62,884.62,890.22,890.22,890.22,884.02,890.22,890.22,882.75,..,..,..,..,..,..
..Mango Piko,..REGION XIII (CARAGA),..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.06,0.06,..,..,0.00,..,..,0.12,0.12,0.12,0.12,0.12,0.13,0.13,0.13,0.13,0.13,..,..,..,..,..,..
..Mango Indian,PHILIPPINES,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,6403.42,6403.42,..,..,8401.22,..,..,8067.53,8575.65,7727.46,7808.60,7873.60,7817.34,7817.24,7818.84,7890.10,7733.26,..,..,..,..,..,..
..Mango Indian,..CORDILLERA ADMINISTRATIVE REGION (CAR),..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,14.47,14.47,..,..,22.16,..,..,35.98,35.98,35.98,97.25,97.25,97.25,97.25,97.25,97.25,88.55,..,..,..,..,..,..
..Mango Indian,..REGION I (ILOCOS REGION),..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,600.82,600.82,..,..,758.13,..,..,758.39,758.39,735.41,754.41,754.41,754.41,754.41,754.41,754.41,677.41,..,..,..,..,..,..
..Mango Indian,..REGION II (CAGAYAN VALLEY),..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,2529.19,2529.19,..,..,2529.50,..,..,2529.50,2529.50,2522.50,2522.50,2522.50,2522.50,2522.50,2522.50,2522.50,2522.50,..,..,..,..,..,..
..Mango Indian,..REGION III (CENTRAL LUZON),..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,413.23,413.23,..,..,471.56,..,..,451.30,471.56,464.29,464.52,464.52,464.52,464.52,464.52,464.52,464.29,..,..,..,..,..,..
..Mango Indian,..REGION IV-A (CALABARZON),..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,1086.00,1086.00,..,..,1216.80,..,..,1216.80,1216.80,1216.80,1216.80,1216.80,1216.87,1216.87,1216.87,1222.87,1216.87,..,..,..,..,..,..
..Mango Indian,..MIMAROPA REGION,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,5.54,5.54,..,..,505.84,..,..,505.84,505.84,503.04,503.04,503.04,502.78,502.68,502.78,503.04,502.68,..,..,..,..,..,..
..Mango Indian,..REGION V (BICOL REGION),..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,737.73,737.73,..,..,748.22,..,..,483.38,853.73,370.87,370.96,370.96,374.96,373.96,374.96,374.96,373.96,..,..,..,..,..,..
..Mango Indian,..REGION VI (WESTERN VISAYAS),..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,683.60,683.60,..,..,701.73,..,..,701.73,701.73,701.73,702.23,702.23,702.23,701.73,702.23,702.23,701.73,..,..,..,..,..,..
..Mango Indian,..NEGROS ISLAND REGION (NIR) 2/,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,581.32,..,..,520.82,581.32,520.82,521.32,521.32,521.32,521.32,521.32,521.32,521.32,..,..,..,..,..,..
..Mango Indian,..REGION VII (CENTRAL VISAYAS),..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,133.19,133.19,..,..,227.38,..,..,227.38,227.38,227.38,227.38,227.38,227.38,227.38,227.38,227.38,227.50,..,..,..,..,..,..
..Mango Indian,..REGION VIII (EASTERN VISAYAS),..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,40.01,40.01,..,..,67.96,..,..,101.19,101.19,98.39,99.27,99.27,99.27,99.77,99.77,99.77,98.57,..,..,..,..,..,..
..Mango Indian,..REGION IX (ZAMBOANGA PENINSULA),..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,60.00,60.00,..,..,425.47,..,..,425.47,425.47,180.47,176.47,241.47,176.47,176.47,176.47,241.47,178.49,..,..,..,..,..,..
..Mango Indian,..REGION X (NORTHERN MINDANAO),..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,86.24,86.24,..,..,73.13,..,..,90.11,90.11,73.13,73.13,73.13,73.13,73.13,73.13,73.13,73.13,..,..,..,..,..,..
..Mango Indian,..REGION XI (DAVAO REGION),..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,..,..,..,..,..,..
..Mango Indian,..REGION XII (SOCCSKSARGEN),..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,8.00,8.00,..,..,8.00,..,..,9.00,9.00,9.00,10.87,10.87,11.00,12.00,12.00,12.00,12.00,..,..,..,..,..,..
..Mango Indian,..REGION XIII (CARAGA),..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.03,0.03,..,..,1.58,..,..,1.60,1.60,1.60,1.60,1.60,2.11,2.11,2.11,2.11,2.13,..,..,..,..,..,..
..Mango Others,PHILIPPINES,..,..,28863.23,..,..,28025.90,28957.23,..,..,28231.67,..,..,27715.40,28319.90,..,..,28246.00,..,..,28135.33,28685.93,..,..,28137.70,..,..,28163.10,28573.10,..,..,28042.80,..,..,28147.45,28438.80,..,..,28378.25,..,..,28303.50,28397.75,..,..,28176.21,..,..,28103.62,28185.13,..,..,28116.84,..,..,28306.97,28326.00,..,..,28084.48,..,..,28243.83,28307.61,..,..,28257.13,..,..,28232.63,28273.13,..,..,28378.26,..,..,28347.71,28399.66,..,..,27654.93,..,..,28258.82,28365.97,..,..,28169.26,..,..,28082.52,28185.42,..,..,28117.51,..,..,22679.39,28523.32,..,..,20307.70,..,..,20499.91,20586.83,20274.29,21946.86,22620.61,21758.37,21741.54,21764.58,22633.39,21534.87,..,..,..,..,..,..
..Mango Others,..CORDILLERA ADMINISTRATIVE REGION (CAR),..,..,78.00,..,..,77.00,78.00,..,..,80.00,..,..,78.00,80.00,..,..,82.00,..,..,82.00,82.00,..,..,89.00,..,..,88.80,89.00,..,..,89.00,..,..,89.00,89.00,..,..,89.00,..,..,92.00,92.00,..,..,93.00,..,..,87.80,93.00,..,..,91.00,..,..,88.00,91.00,..,..,91.10,..,..,87.50,91.10,..,..,91.50,..,..,88.00,91.50,..,..,91.50,..,..,92.00,92.00,..,..,92.00,..,..,95.00,95.00,..,..,94.99,..,..,95.00,95.00,..,..,95.00,..,..,136.00,136.00,..,..,124.44,..,..,124.44,124.44,123.94,91.34,136.95,91.34,91.34,91.34,136.95,91.34,..,..,..,..,..,..
..Mango Others,..REGION I (ILOCOS REGION),..,..,4158.43,..,..,4150.43,4158.43,..,..,4106.64,..,..,4106.64,4106.64,..,..,4102.00,..,..,4102.43,4102.43,..,..,4094.00,..,..,4094.00,4094.00,..,..,4093.80,..,..,4091.80,4093.80,..,..,4090.00,..,..,4076.00,4090.00,..,..,4087.63,..,..,4073.00,4087.63,..,..,4076.00,..,..,4076.00,4076.00,..,..,4064.00,..,..,4017.00,4064.00,..,..,4092.00,..,..,4083.00,4092.00,..,..,4082.00,..,..,4083.00,4083.00,..,..,4071.00,..,..,4071.00,4071.00,..,..,4047.27,..,..,4047.27,4047.27,..,..,4047.27,..,..,3252.06,4047.27,..,..,3287.87,..,..,3276.87,3287.87,3216.98,3269.98,3269.98,3269.98,3269.98,3269.98,3269.98,3035.98,..,..,..,..,..,..
..Mango Others,..REGION II (CAGAYAN VALLEY),..,..,3460.00,..,..,3060.00,3460.00,..,..,3060.00,..,..,3040.00,3060.00,..,..,3074.50,..,..,3074.50,3040.00,..,..,3076.50,..,..,3076.80,3078.50,..,..,3075.00,..,..,3075.00,3075.00,..,..,3072.00,..,..,3071.00,3072.00,..,..,3071.00,..,..,3044.00,3071.00,..,..,3047.00,..,..,3047.00,3047.00,..,..,3043.98,..,..,3038.00,3043.98,..,..,3040.00,..,..,3040.00,3040.00,..,..,3060.00,..,..,3060.00,3060.00,..,..,3059.39,..,..,3058.39,3060.39,..,..,3052.00,..,..,3052.00,3052.00,..,..,3052.00,..,..,527.00,3052.00,..,..,532.32,..,..,532.32,532.32,529.12,529.12,529.12,529.12,529.12,529.12,529.12,529.12,..,..,..,..,..,..
