Crop,Geolocation,2010 Quarter1,2010 Quarter2,2010 Semester1,2010 Quarter3,2010 Quarter4,2010 Semester2,2010 Annual,2011 Quarter1,2011 Quarter2,2011 Semester1,2011 Quarter3,2011 Quarter4,2011 Semester2,2011 Annual,2012 Quarter1,2012 Quarter2,2012 Semester1,2012 Quarter3,2012 Quarter4,2012 Semester2,2012 Annual,2013 Quarter1,2013 Quarter2,2013 Semester1,2013 Quarter3,2013 Quarter4,2013 Semester2,2013 Annual,2014 Quarter1,2014 Quarter2,2014 Semester1,2014 Quarter3,2014 Quarter4,2014 Semester2,2014 Annual,2015 Quarter1,2015 Quarter2,2015 Semester1,2015 Quarter3,2015 Quarter4,2015 Semester2,2015 Annual,2016 Quarter1,2016 Quarter2,2016 Semester1,2016 Quarter3,2016 Quarter4,2016 Semester2,2016 Annual,2017 Quarter1,2017 Quarter2,2017 Semester1,2017 Quarter3,2017 Quarter4,2017 Semester2,2017 Annual,2018 Quarter1,2018 Quarter2,2018 Semester1,2018 Quarter3,2018 Quarter4,2018 Semester2,2018 Annual,2019 Quarter1,2019 Quarter2,2019 Semester1,2019 Quarter3,2019 Quarter4,2019 Semester2,2019 Annual,2020 Quarter1,2020 Quarter2,2020 Semester1,2020 Quarter3,2020 Quarter4,2020 Semester2,2020 Annual,2021 Quarter1,2021 Quarter2,2021 Semester1,2021 Quarter3,2021 Quarter4,2021 Semester2,2021 Annual,2022 Quarter1,2022 Quarter2,2022 Semester1,2022 Quarter3,2022 Quarter4,2022 Semester2,2022 Annual,2023 Quarter1,2023 Quarter2,2023 Semester1,2023 Quarter3,2023 Quarter4,2023 Semester2,2023 Annual,2024 Quarter1,2024 Quarter2,2024 Semester1,2024 Quarter3,2024 Quarter4,2024 Semester2,2024 Annual,2025 Quarter1,2025 Quarter2,2025 Semester1,2025 Quarter3,2025 Quarter4,2025 Semester2,2025 Annual,2026 Quarter1,2026 Quarter2,2026 Semester1,2026 Quarter3,2026 Quarter4,2026 Semester2,2026 Annual
..Banana Bungulan,..REGION II (CAGAYAN VALLEY),4497.96,758.42,5256.38,1333.90,2234.73,3568.63,8825.01,4295.66,636.13,4931.79,1384.69,1325.94,2710.63,7642.42,4355.48,808.04,5163.52,1465.95,1247.62,2713.57,7877.09,4249.76,746.13,4995.89,1467.23,1169.08,2636.31,7632.20,3716.95,721.51,4438.46,1405.62,1212.78,2618.40,7056.86,3253.81,718.25,3972.06,1228.80,1087.39,2316.19,6288.25,2797.07,1314.65,4111.72,1214.38,1031.92,2246.30,6358.02,1959.40,1251.26,3210.66,1028.12,1096.20,2124.32,5334.98,2146.65,1299.96,3446.61,1080.71,1002.11,2082.82,5529.42,2039.33,1065.78,3105.11,1069.74,1147.40,2217.13,5322.24,2100.46,1148.82,3249.27,1156.57,979.50,2136.07,5385.34,2060.51,1151.74,3212.25,1206.35,965.20,2171.55,5383.80,2216.93,1304.54,3521.47,1218.87,1129.71,2348.58,5870.05,2343.20,1531.40,3874.60,1198.97,1033.88,2232.85,6107.45,2277.44,1411.32,3688.76,1212.05,551.50,1763.55,5452.30,1846.38,1068.76,2915.14,1191.28,440.04,1631.32,4546.46,1480.42,..,..,..,..,..,..
..Banana Bungulan,..REGION III (CENTRAL LUZON),1039.18,658.01,1697.19,1253.04,1054.14,2307.18,4004.37,1029.84,644.69,1674.53,1230.62,980.05,2210.67,3885.20,1015.68,632.55,1648.23,1210.81,989.66,2200.47,3848.70,965.57,762.35,1727.92,993.93,946.54,1940.47,3668.39,907.67,691.39,1599.06,984.21,1044.82,2029.03,3628.09,919.84,693.17,1613.01,1103.27,736.85,1840.12,3453.13,624.40,330.80,955.20,984.59,652.91,1637.50,2592.70,598.35,273.95,872.30,1049.45,660.45,1709.90,2582.20,565.82,283.65,849.47,1120.36,594.03,1714.39,2563.86,588.07,263.43,851.50,1140.84,619.73,1760.57,2612.07,587.26,284.68,871.94,1339.35,568.86,1908.21,2780.15,596.59,240.43,837.02,953.44,530.93,1484.37,2321.39,591.10,283.72,874.82,976.72,497.89,1474.61,2349.43,494.90,302.85,797.75,787.77,506.54,1294.31,2092.06,458.38,256.45,714.83,611.11,420.32,1031.44,1746.26,421.99,176.10,598.09,369.83,314.26,684.09,1282.18,377.81,..,..,..,..,..,..
..Banana Bungulan,..REGION IV-A (CALABARZON),703.02,1431.41,2134.43,1765.98,261.14,2027.12,4161.55,713.23,1344.09,2057.32,1838.86,276.73,2115.59,4172.91,712.17,1334.70,2046.87,1907.15,300.50,2207.65,4254.52,709.52,1339.57,2049.09,1930.06,303.98,2234.04,4283.13,650.17,1312.07,1962.24,1660.60,122.06,1782.66,3744.90,366.61,872.10,1238.71,1681.04,190.71,1871.75,3110.46,622.63,995.47,1618.10,1766.32,203.24,1969.56,3587.66,597.82,1048.21,1646.02,1545.58,201.68,1747.26,3393.28,501.59,1084.33,1585.92,1525.76,194.84,1720.60,3306.52,463.22,1069.69,1532.91,1434.25,194.21,1628.46,3161.37,411.81,1011.51,1423.32,1395.94,139.80,1535.74,2959.06,264.83,951.27,1216.10,973.13,150.55,1123.68,2339.78,362.09,987.42,1349.51,857.44,145.51,1002.95,2352.46,260.61,895.73,1156.34,851.34,157.35,1008.69,2165.03,247.02,654.88,901.89,638.56,134.13,772.69,1674.58,211.79,647.05,858.84,528.17,130.80,658.97,1517.81,176.64,..,..,..,..,..,..
..Banana Bungulan,..MIMAROPA REGION,1565.01,1156.94,2721.95,1131.14,1254.61,2385.75,5107.70,1445.84,1123.63,2569.47,1114.24,1181.71,2295.95,4865.42,1248.61,1105.90,2354.51,1074.98,604.73,1679.71,4034.22,651.84,964.14,1615.98,973.85,435.90,1409.75,3025.73,579.07,704.75,1283.82,930.52,453.84,1384.36,2668.18,556.82,682.44,1239.26,924.47,470.27,1394.74,2634.00,427.05,446.33,873.38,737.62,458.68,1196.30,2069.68,390.51,417.49,808.00,713.12,464.11,1177.23,1985.23,402.15,438.30,840.45,738.49,498.45,1236.94,2077.39,401.45,423.35,824.80,893.14,495.08,1388.22,2213.02,293.90,229.64,523.54,663.23,334.50,997.73,1521.27,269.47,193.76,463.23,373.24,298.91,672.15,1135.38,283.66,192.96,476.62,476.26,352.11,828.37,1304.99,320.09,236.17,556.26,314.90,322.04,636.94,1193.20,182.01,197.20,379.20,247.85,282.46,530.32,909.52,170.84,198.62,369.47,266.32,252.96,519.28,888.74,220.45,..,..,..,..,..,..
..Banana Bungulan,..REGION V (BICOL REGION),1601.20,2237.86,3839.06,3023.71,1479.38,4503.09,8342.15,1664.09,2118.03,3782.12,3153.64,1509.07,4662.71,8444.83,1709.12,2242.62,3951.74,3259.44,1607.01,4866.45,8818.19,1762.14,2358.32,4120.47,3402.10,1617.16,5019.26,9139.73,1787.78,2396.10,4183.88,2644.03,1365.48,4009.51,8193.39,1602.46,2399.70,4002.16,3014.76,1479.15,4493.91,8496.07,1537.86,2253.29,3791.14,3115.13,1445.81,4560.94,8352.09,1310.41,2126.16,3436.57,2995.26,1486.84,4482.10,7918.67,1256.63,2290.31,3546.93,3255.72,1595.63,4851.35,8398.28,1247.09,2119.47,3366.56,3197.34,1528.78,4726.12,8092.69,935.71,1920.96,2856.67,2789.00,1243.20,4032.20,6888.87,539.52,1746.10,2285.62,2515.85,1670.70,4186.55,6472.17,655.72,1995.88,2651.60,3188.40,1686.65,4875.05,7526.65,598.00,2243.84,2841.84,1881.77,1064.04,2945.81,5787.65,463.75,1879.20,2342.95,1815.94,560.97,2376.92,4719.87,319.72,1619.43,1939.15,1768.25,462.17,2230.42,4169.57,211.27,..,..,..,..,..,..
..Banana Bungulan,..REGION VI (WESTERN VISAYAS),10889.16,9522.06,20411.22,9174.83,10674.16,19848.99,40260.21,11119.09,9657.72,20776.81,9400.04,10731.45,20131.49,40908.30,11254.43,9735.11,20989.53,9638.44,10704.03,20342.47,41332.00,11297.51,9656.77,20954.28,9654.93,9912.15,19567.08,40521.36,8336.83,8345.41,16682.24,9814.96,10164.20,19979.16,36661.40,8650.44,8369.95,17020.39,9875.92,10151.96,20027.88,37048.27,8403.29,8115.91,16519.20,9881.59,9989.61,19871.20,36390.41,8588.47,7882.60,16471.07,9981.27,9682.95,19664.22,36135.29,8223.04,8048.92,16271.96,10175.69,9440.12,19615.81,35887.77,8532.06,7557.55,16089.61,10137.44,9335.27,19472.71,35562.32,7893.82,7205.51,15099.33,10052.96,9097.40,19150.36,34249.69,8009.72,7148.81,15158.53,10060.44,8552.75,18613.19,33771.72,7920.40,7031.88,14952.28,9981.92,8302.59,18284.51,33236.79,7844.34,6977.55,14821.89,10116.44,8619.67,18736.11,33558.00,1890.22,1540.18,3430.40,1647.39,4311.94,5959.33,9389.73,1890.79,1613.10,3503.89,1711.68,4250.20,5961.88,9465.77,1678.79,..,..,..,..,..,..
..Banana Bungulan,..NEGROS ISLAND REGION (NIR) 2/,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.00,..,..,..,..,..,..,0.00,..,..,..,..,..,..,0.00,..,..,..,..,..,..,0.00,..,..,..,..,..,..,0.00,..,..,..,..,..,..,0.00,..,..,..,..,..,..,..,..,..,..,..,6647.01,6507.54,13154.55,9479.01,5690.06,15169.07,28323.62,6389.80,6542.82,12932.62,9547.80,5131.16,14678.97,27611.59,6557.38,..,..,..,..,..,..
..Banana Bungulan,..REGION VII (CENTRAL VISAYAS),2172.64,2078.34,4250.98,1711.76,2470.59,4182.35,8433.33,2265.83,2395.58,4661.41,1852.74,2644.48,4497.22,9158.63,2374.03,2487.01,4861.04,1909.75,2637.62,4547.37,9408.41,2386.63,3635.18,6021.81,2089.51,2476.91,4566.42,10588.23,2485.45,3825.98,6311.43,2165.44,2619.85,4785.29,11096.72,2541.21,3600.62,6141.83,2141.69,2603.70,4745.39,10887.22,2572.77,2498.04,5070.81,1727.87,2828.05,4555.92,9626.73,2572.73,2999.07,5571.80,1961.14,3106.98,5068.12,10639.92,2463.57,3002.05,5465.62,1919.66,2886.72,4806.38,10272.00,2616.52,2730.43,5346.95,1623.88,2710.04,4333.92,9680.87,2890.25,2525.22,5415.47,1813.26,3281.12,5094.38,10509.85,2893.89,2723.22,5617.11,1836.08,3036.30,4872.38,10489.49,1584.48,1394.20,2978.68,1650.58,2801.32,4451.90,7430.58,2316.55,1827.30,4143.85,2055.47,2587.01,4642.48,8786.33,863.60,302.10,1165.70,548.18,1157.50,1705.68,2871.38,895.46,471.76,1367.21,560.95,1174.02,1734.97,3102.18,892.85,..,..,..,..,..,..
..Banana Bungulan,..REGION VIII (EASTERN VISAYAS),5765.03,3778.72,9543.75,4450.71,9726.53,14177.24,23720.99,5645.47,3780.24,9425.71,4482.10,9720.86,14202.96,23628.67,5692.03,3809.66,9501.69,4543.64,9481.58,14025.22,23526.91,5503.00,3826.12,9329.12,4506.03,8208.84,12714.87,22043.99,3522.51,2739.50,6262.01,4282.30,7174.93,11457.23,17719.24,3580.33,2746.47,6326.80,4308.04,7524.45,11832.49,18159.29,3444.39,2516.55,5960.94,4378.76,7571.39,11950.15,17911.09,3539.91,2578.46,6118.37,4476.20,7467.37,11943.57,18061.94,3511.52,2570.98,6082.50,4575.09,7400.20,11975.29,18057.79,3507.40,2586.39,6093.79,4613.90,7473.13,12087.03,18180.82,2860.70,2454.43,5315.12,4382.42,7451.57,11833.99,17149.11,2962.06,2566.69,5528.75,4607.68,7395.18,12002.86,17531.61,2232.08,2458.21,4690.29,3965.31,7031.81,10997.12,15687.41,2559.81,3589.65,6149.46,4237.10,7339.77,11576.86,17726.32,2479.40,3481.66,5961.06,4451.50,7462.68,11914.18,17875.23,2377.16,3978.41,6355.56,4113.24,7637.67,11750.91,18106.47,2116.25,..,..,..,..,..,..
..Banana Bungulan,..REGION IX (ZAMBOANGA PENINSULA),1480.34,2911.69,4392.03,4683.29,5805.32,10488.61,14880.64,1340.63,2847.97,4188.59,4379.61,5219.82,9599.44,13788.03,1201.52,2743.36,3944.88,4129.56,4718.07,8847.63,12792.51,1254.29,2677.46,3931.75,4316.20,4824.79,9140.99,13072.74,1232.48,2564.34,3796.82,4308.60,4510.53,8819.13,12615.95,1214.57,2420.13,3634.70,4285.20,4359.97,8645.17,12279.87,1089.19,2059.36,3148.55,3797.50,4325.57,8123.07,11271.62,1077.68,2141.34,3219.02,3982.91,4515.30,8498.21,11717.23,1052.07,2200.47,3252.54,3990.74,4603.34,8594.08,11846.62,1005.69,2152.60,3158.29,3958.27,4776.71,8734.98,11893.27,1013.79,2163.82,3177.62,4119.02,4944.67,9063.69,12241.31,1032.09,2244.91,3277.00,4285.66,5116.58,9402.24,12679.24,1090.10,2316.96,3407.06,4410.49,5401.30,9811.79,13218.85,900.34,2035.46,2935.80,5058.65,534.12,5592.77,8528.56,820.20,1810.47,2630.67,4726.68,519.66,5246.34,7877.01,771.21,2264.98,3036.19,4412.20,5098.15,9510.35,12546.53,5253.72,..,..,..,..,..,..
..Banana Bungulan,..REGION X (NORTHERN MINDANAO),4622.87,3896.56,8519.43,3844.80,4568.97,8413.77,16933.20,4497.20,3551.08,8048.28,3775.61,4041.00,7816.61,15864.89,4428.39,2801.96,7230.35,3691.27,3631.55,7322.82,14553.17,4323.41,2721.92,7045.33,3787.25,3633.95,7421.20,14466.53,4309.76,2719.47,7029.23,3486.00,3623.87,7109.87,14139.10,4138.45,2546.90,6685.35,3434.45,3591.55,7026.00,13711.35,4088.30,2512.25,6600.55,3450.62,3566.23,7016.85,13617.40,4113.83,2624.15,6737.98,3461.82,3587.00,7048.82,13786.80,4110.87,2470.96,6581.83,3452.81,3525.56,6978.37,13560.20,4105.15,2428.75,6533.90,3339.54,3470.32,6809.86,13343.76,4032.23,2327.60,6359.83,3273.82,3448.46,6722.28,13082.10,3981.45,2300.29,6281.74,3254.97,3425.38,6680.35,12962.09,3833.48,2257.49,6090.97,3035.60,3340.37,6375.97,12466.94,3781.10,2229.27,6010.37,2934.20,3302.49,6236.69,12247.06,3673.91,2182.49,5856.40,2970.70,3249.17,6219.87,12076.27,3568.33,2190.96,5759.29,2916.86,3238.52,6155.39,11914.68,3518.63,..,..,..,..,..,..
..Banana Cavendish,PHILIPPINES,1043534.81,1321017.30,2364552.11,1128411.15,1107653.31,2236064.46,4600616.57,1083633.82,1332905.56,2416539.37,1138876.47,1130581.37,2269457.84,4685997.22,1105554.59,1328971.28,2434525.87,1163076.94,1097052.46,2260129.39,4694655.26,1000216.96,1065932.68,2066149.64,1033524.04,1130415.06,2163939.10,4230088.74,1078500.64,1097433.11,2175933.74,1114968.95,1157557.28,2272526.23,4448459.98,1129741.25,1109355.23,2239096.48,1146696.99,1181113.54,2327810.53,4566907.01,1112603.41,1139795.33,2252398.74,1176609.98,1209319.53,2385929.51,4638328.25,1171397.18,1193952.23,2365349.41,1232499.28,1238405.49,2470904.77,4836254.18,1193893.73,1220111.32,2414005.05,1246601.59,1258612.96,2505214.55,4919219.60,1195890.87,1211405.08,2407295.95,1225146.46,1215012.29,2440158.75,4847454.70,1158742.92,1178440.67,2337183.58,1196143.48,1209746.43,2405889.92,4743073.50,1157217.48,1180406.90,2337624.38,1180143.95,1175113.90,2355257.85,4692882.23,1130402.57,1188339.33,2318741.90,1158441.42,1171455.85,2329897.27,4648639.17,1116374.20,1167858.26,2284232.46,1173512.41,1186953.15,2360465.56,4644698.02,1065252.00,1133994.96,2199246.95,1152582.83,1126014.25,2278597.08,4477844.03,1062787.47,1071115.76,2133903.23,1090868.65,1075533.52,2166402.17,4300305.40,979345.82,..,..,..,..,..,..
..Banana Cavendish,..CORDILLERA ADMINISTRATIVE REGION (CAR),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.45,0.00,10.45,10.45,61.18,18.35,79.53,11.21,0.00,11.21,90.74,10.20,6.55,16.75,3.27,1.57,4.84,21.59,1.10,..,..,..,..,..,..
..Banana Cavendish,..REGION I (ILOCOS REGION),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.60,0.63,2.23,2.23,0.00,0.00,0.00,0.80,0.38,1.18,1.18,1.62,4.23,5.85,1.12,0.51,1.63,7.47,1.87,..,..,..,..,..,..
..Banana Cavendish,..REGION II (CAGAYAN VALLEY),105.00,86.00,191.00,0.00,90.00,90.00,281.00,121.40,10.00,131.40,100.00,80.00,180.00,311.40,120.56,13.79,134.35,90.85,74.75,165.60,299.95,105.39,13.16,118.55,48.05,70.35,118.40,236.95,99.76,10.40,110.16,67.83,75.65,143.48,253.64,93.19,20.25,113.44,69.40,72.75,142.15,255.59,85.52,43.32,128.84,125.45,71.75,197.20,326.04,75.68,41.78,117.46,127.33,73.22,200.55,318.01,80.60,42.55,123.15,129.55,72.49,202.04,325.19,78.14,42.17,120.31,137.35,72.73,210.08,330.39,79.37,45.36,124.73,142.86,67.00,209.86,334.59,81.43,47.83,129.26,160.28,64.32,224.60,353.86,87.25,53.30,140.55,170.96,65.66,236.62,377.17,91.84,56.20,148.04,165.62,63.50,229.12,377.16,91.25,65.79,157.04,168.29,36.03,204.32,361.36,73.55,48.22,121.77,171.00,31.35,202.35,324.12,64.24,..,..,..,..,..,..
..Banana Cavendish,..REGION III (CENTRAL LUZON),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.64,2.64,0.00,0.00,0.00,2.64,0.00,..,..,..,..,..,..
..Banana Cavendish,..REGION IV-A (CALABARZON),22.05,25.00,47.05,10.00,50.05,60.05,107.10,150.00,165.00,315.00,325.00,165.00,490.00,805.00,157.50,176.00,333.50,328.25,247.50,575.75,909.25,173.25,183.45,356.70,334.80,250.00,584.80,941.50,130.00,165.85,295.85,22.74,0.00,22.74,318.59,50.00,236.06,286.06,260.00,390.00,650.00,936.06,300.00,307.56,607.56,129.53,231.26,360.79,968.35,40.52,142.43,182.95,136.93,279.96,416.89,599.84,112.38,230.81,343.19,100.80,207.49,308.29,651.48,225.28,203.57,428.85,189.77,259.71,449.48,878.33,264.95,285.85,550.80,195.81,290.80,486.61,1037.41,73.83,158.14,231.97,128.13,182.02,310.15,542.12,213.90,261.09,474.99,291.08,203.50,494.58,969.57,104.07,53.10,157.17,115.05,266.76,381.81,538.98,147.06,50.71,197.77,72.47,103.02,175.49,373.27,0.35,1.30,1.65,3.34,0.00,3.34,4.99,0.00,..,..,..,..,..,..
..Banana Cavendish,..MIMAROPA REGION,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.35,71.23,83.58,83.58,85.49,93.74,179.23,14.19,83.39,97.58,276.81,88.35,76.82,165.17,11.67,79.35,91.02,256.19,81.36,64.81,146.17,11.24,73.29,84.53,230.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.20,2.80,3.00,3.00,0.08,8.97,9.05,0.10,2.40,2.50,11.55,0.03,0.00,0.03,0.00,0.00,0.00,0.03,2.38,..,..,..,..,..,..
..Banana Cavendish,..REGION V (BICOL REGION),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,72.06,72.06,72.06,10.67,0.00,10.67,1.10,2.02,3.12,13.79,2.82,2.67,5.49,3.59,3.98,7.56,13.06,0.04,..,..,..,..,..,..
..Banana Cavendish,..REGION VI (WESTERN VISAYAS),416.88,301.18,718.06,236.45,597.08,833.53,1551.59,432.91,308.81,741.72,242.84,604.38,847.22,1588.94,443.95,323.08,767.02,254.15,626.60,880.75,1647.78,435.73,309.81,745.54,253.03,489.41,742.44,1487.98,263.76,279.04,542.80,236.66,508.44,745.10,1287.90,292.52,297.24,589.76,233.06,495.48,728.54,1318.30,316.23,311.13,627.36,244.96,537.56,782.52,1409.88,313.55,412.09,725.64,266.19,649.63,915.82,1641.46,621.25,1074.44,1695.69,1161.56,1709.07,2870.63,4566.32,1029.20,1830.84,2860.04,1316.32,1600.94,2917.26,5777.30,727.02,1409.83,2136.85,1324.41,1619.74,2944.15,5081.00,710.11,1546.11,2256.22,1456.39,1508.50,2964.89,5221.11,717.60,1577.07,2294.67,1540.35,1827.22,3367.57,5662.24,673.29,2420.81,3094.10,1095.13,1283.54,2378.67,5472.77,225.25,492.82,718.07,207.54,318.69,526.23,1244.30,222.40,497.90,720.30,210.01,361.45,571.46,1291.75,223.79,..,..,..,..,..,..
..Banana Cavendish,..NEGROS ISLAND REGION (NIR) 2/,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.00,..,..,..,..,..,..,0.00,..,..,..,..,..,..,0.00,..,..,..,..,..,..,0.00,..,..,..,..,..,..,0.00,..,..,..,..,..,..,0.00,..,..,..,..,..,..,..,..,..,..,..,490.76,1370.78,1861.53,942.81,951.02,1893.83,3755.36,321.39,1138.97,1460.36,774.69,843.02,1617.71,3078.06,298.33,..,..,..,..,..,..
..Banana Cavendish,..REGION VII (CENTRAL VISAYAS),132.78,226.20,358.98,221.66,242.51,464.17,823.15,139.14,240.84,379.98,249.00,257.69,506.69,886.67,142.90,244.49,387.39,251.99,257.28,509.28,896.67,196.29,369.39,565.68,404.14,323.09,727.23,1292.91,386.20,342.19,728.39,805.19,772.82,1578.01,2306.40,413.56,610.92,1024.48,931.87,778.40,1710.27,2734.75,400.46,381.92,782.38,858.03,295.36,1153.39,1935.77,190.50,182.01,372.51,250.71,134.50,385.21,757.72,193.46,159.71,353.17,234.16,106.11,340.27,693.44,162.13,136.97,299.10,192.67,99.37,292.04,591.14,190.37,139.42,329.79,229.47,102.53,332.00,661.79,172.80,132.34,305.14,216.18,79.70,295.88,601.02,47.44,30.21,77.65,133.04,51.00,184.04,261.69,86.44,113.97,200.41,190.77,86.95,277.72,478.13,128.32,100.81,229.12,147.68,53.83,201.51,430.64,127.10,110.24,237.34,239.61,71.78,311.39,548.73,133.01,..,..,..,..,..,..
..Banana Cavendish,..REGION VIII (EASTERN VISAYAS),54.53,35.12,89.65,37.48,64.98,102.46,192.11,53.25,34.89,88.14,36.73,63.82,100.55,188.69,53.79,37.55,91.34,38.10,63.24,101.34,192.68,52.66,39.01,91.67,38.10,21.56,59.66,151.33,15.67,20.75,36.42,15.45,18.46,33.91,70.32,16.10,22.15,38.24,18.78,22.85,41.63,79.87,17.70,24.24,41.94,22.04,24.40,46.44,88.38,18.60,25.13,43.73,20.15,27.15,47.30,91.03,16.74,23.75,40.49,20.32,22.54,42.86,83.35,19.65,26.32,45.97,21.31,24.43,45.74,91.71,15.88,22.51,38.39,21.28,25.25,46.53,84.92,17.21,23.00,40.21,21.30,26.18,47.48,87.69,16.43,21.66,38.09,22.74,25.99,48.73,86.82,16.00,17.60,33.60,54.09,26.24,80.33,113.93,26.03,19.20,45.23,110.31,42.75,153.06,198.29,66.93,112.34,179.27,58.93,38.74,97.67,276.94,56.98,..,..,..,..,..,..
..Banana Cavendish,..REGION IX (ZAMBOANGA PENINSULA),35.54,45.22,80.76,46.51,41.93,88.44,169.20,33.22,42.79,76.01,43.14,38.14,81.28,157.28,29.48,38.73,68.21,40.46,37.19,77.65,145.86,33.38,153.73,187.11,72.10,340.61,412.71,599.82,107.98,88.74,196.72,66.62,55.54,122.16,318.88,43.18,61.95,105.13,52.22,42.62,94.84,199.97,29.69,56.26,85.95,44.03,39.73,83.76,169.71,28.86,59.30,88.16,46.98,36.68,83.66,171.82,29.92,58.90,88.82,47.32,34.13,81.45,170.27,28.24,57.18,85.42,45.96,35.06,81.02,166.44,27.61,57.86,85.47,47.08,36.11,83.19,168.66,28.37,60.42,88.79,44.51,34.86,79.37,168.16,29.08,62.87,91.95,42.21,35.60,77.81,169.76,25.22,52.59,77.81,43.73,32.06,75.79,153.60,33.13,54.48,87.60,49.83,41.97,91.80,179.40,40.61,75.71,116.32,64.88,87.60,152.49,268.81,42.29,..,..,..,..,..,..
