Geolocation,Commodity,2018 January,2018 February,2018 March,2018 April,2018 May,2018 June,2018 July,2018 August,2018 September,2018 October,2018 November,2018 December,2018 Annual,2019 January,2019 February,2019 March,2019 April,2019 May,2019 June,2019 July,2019 August,2019 September,2019 October,2019 November,2019 December,2019 Annual,2020 January,2020 February,2020 March,2020 April,2020 May,2020 June,2020 July,2020 August,2020 September,2020 October,2020 November,2020 December,2020 Annual,2021 January,2021 February,2021 March,2021 April,2021 May,2021 June,2021 July,2021 August,2021 September,2021 October,2021 November,2021 December,2021 Annual,2022 January,2022 February,2022 March,2022 April,2022 May,2022 June,2022 July,2022 August,2022 September,2022 October,2022 November,2022 December,2022 Annual,2023 January,2023 February,2023 March,2023 April,2023 May,2023 June,2023 July,2023 August,2023 September,2023 October,2023 November,2023 December,2023 Annual,2024 January,2024 February,2024 March,2024 April,2024 May,2024 June,2024 July,2024 August,2024 September,2024 October,2024 November,2024 December,2024 Annual,2025 January,2025 February,2025 March,2025 April,2025 May,2025 June,2025 July,2025 August,2025 September,2025 October,2025 November,2025 December,2025 Annual,2026 January,2026 February,2026 March,2026 April,2026 May,2026 June,2026 July,2026 August,2026 September,2026 October,2026 November,2026 December,2026 Annual
....Bohol,"STRING BEANS, 1 KG",18.19,19.06,18.53,17.01,16.59,17.38,18.59,21.86,29.39,33.87,39.61,52.39,25.21,54.95,67.09,80.50,83.06,88.82,74.12,72.21,64.54,55.97,65.81,77.94,79.22,72.02,59.42,68.36,75.38,70.70,89.43,88.80,84.97,63.25,61.97,69.64,80.50,83.70,74.68,102.22,99.66,76.66,70.92,56.22,63.89,57.50,53.75,59.38,65.63,54.38,48.13,67.36,101.25,133.13,75.63,64.38,63.13,62.50,65.00,56.25,58.75,63.75,78.13,93.13,76.25,63.75,121.88,115.00,80.63,85.00,68.13,55.63,56.25,79.38,80.00,61.25,70.00,78.08,78.75,70.63,90.00,86.25,92.50,106.25,110.63,61.88,43.75,76.25,78.13,68.13,80.26,79.38,75.00,81.88,89.38,68.75,76.88,81.25,65.63,103.75,80.63,78.13,111.25,82.66,102.50,108.75,112.50,76.25,101.25,.,.,.,.,.,.,.,.
....Bohol,"BAGUIO BEANS, 1 KG",91.66,91.03,71.08,68.59,72.08,75.82,70.83,64.84,68.58,68.58,71.07,72.32,73.87,76.06,78.55,85.41,79.79,89.15,89.15,82.92,69.82,69.20,76.05,79.79,76.05,79.33,76.05,72.31,81.67,83.95,93.50,99.11,72.93,62.33,71.06,73.55,85.40,86.02,79.82,128.41,105.97,98.49,99.74,94.75,86.65,78.29,74.00,87.50,80.63,71.25,88.13,91.15,117.50,112.50,86.88,83.75,95.63,87.50,99.38,88.13,86.25,90.00,95.63,108.13,95.94,98.75,118.13,119.38,101.25,97.75,87.75,75.00,83.75,103.13,87.50,91.88,110.63,97.91,106.25,88.13,97.50,96.88,150.63,163.13,136.25,75.63,75.00,115.00,120.00,110.00,111.20,108.75,93.75,98.13,93.13,91.25,98.00,105.00,99.38,121.88,96.25,115.00,198.13,109.89,145.00,126.25,135.00,133.75,128.75,.,.,.,.,.,.,.,.
....Bohol,"MONGGO, GREEN, 1 KG",76.86,76.23,76.23,75.35,74.34,74.96,76.22,74.96,74.96,74.96,77.48,78.11,75.89,76.22,77.48,77.61,78.87,78.87,75.72,74.43,76.41,70.56,79.61,77.09,74.32,76.43,75.58,74.95,74.95,83.50,76.21,79.48,76.96,79.48,79.48,85.77,82.00,80.74,79.09,89.80,85.02,88.79,97.22,107.28,105.77,102.50,105.63,96.75,92.63,89.25,89.25,95.82,94.25,97.13,101.25,96.25,94.00,93.13,90.63,93.75,95.00,91.25,92.50,103.75,95.24,91.25,85.00,85.25,88.00,93.75,98.75,106.88,101.25,101.88,100.00,100.63,100.63,96.11,105.00,98.13,93.75,96.88,98.13,96.88,97.50,93.13,92.50,92.50,94.38,93.75,96.04,91.88,92.50,95.00,93.75,94.38,93.75,99.38,96.88,96.25,99.38,100.00,102.00,96.26,100.38,101.00,99.38,121.13,111.25,.,.,.,.,.,.,.,.
....Cebu,"RAW PEANUT, SHELLED, 1 KG",80.92,80.92,82.10,82.69,87.76,93.20,93.20,93.20,102.65,105.01,105.01,105.01,92.64,105.01,106.19,106.19,106.19,105.59,106.49,106.49,106.49,106.49,107.32,107.32,107.32,106.42,106.66,106.66,106.66,106.66,106.66,106.66,106.66,106.66,105.28,105.28,105.28,105.01,106.18,105.01,105.01,90.86,90.86,90.86,92.88,93.88,93.88,101.38,101.38,101.38,101.38,97.40,105.75,103.25,103.25,99.50,102.00,102.00,105.13,105.13,107.00,102.88,105.00,103.75,103.72,101.25,103.75,103.75,112.50,112.50,121.25,130.00,130.00,130.00,132.50,132.50,138.75,120.73,140.00,158.75,153.75,148.75,148.75,153.75,155.00,155.00,137.00,136.50,130.25,130.25,145.65,141.50,187.50,180.00,151.25,158.75,158.75,158.75,163.75,165.00,162.50,165.00,170.00,163.56,183.25,222.50,230.00,230.00,230.00,.,.,.,.,.,.,.,.
....Cebu,"RAW PEANUT, SHELLED, RED COLOR, NATIVE, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.,.,.,.,.
....Cebu,"RAW PEANUT, UNSHELLED, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.,.,.,.,.
....Cebu,"RAW PEANUT, WITHOUT SHELL, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.,.,.,.,.
....Cebu,"STRING BEANS, 1 KG",44.43,52.56,52.48,44.98,41.87,46.25,45.45,45.45,42.90,47.05,42.99,43.47,45.82,44.27,50.09,45.87,44.75,40.28,43.87,49.45,52.09,53.28,46.10,59.98,62.53,49.38,48.65,46.26,51.52,52.43,59.82,63.09,60.77,54.31,45.86,42.59,51.76,50.48,52.30,58.45,58.53,66.91,52.31,51.19,46.65,42.50,58.50,92.50,76.25,66.88,65.00,61.31,136.88,96.25,77.50,75.00,73.75,68.75,60.00,57.50,55.00,60.63,87.50,83.75,77.71,80.00,96.25,81.25,75.00,73.13,75.00,61.25,56.25,73.75,73.13,62.50,71.25,73.23,68.75,78.75,76.25,77.50,112.50,142.50,130.00,58.13,66.88,83.13,93.13,89.38,89.74,80.63,73.75,85.00,70.00,75.00,85.00,75.00,88.75,125.00,91.00,103.13,148.75,91.75,135.00,118.75,126.25,108.50,119.50,.,.,.,.,.,.,.,.
....Cebu,"BAGUIO BEANS, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.,.,.,.,.
....Cebu,"MONGGO, GREEN, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.,.,.,.,.
....City of Cebu,"RAW PEANUT, SHELLED, 1 KG",104.16,104.16,105.68,106.44,112.96,119.96,119.96,119.96,132.12,135.16,135.16,135.16,119.24,135.16,136.68,136.68,136.68,135.91,137.07,137.07,137.07,137.07,138.13,138.13,138.13,136.98,137.28,137.28,137.28,137.28,137.28,137.28,137.28,137.28,135.50,135.50,135.50,135.15,136.66,135.15,135.15,116.94,116.94,116.94,119.54,120.83,120.83,120.83,120.83,120.83,120.83,122.14,122.50,122.50,123.33,124.17,124.17,122.50,125.83,125.83,125.83,125.83,125.83,125.00,124.44,125.00,124.58,124.17,124.17,124.17,126.67,129.17,129.17,129.17,129.17,130.00,121.67,126.43,137.50,150.83,140.50,129.33,131.00,133.67,130.33,144.33,115.17,116.00,116.00,160.00,133.72,120.00,150.00,160.00,139.17,158.33,158.33,158.33,170.00,170.00,168.33,170.00,173.33,157.99,162.50,168.33,168.33,168.33,168.33,.,.,.,.,.,.,.,.
....City of Cebu,"RAW PEANUT, SHELLED, RED COLOR, NATIVE, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.,.,.,.,.
....City of Cebu,"RAW PEANUT, UNSHELLED, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.,.,.,.,.
....City of Cebu,"RAW PEANUT, WITHOUT SHELL, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.,.,.,.,.
....City of Cebu,"STRING BEANS, 1 KG",73.58,87.05,86.91,74.49,69.34,76.60,75.28,75.28,71.05,77.92,71.19,71.98,75.89,73.30,82.94,75.95,74.10,66.70,72.64,81.89,86.25,88.23,76.34,99.32,103.55,81.77,80.57,76.61,85.33,86.83,99.07,104.49,100.65,89.96,75.96,70.54,85.74,83.63,86.62,96.84,96.97,110.85,86.67,84.82,77.29,70.42,47.50,77.00,77.08,36.25,50.00,75.97,130.83,90.83,85.83,50.00,43.33,46.67,41.25,36.25,40.42,43.33,54.17,68.33,60.94,80.00,80.42,80.00,75.83,71.67,53.33,30.00,48.33,74.17,65.00,72.50,72.50,66.98,75.00,78.33,76.67,79.17,120.00,148.33,129.17,56.67,65.00,77.50,96.67,105.00,92.29,87.50,85.83,88.33,73.33,82.50,96.67,95.42,115.67,136.25,99.25,126.08,186.67,106.13,156.17,147.83,151.00,124.08,129.67,.,.,.,.,.,.,.,.
....City of Cebu,"BAGUIO BEANS, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.,.,.,.,.
....City of Cebu,"MONGGO, GREEN, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.,.,.,.,.
....City of Lapu-lapu,"RAW PEANUT, SHELLED, 1 KG",100.55,100.55,102.02,102.75,109.05,115.81,115.81,115.81,127.55,130.49,130.49,130.49,115.11,130.49,131.96,131.96,131.96,131.22,132.34,132.34,132.34,132.34,133.37,133.37,133.37,132.26,132.55,132.55,132.55,132.55,132.55,132.55,132.55,132.55,130.83,130.83,130.83,130.49,131.95,130.49,130.49,112.91,112.91,112.91,115.42,116.67,123.33,123.33,123.33,135.00,135.00,122.65,131.67,131.67,134.58,131.67,130.00,132.08,133.33,135.83,134.17,134.17,131.67,131.67,132.71,131.67,131.67,131.67,131.67,120.00,124.17,125.00,125.00,147.50,148.33,148.33,160.00,135.42,160.00,160.00,160.00,160.00,160.00,160.00,160.00,160.00,156.67,153.33,153.33,153.33,158.06,167.50,171.67,168.33,168.33,180.83,200.00,216.67,216.67,210.83,201.67,198.33,198.33,191.60,198.33,198.33,202.73,202.73,202.73,.,.,.,.,.,.,.,.
....City of Lapu-lapu,"RAW PEANUT, SHELLED, RED COLOR, NATIVE, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.,.,.,.,.
....City of Lapu-lapu,"RAW PEANUT, UNSHELLED, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.,.,.,.,.
....City of Lapu-lapu,"RAW PEANUT, WITHOUT SHELL, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.,.,.,.,.
....City of Lapu-lapu,"STRING BEANS, 1 KG",117.55,139.08,138.86,119.02,110.80,122.40,120.29,120.29,113.54,124.51,113.76,115.03,121.26,117.14,132.54,121.36,118.41,106.59,116.08,130.85,137.82,140.98,121.99,158.71,165.46,130.66,128.74,122.41,136.34,138.74,158.29,166.95,160.82,143.73,121.36,112.70,136.98,133.60,138.39,154.70,154.90,177.07,138.44,135.49,123.47,112.50,89.42,89.42,89.42,55.83,55.83,114.71,145.00,83.75,70.00,60.00,56.67,63.33,56.67,55.83,54.17,61.67,87.50,93.33,73.99,83.33,111.67,87.50,79.17,82.50,86.67,58.33,62.50,83.33,72.92,70.00,73.33,79.27,74.17,74.17,72.50,73.33,115.00,140.00,100.00,45.00,52.50,72.50,80.83,75.00,81.25,65.83,58.33,81.67,52.08,63.33,79.58,99.58,121.33,145.17,129.00,165.50,192.17,104.46,134.00,144.17,144.00,132.50,136.67,.,.,.,.,.,.,.,.
....City of Lapu-lapu,"BAGUIO BEANS, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.,.,.,.,.
....City of Lapu-lapu,"MONGGO, GREEN, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.,.,.,.,.
....City of Mandaue,"RAW PEANUT, SHELLED, 1 KG",130.00,130.00,131.90,132.84,140.98,149.72,149.72,149.72,164.90,168.70,168.70,168.70,148.82,168.70,170.60,170.60,170.60,169.64,171.09,171.09,171.09,171.09,172.42,172.42,172.42,170.98,171.36,171.36,171.36,171.36,171.36,171.36,171.36,171.36,169.14,169.14,169.14,168.70,170.58,168.70,168.70,145.97,145.97,145.97,149.22,150.83,150.83,150.83,150.83,150.83,150.83,152.46,150.83,140.83,138.33,138.33,138.33,138.33,155.42,178.33,180.00,181.67,181.67,191.67,159.48,250.00,250.00,250.00,187.83,187.83,182.83,181.17,180.00,180.00,180.00,180.00,175.00,198.72,175.00,175.00,175.00,175.00,175.00,175.00,180.00,185.00,185.50,186.67,186.67,175.00,179.07,188.33,241.67,241.67,200.00,200.00,200.00,200.00,200.00,196.67,196.67,196.67,196.67,204.86,196.67,200.00,205.00,205.00,205.00,.,.,.,.,.,.,.,.
....City of Mandaue,"RAW PEANUT, SHELLED, RED COLOR, NATIVE, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.,.,.,.,.
....City of Mandaue,"RAW PEANUT, UNSHELLED, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.,.,.,.,.
....City of Mandaue,"RAW PEANUT, WITHOUT SHELL, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.,.,.,.,.
....City of Mandaue,"STRING BEANS, 1 KG",50.49,59.74,59.65,51.13,47.60,52.58,51.67,51.67,48.77,53.48,48.86,49.40,52.09,50.31,56.92,52.12,50.85,45.77,49.85,56.20,59.20,60.56,52.40,68.17,71.07,56.12,55.30,52.58,58.56,59.59,67.99,71.71,69.08,61.74,52.13,48.41,58.84,57.39,59.44,66.45,66.54,76.06,59.47,58.20,53.04,48.33,54.17,54.17,64.17,64.17,61.67,60.54,110.00,82.50,71.67,45.00,44.17,59.58,51.67,49.58,40.83,58.75,82.50,74.17,64.20,72.50,85.83,78.33,55.00,80.83,78.33,55.83,55.00,67.50,75.00,64.17,75.00,70.28,72.50,76.67,78.33,75.00,103.33,139.17,110.00,43.33,55.83,71.67,70.83,81.25,81.49,75.83,58.33,90.00,68.33,70.42,73.33,103.08,105.83,132.67,95.00,111.75,131.50,93.01,139.83,133.67,134.50,123.67,124.67,.,.,.,.,.,.,.,.
....City of Mandaue,"BAGUIO BEANS, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.,.,.,.,.
....City of Mandaue,"MONGGO, GREEN, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.,.,.,.,.
..VIII - Eastern Visayas,"RAW PEANUT, SHELLED, 1 KG",79.34,81.17,80.91,79.61,77.94,77.94,77.13,78.65,77.34,77.72,77.73,78.31,78.65,80.07,80.33,78.77,80.53,86.12,91.38,91.32,91.58,91.06,91.16,92.46,91.41,87.18,93.12,95.79,96.31,94.30,99.22,101.15,100.86,100.93,98.74,93.16,92.12,90.64,96.36,91.09,91.61,91.15,87.95,90.57,92.04,92.89,92.89,92.89,92.89,92.89,92.89,91.81,94.08,95.25,98.25,97.25,96.25,97.92,101.42,102.17,100.42,101.17,101.67,103.50,99.11,103.58,101.00,104.08,103.67,103.67,103.33,103.17,103.25,104.33,103.83,103.08,103.92,103.41,104.17,104.54,104.17,104.97,104.72,104.47,104.47,105.22,105.47,105.97,105.97,105.97,105.01,105.17,109.83,109.83,111.17,111.17,111.17,109.67,110.47,110.47,110.47,109.80,111.83,110.09,112.83,117.25,118.25,120.17,120.42,.,.,.,.,.,.,.,.
..VIII - Eastern Visayas,"RAW PEANUT, SHELLED, RED COLOR, NATIVE, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.,.,.,.,.
..VIII - Eastern Visayas,"RAW PEANUT, UNSHELLED, 1 KG",107.00,107.00,107.00,107.00,107.00,107.00,103.74,103.74,103.74,103.74,105.05,106.35,105.70,106.35,106.35,106.35,112.88,113.52,116.13,113.52,113.52,113.52,113.52,112.22,112.22,111.68,110.91,110.91,110.91,110.91,110.91,109.61,109.61,102.44,102.44,95.91,95.91,95.91,105.53,95.91,96.56,96.56,92.00,95.25,97.86,99.17,99.17,99.17,99.17,99.17,99.17,97.43,99.59,100.84,101.25,101.25,101.25,101.25,105.42,105.42,105.42,105.42,105.42,105.42,103.16,105.42,105.42,105.42,105.42,105.42,104.59,105.42,105.42,105.42,105.42,105.42,108.75,105.63,110.42,110.42,110.42,110.42,110.42,111.67,111.67,111.67,111.67,111.67,111.67,112.09,111.18,112.09,112.09,112.09,112.09,112.09,112.09,112.09,110.75,110.75,110.75,110.75,111.09,111.56,94.42,95.00,95.00,95.00,95.00,.,.,.,.,.,.,.,.
..VIII - Eastern Visayas,"RAW PEANUT, WITHOUT SHELL, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.,.,.,.,.
..VIII - Eastern Visayas,"STRING BEANS, 1 KG",67.35,76.46,73.11,56.54,55.27,52.13,52.87,51.65,51.41,52.61,52.33,52.33,57.84,68.98,72.35,71.91,64.76,58.89,58.60,56.20,53.90,57.07,58.34,58.34,57.26,61.38,63.01,64.50,62.75,62.75,63.16,58.61,52.62,53.35,54.39,58.71,68.06,74.79,61.39,82.48,88.78,100.07,95.20,94.40,82.93,77.46,79.08,84.17,90.58,85.17,92.58,87.74,101.25,100.42,101.60,94.08,90.33,96.88,93.46,83.67,85.36,80.81,87.58,88.05,91.96,93.77,124.77,123.79,114.64,105.96,91.39,81.96,83.38,86.72,85.69,85.63,90.65,97.36,93.25,91.53,91.38,90.86,89.27,87.45,90.31,83.80,79.60,86.69,99.55,102.72,90.53,113.10,116.81,117.52,111.56,102.46,109.67,104.86,106.20,108.58,103.48,110.58,138.86,111.97,123.08,147.73,147.95,120.77,112.93,.,.,.,.,.,.,.,.
..VIII - Eastern Visayas,"BAGUIO BEANS, 1 KG",104.91,102.86,99.76,95.62,96.21,96.89,94.01,95.06,86.58,89.07,88.19,87.90,94.76,88.49,94.84,92.79,91.71,91.18,97.87,91.62,89.56,92.40,89.17,92.78,98.16,92.55,95.72,89.17,93.28,91.71,93.57,93.96,91.02,87.31,91.02,92.69,95.91,101.49,93.07,111.56,123.10,116.94,101.59,101.40,103.65,95.04,94.46,90.84,93.34,94.59,98.00,102.04,138.19,119.34,118.71,116.44,117.04,110.79,109.17,97.73,99.25,99.67,110.96,114.09,112.62,119.79,124.17,125.38,122.32,122.94,122.57,107.38,106.75,110.57,109.63,113.50,117.67,116.89,119.50,125.09,120.00,111.79,120.42,138.54,138.54,125.63,126.73,146.67,148.17,135.61,129.72,143.28,133.03,140.84,126.57,116.46,139.71,139.03,142.13,148.84,132.75,135.67,206.67,142.08,187.42,157.82,176.25,166.96,164.67,.,.,.,.,.,.,.,.
