Region/Province,Commodity,2012 January,2012 February,2012 March,2012 April,2012 May,2012 June,2012 July,2012 August,2012 September,2012 October,2012 November,2012 December,2012 Annual,2013 January,2013 February,2013 March,2013 April,2013 May,2013 June,2013 July,2013 August,2013 September,2013 October,2013 November,2013 December,2013 Annual,2014 January,2014 February,2014 March,2014 April,2014 May,2014 June,2014 July,2014 August,2014 September,2014 October,2014 November,2014 December,2014 Annual,2015 January,2015 February,2015 March,2015 April,2015 May,2015 June,2015 July,2015 August,2015 September,2015 October,2015 November,2015 December,2015 Annual,2016 January,2016 February,2016 March,2016 April,2016 May,2016 June,2016 July,2016 August,2016 September,2016 October,2016 November,2016 December,2016 Annual,2017 January,2017 February,2017 March,2017 April,2017 May,2017 June,2017 July,2017 August,2017 September,2017 October,2017 November,2017 December,2017 Annual,2018 January,2018 February,2018 March,2018 April,2018 May,2018 June,2018 July,2018 August,2018 September,2018 October,2018 November,2018 December,2018 Annual,2019 January,2019 February,2019 March,2019 April,2019 May,2019 June,2019 July,2019 August,2019 September,2019 October,2019 November,2019 December,2019 Annual,2020 January,2020 February,2020 March,2020 April,2020 May,2020 June,2020 July,2020 August,2020 September,2020 October,2020 November,2020 December,2020 Annual,2021 January,2021 February,2021 March,2021 April,2021 May,2021 June,2021 July,2021 August,2021 September,2021 October,2021 November,2021 December,2021 Annual
..REGION VII (CENTRAL VISAYAS),"MONGGO, GREEN, 1 KG",65.97,66.17,64.56,65.77,65.15,63.19,62.56,62.69,61.94,63.73,63.66,63.38,64.06,63.39,63.71,64.34,64.64,65.16,65.36,64.04,63.96,63.59,63.79,64.73,66.28,64.42,71.11,74.53,75.04,75.08,75.93,75.81,75.23,75.24,76.46,77.81,80.16,80.47,76.07,81.57,82.72,81.59,82.95,82.95,82.96,82.80,82.74,82.31,82.19,82.55,80.64,82.33,79.95,79.56,78.57,78.71,78.93,78.47,77.74,78.59,77.10,77.89,78.26,77.69,78.46,77.83,78.59,78.77,79.60,80.04,79.82,80.03,79.80,80.52,80.47,80.46,79.67,79.63,80.36,80.31,80.80,80.99,79.08,80.44,81.14,80.53,78.51,79.56,80.07,80.73,80.21,80.16,80.41,78.34,79.20,79.82,79.96,79.34,79.67,78.22,80.32,82.94,80.38,79.90,80.69,79.91,80.22,83.93,81.66,84.91,83.88,84.06,85.10,86.28,84.28,85.06,83.33,87.78,87.25,91.22,98.75,100.85,100.85,99.66,99.11,97.32,96.97,91.59,92.08,95.29
..REGION VII (CENTRAL VISAYAS),"STRING BEANS, 1 KG",30.79,31.35,30.93,27.13,27.63,27.38,26.63,26.13,27.20,27.87,27.26,25.50,27.98,27.24,26.58,26.50,24.96,26.07,25.71,26.15,25.65,26.41,26.52,27.17,28.07,26.42,28.89,28.91,29.67,29.60,29.84,28.62,29.20,28.32,32.94,32.35,30.31,30.05,29.89,32.99,35.27,31.05,32.42,32.46,32.66,32.04,31.84,30.39,28.58,29.11,31.90,31.73,32.56,31.11,31.14,31.63,32.40,32.98,32.08,31.69,27.07,26.77,27.62,29.08,30.51,28.01,30.14,31.81,34.47,36.13,34.51,32.12,31.83,31.87,36.57,39.22,39.53,33.85,43.72,50.52,50.19,43.57,40.93,44.75,44.72,46.32,48.00,53.44,53.07,59.69,48.24,61.57,72.07,75.32,75.69,75.01,70.63,74.07,72.38,69.13,68.32,85.13,87.75,73.92,67.19,69.69,77.25,75.67,90.63,92.88,89.19,73.51,66.26,67.44,79.94,80.51,77.51,95.82,94.63,89.94,75.69,67.63,67.82,61.44,65.68,84.59,81.20,75.79,70.43,77.56
....Bohol,"RAW PEANUT, SHELLED, 1 KG",81.83,79.41,77.15,77.15,78.44,79.09,79.09,79.09,79.09,78.28,78.28,78.28,78.77,78.28,76.02,76.82,76.82,76.82,80.05,79.24,79.24,79.24,77.63,78.43,78.43,78.09,79.23,80.04,78.74,74.38,74.71,68.25,68.33,69.87,72.45,72.45,74.87,74.87,74.02,71.65,76.98,78.11,75.36,75.36,76.98,76.82,77.63,79.40,80.20,80.20,79.40,77.34,81.82,85.86,81.82,84.24,84.24,83.11,83.59,82.79,81.82,83.11,81.66,83.28,83.11,80.06,79.58,83.12,84.74,85.54,87.16,87.16,85.54,83.93,81.51,83.12,83.12,83.72,81.91,77.55,77.31,82.15,82.15,81.35,81.35,83.77,83.77,83.77,79.90,81.67,81.39,81.67,81.83,81.99,83.60,83.60,83.60,84.41,87.63,87.63,87.25,87.25,86.38,84.74,88.25,87.63,86.38,85.50,86.38,86.38,86.38,83.25,86.25,86.75,88.50,89.75,86.78,89.75,89.75,91.13,93.50,91.50,92.50,92.50,92.50,92.50,92.50,92.50,92.50,91.93
....Bohol,"RAW PEANUT, UNSHELLED, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Bohol,"BAGUIO BEANS, 1 KG",56.77,52.60,55.83,50.38,45.38,50.00,49.88,48.50,45.63,56.38,47.63,50.00,50.75,68.13,61.50,52.50,54.38,56.88,55.63,52.50,45.00,45.00,59.38,57.50,60.00,55.70,58.13,68.75,77.50,75.00,64.38,60.63,63.13,53.75,56.88,55.63,48.13,47.50,60.78,52.50,75.00,68.75,66.88,87.50,76.88,71.88,75.00,59.38,61.25,61.25,70.00,68.86,80.00,67.50,73.13,73.75,120.00,115.00,91.25,86.25,78.13,73.75,70.63,60.00,82.45,67.50,76.88,83.75,74.38,70.63,70.00,71.25,71.88,71.25,70.00,67.50,78.13,72.76,91.88,91.25,71.25,68.75,72.25,76.00,71.00,65.00,68.75,68.75,71.25,72.50,74.05,76.25,78.75,85.63,80.00,89.38,89.38,83.13,70.00,69.38,76.25,80.00,76.25,79.53,76.25,72.50,81.88,84.17,93.75,99.38,73.13,62.50,71.25,73.75,85.63,86.25,80.04,128.75,106.25,98.75,100.00,95.00,86.88,78.50,78.96,87.73,80.84,71.44,88.36,91.79
....Bohol,"MONGGO, GREEN, 1 KG",55.00,53.00,55.00,57.00,56.00,54.00,55.00,56.00,54.25,61.00,61.00,59.13,56.37,60.63,61.88,61.70,62.88,62.88,62.88,62.25,62.25,61.63,64.13,66.63,69.13,63.24,77.38,78.63,79.25,79.85,78.63,78.00,78.00,76.56,80.38,82.25,83.50,82.88,79.61,84.25,84.25,83.75,86.13,86.13,83.63,85.50,83.00,82.63,83.00,86.63,81.88,84.23,81.75,79.88,78.00,77.13,78.00,76.13,73.63,74.88,73.00,75.50,75.50,75.25,76.55,73.38,74.25,74.38,75.00,76.13,75.38,77.25,76.63,77.25,77.25,77.88,76.50,75.94,76.38,75.75,75.75,74.88,73.88,74.50,75.75,74.50,74.50,74.50,77.00,77.63,75.42,75.75,77.00,77.13,78.38,78.38,75.25,73.97,75.94,70.13,79.13,76.63,73.88,75.96,75.13,74.50,74.50,83.00,75.75,79.00,76.50,79.00,79.00,85.25,81.50,80.25,78.62,89.25,84.50,88.25,96.63,106.63,105.13,101.88,105.61,96.16,92.07,88.71,88.71,95.29
....Bohol,"STRING BEANS, 1 KG",22.33,23.45,22.61,15.00,16.00,15.50,14.00,13.00,15.15,16.48,15.26,12.99,16.81,16.22,16.27,16.36,13.29,14.25,13.54,14.42,13.05,13.48,13.71,14.81,16.61,14.67,18.25,18.29,17.08,16.70,15.04,12.60,13.77,12.00,18.75,17.57,15.36,14.85,15.86,18.59,25.03,17.72,18.33,20.29,19.57,18.32,19.18,17.40,13.78,11.47,17.04,18.06,17.11,15.47,15.64,16.51,18.05,19.20,17.41,16.75,14.63,14.03,14.36,14.41,16.13,12.52,14.03,14.74,14.93,14.12,13.89,14.11,14.02,14.11,14.39,16.69,17.31,14.57,17.80,18.65,18.13,16.64,16.23,17.00,18.18,21.38,28.75,33.13,38.75,51.25,24.66,53.75,65.63,78.75,81.25,86.88,72.50,70.63,63.13,54.75,64.38,76.25,77.50,70.45,58.13,66.88,73.75,69.17,87.50,86.88,83.13,61.88,60.63,68.13,78.75,81.88,73.06,100.00,97.50,75.00,69.38,55.00,62.50,56.25,62.36,62.36,74.34,74.34,65.80,71.24
....Cebu,"RAW PEANUT, SHELLED, 1 KG",55.20,55.20,55.20,55.20,55.20,55.20,58.36,58.36,58.93,58.36,58.93,58.93,56.92,58.93,58.93,59.49,60.84,61.51,61.51,61.51,63.54,64.78,66.24,64.78,66.69,62.40,70.29,70.29,61.95,66.35,66.01,65.78,65.78,66.50,69.75,70.00,73.88,74.63,68.43,75.63,77.13,76.63,76.63,76.13,76.63,76.63,76.63,76.63,76.63,76.63,76.63,76.55,76.63,76.75,76.63,80.25,80.25,80.25,83.13,88.00,76.63,88.50,88.50,91.00,82.21,94.63,100.00,103.29,101.00,97.86,96.41,92.86,95.00,76.67,88.33,95.71,97.14,94.91,97.86,97.86,99.29,100.00,106.13,112.71,112.71,112.71,124.14,127.00,127.00,127.00,112.03,127.00,128.43,128.43,128.43,127.71,128.80,128.80,128.80,128.80,129.80,129.80,129.80,128.72,129.00,129.00,129.00,129.00,129.00,129.00,129.00,129.00,127.33,127.33,127.33,148.43,130.20,148.43,148.43,128.43,128.43,128.43,131.29,132.71,124.91,126.47,126.47,126.47,126.47,131.41
....Cebu,"RAW PEANUT, UNSHELLED, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Cebu,"BAGUIO BEANS, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Cebu,"MONGGO, GREEN, 1 KG",55.95,55.95,55.95,55.95,58.96,58.96,61.30,61.30,62.81,62.81,62.81,62.81,59.63,62.81,62.81,62.81,62.81,63.64,63.64,63.64,63.81,63.98,63.98,63.98,63.98,63.49,63.98,63.98,63.98,63.98,65.99,65.99,65.99,65.99,65.99,65.99,71.18,71.18,66.19,72.19,72.19,72.36,73.19,73.19,74.95,74.95,75.95,75.95,75.95,79.72,79.72,75.03,79.72,79.72,79.72,79.72,78.89,78.89,78.89,80.98,78.39,78.56,80.23,80.07,79.48,82.33,83.59,84.25,85.25,85.25,86.26,87.94,87.94,89.15,89.12,89.12,89.12,86.61,89.12,89.12,88.45,88.45,88.45,87.44,87.77,87.77,84.59,89.61,89.77,90.77,88.44,90.36,90.27,85.42,85.42,85.42,86.25,86.25,86.25,86.25,86.25,99.88,92.38,88.37,92.38,94.88,94.88,97.38,98.13,105.38,102.50,98.50,100.13,100.13,97.63,99.75,98.47,99.75,98.63,103.00,109.50,106.38,106.38,108.88,104.50,120.38,119.38,103.25,102.00,106.84
....Cebu,"STRING BEANS, 1 KG",39.25,39.25,39.25,39.25,39.25,39.25,39.25,39.25,39.25,39.25,39.25,38.00,39.15,38.25,36.88,36.63,36.63,37.88,37.88,37.88,38.25,39.33,39.33,39.53,39.53,38.17,39.53,39.53,42.25,42.50,44.63,44.63,44.63,44.63,47.13,47.13,45.25,45.25,43.92,47.38,45.50,44.38,46.50,44.63,45.75,45.75,44.50,43.38,43.38,46.75,46.75,45.39,48.00,46.75,46.63,46.75,46.75,46.75,46.75,46.63,39.50,39.50,40.88,43.75,44.89,43.50,46.25,48.88,54.00,58.13,55.13,50.13,49.63,49.63,58.75,61.75,61.75,53.13,69.63,82.38,82.25,70.50,65.63,72.50,71.25,71.25,67.25,73.75,67.38,68.13,71.83,69.38,78.50,71.88,70.13,63.13,68.75,77.50,81.63,83.50,72.25,94.00,98.00,77.39,76.25,72.50,80.75,82.17,93.75,98.88,95.25,85.13,71.88,66.75,81.13,79.13,81.96,91.63,91.75,104.88,82.00,80.25,73.13,66.63,69.00,106.82,88.05,77.23,75.06,83.87
....Negros Oriental,"RAW PEANUT, SHELLED, 1 KG",44.82,44.82,53.53,55.37,48.15,55.56,50.00,49.08,57.97,57.97,57.97,56.48,52.64,57.41,46.30,46.30,47.22,47.22,44.44,46.30,45.37,46.30,47.22,46.30,45.37,47.15,46.30,53.70,57.87,59.08,69.26,69.26,71.30,70.00,70.00,70.83,70.83,70.83,64.94,70.83,72.50,72.50,77.00,75.00,75.00,75.00,75.00,71.67,71.67,71.67,71.67,73.29,72.86,72.86,72.86,72.86,72.86,72.86,72.86,72.86,72.86,85.50,84.63,85.25,75.93,86.63,85.00,87.00,85.38,86.29,86.29,85.13,87.88,91.88,92.50,92.50,91.25,88.14,97.88,97.88,99.50,101.13,92.00,99.75,100.38,92.88,94.50,91.38,87.50,92.50,95.61,91.88,93.13,94.38,92.50,91.88,95.00,95.63,92.75,96.00,93.25,90.25,90.88,93.13,91.25,93.75,92.50,91.25,87.50,85.63,83.13,84.38,87.50,88.13,87.50,85.00,88.13,83.75,85.00,88.75,91.88,93.13,93.25,90.00,93.75,93.13,96.25,98.75,98.75,92.20
....Negros Oriental,"RAW PEANUT, UNSHELLED, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Negros Oriental,"BAGUIO BEANS, 1 KG",48.69,50.40,50.40,51.25,50.63,49.38,40.00,38.75,38.75,38.75,41.88,45.63,45.38,46.88,46.88,44.38,44.38,44.38,46.25,41.25,39.38,38.75,40.00,40.00,45.63,43.18,46.63,53.75,48.75,47.50,42.50,42.50,41.25,46.25,43.75,43.13,43.75,46.25,45.50,52.50,67.50,62.50,55.63,58.75,45.63,43.75,53.75,55.00,53.75,50.00,55.00,54.48,51.88,51.88,58.13,50.00,66.25,66.25,58.13,46.25,43.75,48.13,45.00,44.38,52.50,55.63,64.38,58.75,53.75,46.25,46.25,51.88,51.88,56.88,58.75,58.75,58.75,55.16,60.00,65.00,56.25,58.13,58.13,56.25,51.25,50.63,57.50,68.75,57.50,55.63,57.92,57.50,66.25,75.00,70.00,73.75,73.75,71.25,63.13,60.00,60.00,61.25,60.00,65.99,57.50,58.75,61.25,61.67,67.50,70.00,50.00,42.50,51.88,56.25,62.50,63.75,58.63,72.50,82.50,82.50,66.25,81.88,78.75,75.00,85.34,78.88,72.41,72.41,81.47,77.49
....Negros Oriental,"MONGGO, GREEN, 1 KG",77.00,80.45,76.64,79.50,80.13,72.00,68.50,67.63,67.63,67.63,67.13,67.88,72.68,67.25,67.25,68.50,68.50,69.75,69.75,66.25,66.25,68.13,65.63,66.88,70.00,67.85,71.88,76.88,77.50,78.75,78.75,78.75,76.25,77.75,79.63,82.50,83.00,84.88,78.88,85.25,89.88,86.50,87.75,87.75,88.50,86.00,87.25,86.25,85.38,81.88,79.63,86.00,77.00,77.00,76.38,78.13,79.13,80.00,78.75,79.38,78.13,78.13,78.75,76.88,78.14,76.25,76.25,76.50,78.13,78.75,78.75,76.88,76.88,76.63,76.63,76.63,75.63,76.99,78.13,78.13,77.50,77.50,72.50,77.50,78.75,78.75,78.75,78.75,78.13,77.50,77.66,78.75,79.38,78.75,76.88,79.38,79.38,79.38,78.75,78.75,78.75,78.75,78.75,78.80,78.75,76.25,77.50,76.67,76.25,78.75,80.00,78.75,81.25,78.75,78.75,80.00,78.47,81.88,83.13,88.13,98.13,95.63,94.38,91.88,89.08,88.10,85.67,85.67,88.10,89.15
....Negros Oriental,"STRING BEANS, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Siquijor,"RAW PEANUT, SHELLED, 1 KG",80.48,80.48,79.13,79.13,79.13,78.75,78.75,78.75,79.38,82.13,82.13,82.13,80.03,82.13,82.13,88.13,88.75,88.75,88.75,88.75,88.75,88.75,88.75,88.75,88.75,87.60,88.75,88.00,88.00,88.00,88.00,88.75,88.75,88.75,88.75,88.75,88.75,88.75,88.50,94.38,86.25,86.88,86.50,86.25,86.25,86.25,86.88,92.50,92.50,91.75,91.50,88.99,92.00,92.00,90.75,92.00,92.25,91.63,91.63,91.63,91.63,92.38,92.25,92.88,91.92,94.38,93.13,92.00,91.88,91.50,91.13,90.25,88.88,91.13,91.13,87.38,88.00,90.90,87.63,87.63,89.00,88.00,87.00,87.00,88.25,88.25,86.88,91.25,91.25,108.13,90.02,97.88,101.63,101.63,92.63,92.63,92.63,93.88,93.88,93.88,92.88,91.88,93.88,94.94,94.75,95.75,95.75,95.75,95.75,95.75,95.75,95.75,95.75,93.25,92.00,90.75,94.73,90.75,90.75,89.50,89.50,90.13,92.50,93.13,93.13,91.65,93.13,93.13,94.61,91.83
....Siquijor,"RAW PEANUT, UNSHELLED, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Siquijor,"BAGUIO BEANS, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Siquijor,"MONGGO, GREEN, 1 KG",75.92,75.27,70.63,70.63,65.50,67.78,65.42,65.82,63.05,63.46,63.70,63.70,67.57,62.88,62.88,64.35,64.35,64.35,65.17,64.03,63.54,60.61,61.42,61.42,62.00,63.08,71.20,78.62,79.43,77.72,80.33,80.49,80.66,80.66,79.85,80.50,82.94,82.94,79.61,84.57,84.57,83.76,84.74,84.74,84.74,84.74,84.74,84.41,84.41,81.97,81.32,84.06,81.32,81.64,80.17,79.85,79.68,78.87,79.68,79.11,78.87,79.36,78.54,78.54,79.64,79.36,80.25,79.93,80.01,80.01,78.88,78.06,77.74,79.04,78.88,78.22,77.41,78.98,77.81,78.22,81.48,83.11,81.48,82.30,82.30,81.08,76.19,75.37,75.37,77.00,79.31,75.78,74.97,72.04,76.11,76.11,78.97,77.75,77.75,77.75,77.13,76.50,76.50,76.45,76.50,74.00,74.00,78.67,76.50,76.50,76.50,80.00,80.00,81.00,79.25,80.25,77.76,80.25,82.75,85.50,90.75,94.75,97.50,96.00,97.25,84.63,90.75,88.75,89.50,89.87
....Siquijor,"STRING BEANS, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
..REGION VIII (EASTERN VISAYAS),"RAW PEANUT, SHELLED, 1 KG",74.76,74.76,76.04,76.97,77.30,77.42,77.42,76.30,78.22,78.00,80.56,76.71,77.04,79.28,80.24,80.56,80.09,80.09,76.24,76.88,77.86,78.35,77.42,77.75,79.28,78.67,81.06,81.91,81.72,82.65,85.03,87.13,91.49,90.75,90.75,91.12,90.79,91.16,87.13,92.11,87.49,92.49,93.19,93.55,94.17,94.17,94.38,95.25,96.29,96.29,97.62,93.92,100.12,99.80,103.44,104.58,106.66,106.87,108.80,109.36,112.35,117.96,117.76,117.96,108.81,120.18,121.95,123.30,123.90,119.50,120.64,121.27,122.20,121.58,124.07,124.07,124.07,122.23,124.07,124.18,124.18,124.07,123.91,123.91,122.04,124.54,124.54,124.70,126.41,128.28,124.57,129.53,129.53,129.53,130.78,135.94,138.44,139.69,139.69,139.69,140.00,140.00,140.00,136.07,143.13,146.81,146.81,144.34,148.62,149.40,147.52,146.90,145.65,141.65,139.47,136.61,144.74,136.65,136.65,136.03,135.09,136.03,136.81,137.95,136.74,136.74,136.74,136.74,136.74,136.58
..REGION VIII (EASTERN VISAYAS),"RAW PEANUT, UNSHELLED, 1 KG",102.50,102.50,102.50,102.50,102.50,102.50,102.50,102.50,102.50,102.50,102.50,102.50,102.50,102.50,102.50,102.50,102.50,102.50,102.50,102.50,102.50,102.50,102.50,102.50,102.50,102.50,102.50,102.50,102.50,102.50,102.50,102.50,102.50,102.50,102.50,102.50,102.50,102.50,102.50,102.50,102.50,102.50,102.50,102.50,102.50,102.50,102.50,102.50,102.50,102.50,102.50,102.50,102.50,102.50,102.50,102.50,102.50,102.50,102.50,102.50,102.50,102.50,102.50,102.50,102.50,102.50,102.50,102.50,102.50,102.50,102.50,102.50,102.50,102.50,102.50,102.50,102.50,102.50,102.50,102.50,102.50,102.50,102.50,102.50,99.38,99.38,99.38,99.38,100.63,101.88,101.25,101.88,101.88,101.88,108.13,108.75,111.25,108.75,108.75,108.75,108.75,107.50,107.50,106.98,106.25,106.25,106.25,106.25,106.25,105.00,105.00,98.13,98.13,91.88,91.88,91.88,101.10,91.88,92.50,92.50,88.13,91.25,93.75,95.00,95.00,95.00,95.00,95.00,95.00,93.33
..REGION VIII (EASTERN VISAYAS),"BAGUIO BEANS, 1 KG",66.97,69.47,69.47,67.00,69.83,69.99,67.16,62.85,65.87,66.30,68.02,69.22,67.68,70.94,73.94,71.81,66.80,69.94,71.44,67.89,70.06,69.98,71.83,73.64,78.36,71.39,77.40,90.78,78.23,81.15,77.09,77.12,80.56,79.80,78.72,78.79,78.88,81.49,80.00,90.23,86.21,78.66,77.70,81.27,83.13,83.13,80.75,75.69,74.82,80.96,81.78,81.19,84.28,81.22,79.47,79.45,82.44,90.88,92.25,91.19,84.94,86.44,88.07,92.41,86.09,94.13,95.08,90.14,94.39,92.44,91.00,92.25,91.88,91.57,92.88,95.13,95.13,93.00,107.50,105.32,102.07,97.82,98.44,99.07,96.25,97.32,88.44,90.94,90.00,89.69,96.91,90.32,96.88,94.69,93.44,93.13,100.00,93.44,91.25,94.07,90.63,94.38,100.00,94.35,97.50,90.63,95.00,93.34,95.32,95.63,92.50,88.75,92.50,94.38,97.50,103.44,94.71,113.75,125.63,119.38,103.75,103.13,105.63,96.88,96.24,92.67,95.13,96.36,99.86,104.03
..REGION VIII (EASTERN VISAYAS),"MONGGO, GREEN, 1 KG",85.47,85.62,85.86,83.56,82.05,82.10,84.88,84.41,84.52,82.91,83.68,83.47,84.04,83.19,82.23,82.61,78.51,79.98,79.67,80.06,80.41,77.43,76.71,79.73,83.52,80.34,84.94,87.54,88.62,88.83,88.06,87.55,87.26,88.65,88.79,91.18,92.36,91.35,88.76,93.93,93.53,93.91,93.66,94.28,92.36,93.61,93.40,93.72,94.11,96.21,96.21,94.08,97.21,96.94,96.46,96.84,96.77,98.23,100.38,99.02,99.65,101.11,102.71,103.81,99.09,105.21,107.25,101.36,103.65,104.69,104.44,103.61,103.71,104.67,106.96,107.88,106.42,104.99,106.42,106.21,105.06,105.79,106.86,105.90,104.61,107.06,104.46,103.90,103.27,101.61,105.10,99.42,101.09,102.96,104.00,103.27,103.06,101.61,101.40,102.62,103.24,103.45,104.91,102.59,105.12,102.20,100.62,103.61,104.69,104.90,105.94,102.92,94.79,91.67,93.54,95.11,100.43,95.73,96.98,97.61,98.54,99.17,99.06,98.75,101.61,103.44,103.60,103.38,102.13,100.00
..REGION VIII (EASTERN VISAYAS),"STRING BEANS, 1 KG",22.50,22.61,22.50,22.32,22.67,24.75,26.17,24.90,26.52,27.12,24.53,24.35,24.25,23.43,23.43,23.73,22.18,23.43,23.82,23.72,23.72,24.83,25.18,26.66,31.32,24.62,33.90,37.10,38.70,37.39,37.70,35.45,35.62,36.08,42.53,42.53,45.21,51.23,39.45,53.91,53.61,50.93,47.25,39.92,35.96,37.01,37.28,35.89,35.34,39.79,42.43,42.44,43.13,42.99,42.78,43.75,43.47,44.31,44.03,42.50,41.80,42.36,42.36,43.75,43.10,50.42,53.75,55.63,48.13,46.88,40.21,39.79,45.63,44.79,45.21,48.13,46.04,47.05,62.71,70.63,67.71,53.13,51.46,48.54,49.38,48.13,47.92,48.96,48.75,48.75,53.84,64.38,67.24,66.92,60.47,55.19,54.99,52.90,50.92,53.52,54.56,54.56,53.73,57.45,58.73,59.98,58.52,58.52,58.93,54.98,49.77,50.39,51.42,55.19,64.17,70.42,57.59,77.92,83.75,93.96,89.58,89.38,78.54,73.33,74.98,79.82,85.72,80.45,87.66,82.92
....Biliran,"RAW PEANUT, SHELLED, 1 KG",102.50,102.50,107.63,110.19,110.19,110.19,110.19,105.06,112.75,110.19,120.44,105.06,108.91,115.31,119.16,120.44,117.88,117.88,102.50,105.06,107.63,107.63,102.50,102.50,102.50,110.08,107.63,110.19,102.50,102.50,110.19,107.63,107.63,102.50,102.50,100.00,100.00,100.00,104.44,100.00,80.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,98.33,110.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,95.00,100.00,90.00,91.25,98.85,86.00,86.00,86.00,78.00,60.00,60.00,60.00,60.00,60.00,60.00,60.00,60.00,68.00,60.00,60.00,60.00,60.00,60.00,60.00,60.00,60.00,60.00,60.00,60.00,65.00,60.42,70.00,70.00,70.00,75.00,90.00,95.00,100.00,100.00,100.00,100.00,100.00,100.00,89.17,100.00,102.86,102.86,105.71,105.71,105.71,105.71,105.71,105.71,102.86,102.86,101.43,103.93,102.86,102.86,102.86,102.86,102.86,102.86,104.29,99.44,99.44,99.44,99.44,99.44,101.55
