Region/Province,Commodity,2012 January,2012 February,2012 March,2012 April,2012 May,2012 June,2012 July,2012 August,2012 September,2012 October,2012 November,2012 December,2012 Annual,2013 January,2013 February,2013 March,2013 April,2013 May,2013 June,2013 July,2013 August,2013 September,2013 October,2013 November,2013 December,2013 Annual,2014 January,2014 February,2014 March,2014 April,2014 May,2014 June,2014 July,2014 August,2014 September,2014 October,2014 November,2014 December,2014 Annual,2015 January,2015 February,2015 March,2015 April,2015 May,2015 June,2015 July,2015 August,2015 September,2015 October,2015 November,2015 December,2015 Annual,2016 January,2016 February,2016 March,2016 April,2016 May,2016 June,2016 July,2016 August,2016 September,2016 October,2016 November,2016 December,2016 Annual,2017 January,2017 February,2017 March,2017 April,2017 May,2017 June,2017 July,2017 August,2017 September,2017 October,2017 November,2017 December,2017 Annual,2018 January,2018 February,2018 March,2018 April,2018 May,2018 June,2018 July,2018 August,2018 September,2018 October,2018 November,2018 December,2018 Annual,2019 January,2019 February,2019 March,2019 April,2019 May,2019 June,2019 July,2019 August,2019 September,2019 October,2019 November,2019 December,2019 Annual,2020 January,2020 February,2020 March,2020 April,2020 May,2020 June,2020 July,2020 August,2020 September,2020 October,2020 November,2020 December,2020 Annual,2021 January,2021 February,2021 March,2021 April,2021 May,2021 June,2021 July,2021 August,2021 September,2021 October,2021 November,2021 December,2021 Annual
....Guimaras,"FRESH FISH, DILIS (ANCHOVIES), BOLINAO, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Guimaras,"FRESH FISH, GROUPER, LAPU-LAPU, MEDIUM, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Guimaras,"FRESH FISH, MACKEREL, ALUMAHAN, MEDIUM, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Guimaras,"FRESH FISH, MACKEREL, HASA-HASA, MEDIUM, 1 KG",116.30,116.30,116.30,123.57,116.30,113.88,116.30,125.99,113.88,122.36,116.30,123.57,118.42,135.69,133.27,126.00,128.42,128.42,126.00,127.21,127.21,127.21,127.21,127.21,127.21,128.42,127.21,127.21,128.42,128.42,121.15,122.36,124.78,127.20,127.20,127.20,127.20,127.20,126.30,128.41,128.41,128.41,128.41,125.99,125.99,118.72,122.35,115.08,117.50,125.00,120.00,123.69,118.33,125.00,125.00,125.00,126.67,125.00,121.67,123.33,123.33,126.67,130.00,123.33,124.44,123.33,126.67,130.00,130.00,130.00,131.67,131.67,131.67,131.67,135.00,140.00,140.00,131.81,140.00,140.00,141.67,150.00,146.67,146.67,151.67,158.33,161.67,158.33,160.00,160.00,151.25,161.67,146.67,153.33,166.67,166.67,168.33,166.67,166.67,158.33,153.33,165.00,174.17,162.29,173.33,181.67,181.67,191.67,183.33,183.33,183.33,186.67,176.67,176.67,181.67,181.67,181.81,176.67,177.50,177.50,185.00,186.67,206.67,203.33,210.22,208.50,192.99,210.21,213.66,195.74
....Guimaras,"FRESH FISH, MILKFISH, BANGUS, DAGUPAN, MEDIUM, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Guimaras,"FRESH FISH, MILKFISH, BANGUS, MEDIUM, 1 KG",120.74,120.74,138.35,148.41,145.89,150.92,160.98,176.07,144.63,152.18,145.89,153.44,146.52,150.92,143.37,145.89,143.37,133.31,132.05,125.76,125.76,125.76,133.31,143.37,133.31,136.35,149.66,149.66,147.14,149.66,137.08,142.11,135.82,143.37,130.79,150.91,135.82,142.11,142.84,153.43,153.43,147.14,155.94,155.94,149.65,140.85,142.11,140.85,138.33,136.67,145.00,146.61,141.67,151.67,151.67,147.50,148.33,150.00,150.00,155.00,151.67,150.00,148.33,140.00,148.82,141.67,143.33,143.33,143.33,145.00,148.33,146.67,146.67,145.00,141.67,155.00,161.67,146.81,170.00,168.33,165.00,176.67,178.33,183.33,180.00,188.33,196.67,193.33,200.74,191.67,182.70,190.00,196.67,196.67,190.00,183.33,176.67,163.33,180.00,190.00,178.33,175.00,180.00,183.33,185.00,193.33,191.67,190.00,190.00,175.00,176.67,176.67,175.00,171.67,175.00,161.67,180.14,171.67,187.50,178.33,186.67,193.33,181.67,176.67,180.13,188.80,195.72,197.46,206.12,187.01
....Guimaras,"FRESH FISH, NEMIMTERID, BISUGO, MEDIUM, 1 KG",135.79,135.79,135.79,135.79,146.14,155.19,160.36,178.46,144.84,161.65,148.72,159.07,149.80,169.42,162.95,160.36,150.01,134.49,124.14,126.73,129.32,147.42,147.42,144.83,137.07,144.51,147.42,134.49,155.18,139.66,150.01,150.01,147.42,147.42,147.42,159.06,151.30,151.30,148.39,151.30,146.13,139.66,139.66,139.66,137.07,144.83,146.12,150.00,150.00,146.67,145.83,144.74,143.33,151.67,141.67,131.67,131.67,131.67,133.33,134.17,133.33,140.00,158.33,151.67,140.21,150.00,151.67,158.33,161.67,160.00,160.00,160.00,161.67,165.00,168.33,168.33,168.33,161.11,170.00,180.00,181.67,181.67,165.00,163.33,160.00,178.33,183.33,192.71,192.71,191.67,178.37,191.67,193.33,196.67,210.00,200.00,205.00,198.33,201.67,193.33,201.67,198.33,191.67,198.47,230.00,220.00,220.00,210.00,200.00,220.00,206.67,186.67,206.67,200.00,188.33,181.67,205.83,205.00,210.83,218.33,218.33,223.33,222.50,221.67,225.06,231.82,231.82,226.74,247.05,223.54
....Guimaras,"FRESH FISH, OCEANIC BONITO, TULINGANG LAPAD, MED, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Guimaras,"FRESH FISH, OCEANIC BONITO, TULINGANG PUTI, MEDIUM, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Guimaras,"FRESH FISH, ROUND SCAD, GALUNGGONG, MEDIUM, 1 KG",95.97,95.97,95.97,106.07,106.07,121.22,121.22,131.32,123.74,132.58,125.00,132.58,115.64,138.89,116.16,116.16,121.21,109.85,101.01,112.37,107.32,107.32,127.52,128.78,137.62,118.68,117.42,132.57,122.47,112.37,92.17,108.58,108.58,121.20,123.72,123.72,108.57,98.47,114.15,98.47,107.31,117.41,118.67,118.67,113.62,118.67,128.77,124.98,127.50,120.83,120.83,117.98,128.33,128.33,125.00,123.33,123.33,123.33,123.33,125.83,125.00,125.83,129.17,126.67,125.62,126.67,126.67,126.67,126.67,126.67,123.33,123.33,126.67,126.67,128.33,140.00,140.00,128.47,143.33,138.33,131.67,150.00,141.67,148.33,141.67,150.00,158.33,161.67,163.33,170.00,149.86,170.00,163.33,166.67,166.67,168.33,161.67,158.33,158.33,156.67,155.00,151.67,173.33,162.50,196.67,186.67,186.67,186.67,185.00,180.00,175.00,173.33,166.67,165.00,161.67,161.67,177.09,198.33,199.17,188.33,191.67,193.33,191.67,193.33,198.42,196.72,201.81,201.81,211.99,197.22
....Guimaras,"FRESH FISH, SLIPMOUTH, SAPSAP, MEDIUM, 1 KG",100.75,100.75,100.75,112.74,107.94,103.14,110.34,129.53,112.74,128.33,116.34,125.93,112.44,139.12,104.34,106.74,100.74,100.74,95.94,98.34,98.34,93.54,93.54,100.74,103.14,102.94,103.14,112.73,107.93,107.93,105.53,107.93,93.54,81.55,76.75,76.75,86.34,88.74,95.74,107.93,110.33,105.53,100.73,100.73,100.73,103.13,107.93,103.13,98.33,99.17,103.33,103.42,103.33,102.50,100.00,103.33,103.33,103.33,105.00,106.67,108.33,103.33,101.67,101.67,103.54,101.67,102.50,100.83,100.00,100.00,100.00,100.00,103.33,105.00,108.33,103.33,106.67,102.64,106.67,100.00,93.33,96.67,96.67,101.67,101.67,115.00,116.67,116.67,125.00,131.67,108.47,148.33,138.33,143.33,124.17,103.33,103.33,110.00,120.00,118.33,118.33,118.33,111.67,121.46,130.00,126.67,131.67,146.67,133.33,120.00,125.00,131.67,125.00,121.67,118.33,118.33,127.36,131.67,149.17,137.50,130.00,116.67,120.00,110.00,113.19,91.02,97.83,96.68,102.43,116.35
....Guimaras,"FRESH FISH, SNAPPER, MAYA-MAYA, MEDIUM, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Guimaras,"FRESH FISH, TALAKITOK (MAMSA), MEDIUM, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Guimaras,"FRESH FISH, TILAPIA, MEDIUM, 1 KG",99.89,99.89,99.89,97.33,112.70,122.95,138.32,146.00,120.39,130.64,128.08,138.33,119.53,146.02,115.28,112.72,110.16,112.72,114.00,119.12,119.12,119.12,119.12,139.61,139.61,122.22,139.61,134.49,134.49,129.37,129.37,124.25,124.25,124.25,134.50,134.50,134.50,138.34,131.83,138.34,135.78,138.34,130.65,130.65,130.65,129.37,119.12,134.49,138.33,135.00,135.00,132.98,139.17,136.67,136.67,136.67,130.00,130.00,126.67,123.33,123.33,130.00,128.33,128.33,130.76,126.67,126.67,120.00,113.33,111.67,113.33,113.33,126.67,126.67,113.33,116.67,116.67,118.75,118.33,125.00,125.00,128.33,131.67,135.00,126.67,128.33,145.00,146.67,153.33,153.33,134.72,143.33,135.00,145.00,150.00,150.00,140.00,140.00,151.67,156.67,146.67,136.67,140.00,144.58,155.00,155.00,158.33,158.33,161.67,155.00,148.33,148.33,133.33,138.33,133.33,136.67,148.47,150.00,154.17,166.67,160.00,150.00,150.00,141.67,144.92,146.55,149.80,141.66,131.89,148.94
....Guimaras,"FRESH FISH, TULINGAN (FRIGATE TUNA), MEDIUM, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Guimaras,"FRESH CRABS, ALIMANGO, MEDIUM, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Guimaras,"FRESH CRABS, ALIMASAG, MEDIUM, 1 KG",170.13,173.72,166.54,170.12,188.02,204.14,204.14,163.31,167.61,188.03,212.74,213.09,185.13,231.00,213.09,218.46,222.05,222.05,207.72,225.64,218.46,218.46,211.30,220.25,229.20,219.81,245.32,250.69,220.25,229.20,229.20,229.20,214.89,236.38,222.06,238.18,241.75,243.55,233.39,239.96,247.14,234.59,247.14,254.31,259.69,248.04,243.57,223.87,235.52,239.98,244.46,243.19,244.46,247.92,253.12,247.92,247.92,247.92,247.92,249.66,249.66,249.66,258.33,258.33,250.24,258.33,258.33,258.33,258.33,254.17,250.83,247.50,250.83,247.50,245.83,248.33,248.33,252.22,250.83,256.67,264.17,270.83,270.83,282.50,287.50,312.50,313.33,315.00,318.33,316.67,288.26,316.67,328.33,326.67,326.67,335.00,335.00,335.00,335.00,328.33,323.33,323.33,323.33,328.06,323.33,330.00,333.33,338.33,338.33,338.33,328.33,328.33,323.33,321.67,315.00,315.00,327.78,281.67,288.33,296.67,285.00,263.33,278.33,296.67,300.02,300.02,310.08,313.44,321.82,294.62
....Guimaras,"FRESH SHRIMP, PUTI, MEDIUM, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Guimaras,"FRESH SHRIMP, SUAJE, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Guimaras,"FRESH SHRIMP, SUAJE, ENDEAVOR PRAWN, MEDIUM, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Guimaras,"FRESH SHRIMP, SUAJE, MEDIUM, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Guimaras,"FRESH SHRIMP, SUGPO, MEDIUM, 1 KG",206.55,206.55,229.35,233.62,233.62,253.56,262.10,276.34,247.86,267.79,256.40,276.33,245.84,301.98,284.89,259.24,267.78,267.78,282.03,327.61,250.69,242.15,250.69,247.85,249.27,269.33,252.11,334.73,376.04,373.20,356.10,344.71,339.01,347.55,316.21,316.21,316.21,313.37,332.12,313.37,313.37,310.53,313.37,330.46,330.46,321.92,336.17,331.89,324.77,307.68,304.84,319.90,303.20,299.08,295.79,294.14,294.14,294.14,294.14,280.96,277.66,277.66,291.67,291.67,291.19,298.33,295.00,291.67,291.67,281.67,285.00,291.67,291.67,290.00,291.67,291.67,291.67,290.97,305.00,310.00,310.00,310.00,320.00,320.00,311.67,311.67,315.00,311.67,311.67,325.00,313.47,331.67,346.67,355.00,356.67,360.00,356.67,356.67,363.33,370.00,370.00,370.00,360.00,358.06,363.33,363.33,362.50,344.17,344.17,344.17,354.17,359.17,358.33,355.00,351.67,348.33,354.03,350.00,351.67,356.67,351.67,346.67,340.00,320.00,323.26,302.14,302.14,302.14,308.64,329.58
....Guimaras,"FRESH SQUID, MEDIUM, 1 KG",137.57,137.57,151.71,149.14,145.28,149.14,155.57,162.00,146.57,159.43,149.14,156.85,150.00,164.56,136.28,136.28,136.28,138.85,133.71,143.99,138.85,141.42,143.99,143.99,142.70,141.74,145.27,147.84,152.98,150.41,152.98,155.55,152.98,155.55,138.84,143.98,143.98,182.54,151.91,190.25,174.82,143.97,146.54,161.96,156.82,142.68,141.39,151.67,151.67,151.67,152.50,155.50,161.67,161.67,156.67,148.33,145.00,145.00,146.67,148.33,148.33,148.33,150.00,150.00,150.83,150.00,158.33,158.33,165.00,165.00,165.00,165.00,163.33,165.00,165.00,170.00,171.67,163.47,176.67,178.33,181.67,191.67,193.33,176.67,180.00,180.00,180.00,180.00,173.33,173.33,180.42,173.33,168.33,166.67,166.67,166.67,165.00,166.67,175.00,178.33,176.67,181.67,191.67,173.06,188.33,205.00,211.67,211.67,205.00,201.67,191.67,186.67,176.67,176.67,175.00,171.67,191.81,181.67,199.17,208.33,191.67,231.67,218.33,215.00,211.75,215.00,201.97,216.63,232.91,210.34
....Guimaras,"FRESH FISH, CATFISH, HITO, MEDIUM, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Guimaras,"FRESH FISH, SARDINE, TAMBAN, MEDIUM, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Guimaras,"FRESH FISH, TUNA, YELLOW-FIN (TAMBAKOL), MEDIUM, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Guimaras,"FRESH SEAWEEDS, LATO, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Guimaras,"FRESH SHELLS, TAHONG, 1 KG",12.16,12.16,12.54,13.68,14.25,15.19,15.95,18.99,19.75,20.51,21.28,20.90,16.45,25.08,23.55,24.31,22.04,20.90,20.90,22.80,23.94,25.84,26.21,25.45,28.87,24.16,28.87,26.60,25.08,25.08,25.08,25.08,25.08,25.08,25.08,25.08,25.08,25.08,25.52,25.08,26.21,25.08,25.84,25.84,25.08,27.92,27.73,27.73,25.07,25.83,25.83,26.10,25.83,25.83,25.83,25.83,25.83,25.83,25.83,25.83,25.83,25.83,25.83,25.83,25.83,25.83,25.83,25.83,25.83,24.17,25.83,26.67,26.67,26.67,26.67,26.67,26.67,26.11,26.67,26.67,26.67,26.67,27.50,27.50,27.50,30.00,30.00,30.83,30.83,31.67,28.54,31.67,32.50,33.33,33.33,33.33,40.00,40.00,40.00,41.67,43.33,41.67,43.33,37.85,43.33,43.33,45.00,46.67,46.67,46.67,43.33,51.67,50.00,50.00,50.00,50.00,47.22,50.00,50.00,51.67,60.00,65.00,70.00,66.67,66.67,66.67,70.49,67.63,74.29,63.26
....Iloilo,"FRESH FISH, CAESIO, DALAGANG-BUKID, MEDIUM, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Iloilo,"FRESH FISH, DALAG, MEDIUM, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Iloilo,"FRESH FISH, DILIS (ANCHOVIES), 1 KG",94.10,84.02,85.70,87.38,92.42,100.82,97.46,97.79,98.29,98.29,99.97,99.97,94.68,99.97,93.25,92.41,93.25,80.65,82.33,85.69,82.33,84.00,84.00,84.00,90.72,87.72,87.36,90.72,87.36,87.36,85.68,89.04,89.04,92.41,105.85,99.13,105.85,105.85,93.80,110.89,117.61,115.93,115.93,115.93,111.73,111.73,101.65,94.09,102.50,110.00,100.00,109.00,103.75,101.25,93.75,101.25,97.50,95.63,91.88,88.75,90.00,93.13,91.25,92.50,95.05,91.25,88.75,92.50,91.25,88.75,91.25,98.75,103.75,102.50,117.50,125.00,121.25,101.04,140.00,147.50,130.00,138.75,141.25,135.00,135.00,131.25,143.75,158.75,158.25,151.00,142.54,145.00,130.00,105.00,107.50,122.50,122.50,117.92,124.17,130.00,126.25,135.00,143.75,125.80,152.50,151.25,142.50,138.75,133.75,127.50,130.00,133.75,130.00,135.00,135.00,138.75,137.40,148.75,151.25,140.00,143.75,143.75,146.25,135.00,145.80,151.20,147.60,154.79,158.40,147.21
....Iloilo,"FRESH FISH, DILIS (ANCHOVIES), BOLINAO, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Iloilo,"FRESH FISH, GROUPER, LAPU-LAPU, MEDIUM, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Iloilo,"FRESH FISH, MACKEREL, ALUMAHAN, MEDIUM, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
