Region/Province,Commodity,2012 January,2012 February,2012 March,2012 April,2012 May,2012 June,2012 July,2012 August,2012 September,2012 October,2012 November,2012 December,2012 Annual,2013 January,2013 February,2013 March,2013 April,2013 May,2013 June,2013 July,2013 August,2013 September,2013 October,2013 November,2013 December,2013 Annual,2014 January,2014 February,2014 March,2014 April,2014 May,2014 June,2014 July,2014 August,2014 September,2014 October,2014 November,2014 December,2014 Annual,2015 January,2015 February,2015 March,2015 April,2015 May,2015 June,2015 July,2015 August,2015 September,2015 October,2015 November,2015 December,2015 Annual,2016 January,2016 February,2016 March,2016 April,2016 May,2016 June,2016 July,2016 August,2016 September,2016 October,2016 November,2016 December,2016 Annual,2017 January,2017 February,2017 March,2017 April,2017 May,2017 June,2017 July,2017 August,2017 September,2017 October,2017 November,2017 December,2017 Annual,2018 January,2018 February,2018 March,2018 April,2018 May,2018 June,2018 July,2018 August,2018 September,2018 October,2018 November,2018 December,2018 Annual,2019 January,2019 February,2019 March,2019 April,2019 May,2019 June,2019 July,2019 August,2019 September,2019 October,2019 November,2019 December,2019 Annual,2020 January,2020 February,2020 March,2020 April,2020 May,2020 June,2020 July,2020 August,2020 September,2020 October,2020 November,2020 December,2020 Annual,2021 January,2021 February,2021 March,2021 April,2021 May,2021 June,2021 July,2021 August,2021 September,2021 October,2021 November,2021 December,2021 Annual
....Nueva Ecija,"MATURED COCONUT, MEDIUM, 1 PC",25.13,24.63,24.63,24.63,25.00,25.00,25.00,25.00,25.00,25.13,25.00,24.38,24.88,24.17,24.38,24.38,25.00,24.50,24.75,24.75,24.75,24.75,24.75,24.75,24.75,24.64,24.25,24.25,24.25,24.25,24.25,24.25,24.25,25.00,25.00,25.00,24.75,24.67,24.51,24.50,24.50,25.00,25.00,25.00,25.00,25.00,25.00,25.00,25.00,25.00,25.00,24.92,25.00,25.00,25.25,25.00,25.13,24.75,24.75,24.75,24.75,24.75,24.75,24.75,24.89,24.75,24.75,24.75,24.75,24.75,24.75,25.25,25.25,25.13,24.88,25.00,25.00,24.92,25.00,27.63,27.38,27.00,27.00,27.50,27.50,28.13,26.88,26.88,26.88,27.50,27.11,27.50,28.13,28.13,28.13,26.88,28.13,28.75,28.13,28.13,28.88,28.88,28.88,28.21,28.88,28.88,28.75,29.17,28.75,28.75,30.00,28.75,28.75,28.75,28.75,29.38,28.96,28.75,30.00,29.38,28.75,28.75,28.13,28.13,29.38,28.13,28.13,28.75,28.75,28.75
....Nueva Ecija,"YOUNG COCONUT, MEDIUM, 1 PC",25.08,24.58,24.58,24.00,25.17,25.00,24.13,25.63,25.38,25.00,25.00,24.38,24.83,25.00,25.00,25.00,25.00,25.00,24.25,24.25,25.00,25.00,25.00,25.00,25.00,24.88,25.00,25.00,24.50,24.50,24.50,24.50,24.50,25.00,25.00,25.00,25.00,25.00,24.79,25.00,25.00,25.00,25.00,25.00,25.00,25.00,25.00,25.00,25.00,25.00,25.00,25.00,25.00,25.00,25.00,25.00,24.88,24.88,24.88,24.88,24.88,25.00,25.00,25.00,24.95,25.00,25.00,25.00,25.00,25.00,25.00,25.13,25.13,25.13,25.00,25.13,25.13,25.05,26.63,25.75,26.50,26.50,26.50,28.00,28.00,28.38,28.13,28.00,28.00,28.00,27.37,28.00,28.00,28.25,28.00,28.00,28.00,28.00,28.00,28.00,29.00,29.00,29.00,28.27,29.50,29.38,28.75,29.17,28.75,28.75,29.38,28.75,28.75,28.75,28.75,28.75,28.95,28.13,28.13,28.13,28.75,28.75,28.13,27.50,27.50,27.50,27.50,28.13,28.13,28.02
....Pampanga,"MATURED COCONUT, MEDIUM, 1 PC",14.85,14.23,14.23,17.15,17.23,17.38,17.28,17.14,17.71,18.55,18.63,18.81,16.93,19.30,19.20,19.30,19.30,19.30,19.30,19.30,19.30,19.88,19.88,19.88,20.00,19.50,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,19.50,19.00,25.00,25.00,20.71,28.75,27.50,30.00,30.00,30.00,30.00,25.00,25.00,28.75,25.00,25.00,28.13,27.76,27.63,25.63,27.75,27.75,27.50,27.63,26.75,26.75,26.75,26.75,26.75,26.75,27.03,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,33.75,30.00,30.00,30.00,30.00,30.00,30.75,30.63,30.63,30.00,30.00,30.00,30.48,30.00,29.50,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,29.13,28.88,29.79,29.13,29.13,30.00,30.00,34.38,31.88,31.25,31.88,31.88,32.38,33.00,30.50,31.28,36.25,34.38,31.88,32.50,33.75,34.38,34.38,34.38,34.38,33.13,33.13,33.13,33.81
....Pampanga,"YOUNG COCONUT, MEDIUM, 1 PC",25.42,25.67,25.83,25.00,25.38,25.13,24.00,24.33,24.63,26.75,25.00,24.88,25.17,26.25,25.00,25.13,25.13,24.25,24.75,24.75,25.25,25.00,25.00,25.00,25.25,25.06,25.50,25.13,25.13,25.13,25.38,25.88,26.50,25.00,25.25,25.63,26.38,26.63,25.63,26.50,25.00,25.50,26.50,26.00,26.00,25.00,25.00,30.00,25.00,25.00,27.75,26.10,28.75,25.63,26.75,26.75,26.75,26.75,26.75,26.75,26.75,26.75,26.75,26.75,26.82,30.63,30.63,30.63,28.25,28.25,28.25,28.25,28.00,28.25,28.25,28.25,28.75,28.87,35.00,29.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.33,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.63,30.63,26.38,26.83,30.75,30.63,30.88,31.25,31.25,31.25,31.25,32.88,30.38,34.38,33.13,32.50,32.50,32.50,31.88,31.88,31.27,31.88,31.27,31.27,31.27,32.14
....Tarlac,"MATURED COCONUT, MEDIUM, 1 PC",22.17,23.00,20.08,23.00,22.75,22.13,23.75,22.25,23.50,20.75,22.63,22.63,22.39,22.75,22.75,21.75,22.00,21.86,22.25,22.00,22.00,21.75,22.25,23.00,23.75,22.34,23.75,24.38,24.38,25.00,25.50,26.13,26.13,24.63,22.38,21.50,23.75,23.75,24.27,23.75,24.00,26.88,27.50,26.25,25.00,26.25,25.00,25.00,25.00,25.00,27.50,25.59,28.75,30.00,30.00,31.25,30.63,30.00,28.75,29.38,28.75,28.75,28.75,27.50,29.38,27.50,29.38,29.38,30.00,30.00,30.00,30.00,29.38,30.00,30.00,30.00,30.00,29.64,30.00,30.00,30.00,30.00,37.96,37.96,28.75,28.75,29.38,31.25,30.00,30.00,31.17,29.38,30.00,30.00,30.00,29.38,29.38,30.00,29.38,29.38,29.38,28.13,28.13,29.38,29.38,29.38,29.38,30.83,30.00,31.88,31.88,31.88,31.88,31.25,31.88,31.25,30.91,30.63,30.00,30.63,31.88,31.88,31.25,31.25,31.25,31.25,31.25,31.25,31.25,31.15
....Tarlac,"YOUNG COCONUT, MEDIUM, 1 PC",22.83,22.33,22.83,23.00,20.25,21.50,23.13,22.50,22.25,22.84,23.75,23.25,22.54,24.00,23.00,20.75,21.00,20.25,20.50,20.25,20.25,20.25,20.00,21.75,21.75,21.15,23.38,24.00,25.00,24.25,23.88,23.88,23.88,23.75,21.50,21.75,23.75,24.25,23.61,24.25,24.25,24.63,25.38,26.75,26.00,25.00,25.00,25.00,25.00,25.00,28.13,25.37,30.63,31.25,28.75,28.75,28.75,28.75,28.75,28.75,28.75,28.75,28.75,28.75,29.12,32.50,29.38,29.38,30.00,30.00,30.00,30.00,29.38,29.38,29.38,28.75,29.38,29.79,30.00,30.00,30.00,30.00,30.00,30.00,26.88,26.88,26.88,29.38,29.38,29.38,29.07,30.00,30.00,30.00,30.00,30.00,30.00,30.00,28.75,28.75,28.75,28.13,29.38,29.48,30.00,30.63,31.25,32.50,31.88,31.88,30.63,30.63,30.63,30.63,30.63,30.00,30.94,31.25,30.63,30.00,30.63,30.00,29.38,29.38,29.38,29.38,29.38,29.38,29.38,29.85
....Zambales,"MATURED COCONUT, MEDIUM, 1 PC",28.42,28.42,33.24,33.05,28.28,24.13,24.88,24.88,24.88,24.88,25.13,25.50,27.14,25.50,26.38,26.63,27.25,27.25,27.25,27.25,27.25,28.00,28.00,28.00,28.00,27.23,28.00,28.00,28.00,28.00,28.00,28.00,28.00,28.00,28.00,28.00,28.50,28.50,28.08,28.50,28.50,28.75,28.75,28.75,28.75,28.75,28.75,28.75,28.75,28.75,28.75,28.71,28.50,28.50,29.50,29.50,29.50,30.63,30.63,30.63,30.63,31.75,31.25,30.00,30.09,30.63,31.88,31.88,31.88,31.88,31.88,31.88,31.88,31.88,31.88,31.88,31.88,31.78,32.50,32.50,32.50,32.25,32.88,32.88,33.50,33.50,33.50,33.50,33.50,33.50,33.04,33.50,32.25,32.25,32.25,32.25,32.25,30.50,30.50,28.63,28.63,29.25,29.25,30.96,30.00,30.63,30.63,30.83,29.38,29.38,35.00,35.00,35.00,35.00,35.00,35.00,32.57,35.00,35.00,35.00,35.00,35.00,34.38,34.38,32.04,31.25,31.25,31.25,31.25,33.40
....Zambales,"YOUNG COCONUT, MEDIUM, 1 PC",21.21,21.21,22.04,23.38,24.13,25.25,25.25,25.25,25.25,25.25,25.50,25.88,24.13,25.88,25.88,25.88,25.88,25.88,25.88,25.63,25.63,25.63,25.63,25.63,25.00,25.70,25.88,26.13,26.13,26.13,26.75,26.75,27.50,27.00,27.00,27.50,27.50,27.50,26.81,28.88,28.88,28.88,28.88,29.63,29.88,29.88,29.88,29.88,29.88,29.50,30.00,29.50,36.00,36.00,36.75,36.75,38.63,33.13,33.13,33.13,33.13,31.88,31.38,31.88,34.32,33.50,34.13,33.63,34.13,34.13,32.88,33.50,33.50,33.50,33.50,32.88,33.75,33.59,34.75,34.75,32.88,33.50,33.50,33.50,33.50,32.25,32.25,32.88,33.50,34.75,33.50,36.63,34.13,34.13,34.13,34.13,34.75,32.38,31.13,29.25,29.88,31.13,31.13,32.73,31.88,32.50,32.50,34.17,33.13,33.13,33.13,32.50,32.50,32.50,32.50,33.75,32.85,33.13,33.13,33.13,33.13,33.13,33.13,33.13,33.13,33.13,33.91,33.91,33.13,33.26
..REGION IV-A (CALABARZON),"MATURED COCONUT, MEDIUM, 1 PC",18.00,18.37,18.09,18.29,18.71,18.81,19.10,18.84,18.88,18.62,18.71,18.81,18.60,18.81,18.89,19.10,19.12,19.05,18.95,18.61,18.36,18.39,18.36,18.34,18.69,18.72,18.74,18.80,18.98,19.06,19.39,19.40,19.44,19.44,19.44,19.57,19.82,20.06,19.35,20.36,21.54,21.66,20.69,20.68,20.80,20.85,21.11,21.06,21.26,21.01,21.25,21.02,21.78,21.40,21.22,21.22,21.53,21.71,21.71,21.45,21.59,22.09,22.09,22.38,21.68,22.41,21.99,21.91,21.91,21.91,22.04,22.09,22.09,22.21,22.26,22.19,22.56,22.13,22.43,22.56,22.43,22.43,22.43,22.55,22.65,22.98,23.28,23.15,23.53,23.65,22.84,23.65,23.83,23.75,23.75,23.75,23.63,23.88,24.38,24.38,24.50,24.13,24.25,23.99,24.75,24.25,24.50,24.17,24.38,24.50,24.63,24.50,24.25,24.38,24.38,24.50,24.43,25.03,24.93,25.28,25.55,25.65,25.98,25.60,25.35,25.19,25.19,25.06,25.32,25.34
..REGION IV-A (CALABARZON),"YOUNG COCONUT, MEDIUM, 1 PC",20.27,20.12,19.75,19.91,19.85,19.77,19.91,19.64,19.39,19.16,19.22,19.30,19.69,19.45,19.68,19.73,19.95,19.90,19.90,19.31,19.29,19.35,19.29,19.27,19.27,19.53,19.44,19.44,19.28,19.35,19.63,19.99,20.51,20.57,20.60,21.00,21.75,22.55,20.34,21.75,22.01,21.89,21.83,21.81,21.81,21.81,22.03,21.88,21.88,21.63,21.53,21.82,22.75,22.97,22.81,22.81,22.82,22.75,23.07,23.22,23.44,23.28,23.28,23.44,23.05,23.69,23.47,23.47,23.47,23.63,23.75,23.47,23.47,23.47,23.47,23.47,23.47,23.53,23.78,24.03,23.79,23.54,23.22,23.54,23.38,23.54,23.60,23.60,23.60,23.60,23.60,23.82,24.00,23.88,23.88,23.72,23.60,23.91,23.91,23.91,23.69,23.69,23.69,23.81,23.85,23.69,23.75,23.75,23.75,23.60,23.75,23.75,23.91,23.91,24.31,24.38,23.87,24.91,25.00,25.19,24.82,24.91,25.54,25.60,25.16,25.16,25.16,25.63,25.63,25.23
....Batangas,"MATURED COCONUT, MEDIUM, 1 PC",16.19,16.19,16.19,16.60,17.90,19.10,21.90,22.50,22.50,22.90,23.10,23.10,19.85,23.10,23.10,23.10,23.10,23.10,23.10,23.10,21.90,21.90,21.90,21.90,21.90,22.60,21.90,21.90,21.90,21.30,21.30,21.90,21.90,21.90,21.90,21.90,21.90,21.90,21.80,21.90,21.90,21.90,21.90,21.88,21.88,21.25,21.90,21.90,21.90,21.90,22.50,21.89,22.50,20.60,20.60,20.60,21.90,21.90,21.90,20.60,21.30,23.80,23.80,25.00,22.04,24.40,23.80,23.80,23.80,23.80,23.80,23.80,23.80,23.80,23.80,23.80,24.40,23.90,24.40,24.40,24.40,24.40,24.40,25.00,23.75,23.75,25.00,24.38,23.13,23.13,24.18,23.13,23.75,23.13,23.13,23.13,22.50,23.13,23.75,24.38,25.00,25.00,25.00,23.75,27.50,26.88,28.13,27.50,27.50,28.75,28.13,28.13,27.50,28.13,28.13,28.75,27.92,30.13,30.25,30.13,30.75,30.63,30.63,30.00,30.00,30.00,30.00,30.00,30.00,30.21
....Batangas,"YOUNG COCONUT, MEDIUM, 1 PC",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Cavite,"MATURED COCONUT, MEDIUM, 1 PC",19.24,19.24,19.24,19.40,19.40,18.90,18.90,18.90,18.90,18.90,18.90,18.90,19.07,18.90,18.90,18.90,20.10,20.10,20.10,20.10,20.10,20.10,20.10,20.10,20.10,19.80,20.10,20.40,20.60,21.30,21.90,21.30,21.30,21.30,21.30,21.30,21.30,21.90,21.17,22.90,22.30,22.90,22.30,22.25,22.25,22.25,22.25,22.25,22.25,21.75,23.00,22.39,23.63,23.63,22.50,22.50,22.75,24.00,24.00,24.00,24.00,24.00,24.00,24.25,23.61,25.00,23.50,23.75,23.75,23.75,23.75,24.00,24.00,24.00,24.25,24.50,25.13,24.12,25.13,25.75,25.13,25.13,25.13,25.13,24.63,25.75,25.75,25.75,25.75,25.75,25.40,25.75,26.00,26.25,26.25,26.25,26.25,26.88,26.88,26.88,26.88,25.63,26.88,26.40,26.88,26.25,26.25,25.63,26.25,25.63,26.88,26.25,25.63,25.63,25.63,25.63,26.05,26.25,26.25,28.13,27.50,27.50,28.13,26.88,25.63,24.81,24.81,24.19,24.81,26.24
....Cavite,"YOUNG COCONUT, MEDIUM, 1 PC",20.08,19.75,19.75,18.10,17.60,17.60,18.30,18.30,18.30,18.30,18.30,18.30,18.56,18.90,18.90,18.90,20.10,20.10,20.10,20.10,20.10,20.10,20.10,20.10,20.10,19.80,20.80,20.80,20.60,21.30,21.30,21.30,21.90,21.90,21.90,23.10,23.10,23.80,21.82,22.50,23.80,23.80,23.80,23.75,23.75,23.75,24.38,23.75,23.75,22.00,21.63,23.39,22.88,23.75,25.00,25.00,25.63,25.63,25.63,25.00,25.63,25.00,25.00,25.63,24.98,25.63,25.63,25.63,25.63,25.63,26.13,25.00,25.00,25.00,25.00,25.00,25.00,25.36,25.63,25.63,25.63,25.63,25.63,25.63,25.00,25.63,25.63,25.63,25.63,25.63,25.58,25.63,26.38,25.88,25.88,25.88,25.63,26.88,26.88,26.88,26.25,26.25,26.25,26.22,26.88,25.63,25.63,25.63,25.63,25.00,24.38,24.38,25.00,25.00,25.00,25.00,25.26,26.25,26.25,26.88,25.63,25.63,28.13,26.88,25.63,25.63,25.63,27.50,27.50,26.46
....Laguna,"MATURED COCONUT, MEDIUM, 1 PC",19.38,19.38,19.38,19.38,20.00,20.00,19.38,18.00,18.00,16.50,16.88,17.13,18.62,17.13,16.88,16.88,16.88,16.88,16.88,16.88,16.88,16.88,16.88,16.88,16.88,16.90,17.38,17.38,17.63,18.25,18.50,18.50,18.50,18.50,18.50,19.13,20.38,21.00,18.64,21.00,22.50,22.50,22.50,22.50,22.50,22.50,22.50,21.88,21.88,21.88,21.25,22.12,22.50,22.50,22.50,22.50,22.50,22.50,22.50,22.50,22.50,22.50,22.50,22.50,22.50,22.50,22.50,21.88,21.88,21.88,21.88,21.88,21.88,22.50,22.50,21.88,22.50,22.14,21.88,21.88,21.88,21.88,21.88,21.88,21.88,21.88,21.88,21.88,25.00,25.63,22.45,25.63,25.63,25.63,25.63,25.63,25.63,25.63,25.63,25.63,25.63,25.00,25.00,25.53,25.00,25.00,25.00,25.00,25.00,25.00,25.00,25.00,25.00,25.00,25.00,25.00,25.00,25.00,25.00,25.00,25.25,25.50,25.50,25.50,25.50,25.50,25.50,25.50,26.14,25.41
....Laguna,"YOUNG COCONUT, MEDIUM, 1 PC",17.69,17.69,17.44,19.38,19.38,19.38,19.38,18.13,16.88,16.25,16.63,16.63,17.91,16.63,16.63,16.88,16.63,16.63,16.63,16.63,16.63,16.63,16.63,16.63,16.63,16.65,16.63,16.63,16.63,16.63,17.38,17.50,17.50,18.13,18.25,18.25,20.88,23.38,18.15,21.25,21.25,21.25,21.00,21.00,21.00,21.00,21.25,21.25,21.25,21.25,21.25,21.17,21.25,20.63,21.25,21.25,20.63,20.63,20.63,20.63,20.63,20.63,20.63,20.63,20.79,20.63,20.63,20.63,20.63,21.25,21.25,21.25,21.25,21.25,21.25,21.25,21.25,21.04,21.25,21.25,21.88,21.88,20.63,21.88,21.88,21.88,21.88,21.88,21.88,21.88,21.67,21.88,21.88,21.88,21.88,21.88,21.88,21.88,21.88,21.88,21.88,21.88,21.88,21.88,21.88,22.50,22.50,23.33,22.50,22.50,23.75,23.75,23.75,23.75,23.75,23.75,23.14,23.75,24.25,25.00,25.00,25.63,25.63,25.63,25.63,25.63,25.63,25.63,25.63,25.25
....Quezon,"MATURED COCONUT, MEDIUM, 1 PC",16.43,17.50,16.18,16.71,16.89,16.66,16.57,16.68,16.86,16.66,16.54,16.79,16.71,16.79,17.46,17.46,17.39,17.54,17.54,15.86,15.79,15.96,15.79,15.71,15.71,16.58,15.71,15.71,15.38,15.07,14.77,14.82,15.00,15.00,15.00,15.00,15.00,15.00,15.12,15.00,20.00,20.00,15.75,15.75,16.50,17.25,17.88,18.25,19.25,18.50,18.50,17.72,19.25,19.25,19.25,19.25,19.25,18.88,18.88,18.88,18.88,18.88,18.88,18.88,19.03,18.88,18.88,18.88,18.88,18.88,18.88,18.88,18.88,18.88,18.88,18.88,18.88,18.88,18.88,18.88,18.88,18.88,18.88,18.88,18.88,19.13,19.38,19.38,19.38,19.38,19.07,19.38,19.38,19.38,19.38,19.38,19.38,19.38,21.25,20.63,20.63,20.63,20.00,19.90,20.00,18.75,18.75,18.33,18.75,18.75,18.75,18.75,18.75,18.75,18.75,18.75,18.82,18.75,18.75,18.75,18.75,18.75,18.75,18.75,18.75,18.75,18.75,18.75,18.75,18.75
....Quezon,"YOUNG COCONUT, MEDIUM, 1 PC",21.91,23.33,21.57,22.29,22.52,22.21,22.09,22.24,22.48,22.21,22.05,22.38,22.27,22.38,23.29,23.29,23.19,23.38,23.38,21.14,21.05,21.29,21.05,20.95,20.95,22.11,20.95,20.95,20.50,20.09,19.69,19.76,20.00,20.00,20.00,20.00,20.00,20.00,20.16,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,21.25,22.50,22.50,22.50,22.50,22.50,21.15,22.50,22.50,22.50,22.50,22.50,22.50,22.50,22.50,22.50,22.50,22.50,22.50,22.50,22.50,22.50,22.50,22.50,22.50,22.50,22.50,22.50,22.75,22.75,22.75,22.75,22.58,22.75,22.75,22.75,22.75,22.75,22.75,22.75,22.75,22.75,22.50,22.50,22.50,22.69,22.50,22.50,22.50,21.67,22.50,22.50,22.50,22.50,22.50,22.50,22.50,22.50,22.43,22.50,22.50,22.50,22.50,22.50,22.50,22.50,22.50,22.50,22.50,22.50,22.50,22.50
....Rizal,"MATURED COCONUT, MEDIUM, 1 PC",18.74,19.55,19.46,19.38,19.38,19.38,18.75,18.13,18.13,18.13,18.13,18.13,18.77,18.13,18.13,19.17,18.13,17.63,17.13,17.13,17.13,17.13,17.13,17.13,18.88,17.74,18.63,18.63,19.38,19.38,20.50,20.50,20.50,20.50,20.50,20.50,20.50,20.50,20.00,21.00,21.00,21.00,21.00,21.00,20.88,21.00,21.00,21.00,21.00,21.00,21.00,20.99,21.00,21.00,21.25,21.25,21.25,21.25,21.25,21.25,21.25,21.25,21.25,21.25,21.21,21.25,21.25,21.25,21.25,21.25,21.88,21.88,21.88,21.88,21.88,21.88,21.88,21.62,21.88,21.88,21.88,21.88,21.88,21.88,24.13,24.38,24.38,24.38,24.38,24.38,23.11,24.38,24.38,24.38,24.38,24.38,24.38,24.38,24.38,24.38,24.38,24.38,24.38,24.38,24.38,24.38,24.38,24.38,24.38,24.38,24.38,24.38,24.38,24.38,24.38,24.38,24.38,25.00,24.38,24.38,25.50,25.88,26.88,26.88,26.88,26.88,26.88,26.88,26.88,26.11
....Rizal,"YOUNG COCONUT, MEDIUM, 1 PC",21.38,19.72,20.22,19.88,19.88,19.88,19.88,19.88,19.88,19.88,19.88,19.88,20.02,19.88,19.88,19.83,19.88,19.50,19.50,19.38,19.38,19.38,19.38,19.38,19.38,19.56,19.38,19.38,19.38,19.38,20.13,21.38,22.63,22.25,22.25,22.63,23.00,23.00,21.23,23.25,23.00,22.50,22.50,22.50,22.50,22.50,22.50,22.50,22.50,23.25,23.25,22.73,26.88,27.50,25.00,25.00,25.00,24.75,24.75,24.75,25.00,25.00,25.00,25.00,25.30,26.00,25.13,25.13,25.13,25.13,25.13,25.13,25.13,25.13,25.13,25.13,25.13,25.20,25.75,26.75,25.13,24.13,24.13,24.13,24.13,24.13,24.13,24.13,24.13,24.13,24.57,25.00,25.00,25.00,25.00,24.38,24.13,24.13,24.13,24.13,24.13,24.13,24.13,24.44,24.13,24.13,24.38,24.38,24.38,24.38,24.38,24.38,24.38,24.38,26.00,26.25,24.63,27.13,27.00,26.38,26.13,25.88,25.88,27.38,26.88,26.88,26.88,26.88,26.88,26.68
..MIMAROPA REGION,"MATURED COCONUT, MEDIUM, 1 PC",13.10,13.14,13.06,13.23,13.50,13.64,13.60,13.07,12.81,12.65,12.75,12.45,13.08,12.45,12.58,12.47,12.40,12.84,12.87,12.95,12.70,12.79,12.91,12.58,12.60,12.68,12.78,12.97,13.13,13.50,13.66,13.89,14.05,14.62,14.75,15.20,15.37,15.42,14.11,15.79,15.92,16.22,16.27,15.94,15.94,15.94,15.89,16.14,16.02,16.27,16.02,16.03,15.58,15.58,15.83,15.91,15.91,16.10,16.12,16.60,16.60,16.65,16.53,16.53,16.16,17.03,16.40,16.38,16.00,15.48,15.53,16.05,16.85,17.15,17.20,17.08,17.08,16.52,17.33,17.88,18.05,18.10,18.48,18.48,17.40,17.58,17.70,17.90,17.40,17.05,17.78,17.25,17.48,17.35,17.38,17.73,17.80,17.75,17.73,17.80,17.85,17.53,17.65,17.61,17.63,18.05,17.93,18.18,18.35,18.38,18.73,18.78,18.73,19.10,19.40,20.23,18.62,20.20,20.43,20.80,20.98,20.53,20.50,21.23,20.55,19.83,20.39,20.25,20.10,20.48
..MIMAROPA REGION,"YOUNG COCONUT, MEDIUM, 1 PC",14.31,14.13,14.17,14.17,13.82,14.15,14.03,14.05,13.97,13.79,14.00,13.66,14.02,13.89,13.89,13.75,13.60,14.22,14.22,14.25,14.17,14.39,14.42,14.07,14.11,14.08,14.64,14.79,14.48,14.78,15.13,15.38,15.30,15.49,15.56,15.66,15.59,15.94,15.23,15.79,15.72,16.40,16.16,15.61,15.53,15.41,15.57,16.49,16.77,16.73,16.76,16.08,16.66,16.98,16.93,16.88,16.78,16.78,16.85,17.48,17.53,17.60,17.60,17.73,17.15,17.00,17.38,20.18,17.75,17.33,17.58,17.58,17.28,16.93,16.73,16.78,16.90,17.45,16.78,16.80,16.90,17.49,17.84,18.34,19.04,19.04,19.56,19.59,19.31,19.31,18.33,19.19,19.51,19.24,18.49,18.49,19.84,17.99,18.19,18.66,18.89,18.61,18.39,18.79,18.76,18.83,18.92,19.10,19.45,19.23,20.28,20.70,20.95,20.78,21.24,22.15,20.03,22.19,21.98,22.50,22.53,22.15,21.83,22.50,22.54,22.66,22.66,22.74,23.56,22.49
....Marinduque,"MATURED COCONUT, MEDIUM, 1 PC",12.52,12.52,12.69,13.34,13.34,13.34,13.01,11.96,10.66,9.44,9.20,8.30,11.69,8.30,8.95,9.27,8.62,9.44,9.44,9.76,8.46,8.62,8.95,8.62,8.62,8.92,9.11,9.52,9.44,11.30,12.12,11.88,12.20,13.50,13.50,15.00,14.75,15.00,12.28,15.63,15.63,15.88,15.88,15.13,15.13,15.13,14.25,15.50,15.50,15.50,15.50,15.39,15.50,15.50,14.88,15.25,15.25,15.88,15.88,15.88,15.88,15.88,15.88,15.88,15.63,15.88,15.88,15.88,14.63,14.63,14.63,15.25,14.63,15.25,15.88,15.88,15.88,15.36,17.13,17.13,15.88,15.88,15.88,15.88,13.13,13.38,13.38,13.38,13.38,13.38,14.82,13.13,13.50,13.38,13.38,13.88,13.88,14.00,13.75,13.75,13.75,13.75,13.75,13.66,13.75,14.38,14.38,15.00,15.00,16.25,16.88,17.38,17.38,17.38,18.63,20.50,16.41,20.00,20.00,20.00,20.00,20.63,20.63,20.63,20.63,20.63,23.44,23.44,23.44,21.12
....Marinduque,"YOUNG COCONUT, MEDIUM, 1 PC",16.73,15.67,15.67,15.50,14.63,14.38,13.38,13.13,12.75,11.50,12.00,11.13,13.87,12.25,12.25,12.50,12.50,13.00,13.00,13.00,12.50,12.25,12.25,12.25,12.25,12.50,14.38,14.38,13.75,14.00,14.38,14.38,14.00,14.50,14.88,15.38,15.00,15.00,14.50,14.25,14.75,18.13,17.75,15.00,14.63,14.63,14.63,14.13,14.13,14.25,14.25,15.04,14.25,14.25,14.25,14.00,14.00,14.00,14.38,14.38,14.38,14.38,14.38,14.38,14.25,14.38,15.00,15.00,14.25,14.88,15.50,15.50,15.50,14.00,14.63,14.88,14.88,14.87,15.50,15.63,16.38,16.50,16.63,16.63,17.50,17.50,17.50,17.50,17.50,17.50,16.86,18.13,18.75,17.50,15.00,15.00,14.38,15.00,15.63,17.63,18.13,18.13,18.13,16.78,18.75,18.75,18.75,19.17,18.75,18.75,18.75,18.75,18.75,18.75,20.00,21.25,19.10,21.25,21.88,21.88,21.88,22.50,22.50,22.50,22.50,22.50,22.50,22.50,22.50,22.24
