Region/Province,Commodity,2012 January,2012 February,2012 March,2012 April,2012 May,2012 June,2012 July,2012 August,2012 September,2012 October,2012 November,2012 December,2012 Annual,2013 January,2013 February,2013 March,2013 April,2013 May,2013 June,2013 July,2013 August,2013 September,2013 October,2013 November,2013 December,2013 Annual,2014 January,2014 February,2014 March,2014 April,2014 May,2014 June,2014 July,2014 August,2014 September,2014 October,2014 November,2014 December,2014 Annual,2015 January,2015 February,2015 March,2015 April,2015 May,2015 June,2015 July,2015 August,2015 September,2015 October,2015 November,2015 December,2015 Annual,2016 January,2016 February,2016 March,2016 April,2016 May,2016 June,2016 July,2016 August,2016 September,2016 October,2016 November,2016 December,2016 Annual,2017 January,2017 February,2017 March,2017 April,2017 May,2017 June,2017 July,2017 August,2017 September,2017 October,2017 November,2017 December,2017 Annual,2018 January,2018 February,2018 March,2018 April,2018 May,2018 June,2018 July,2018 August,2018 September,2018 October,2018 November,2018 December,2018 Annual,2019 January,2019 February,2019 March,2019 April,2019 May,2019 June,2019 July,2019 August,2019 September,2019 October,2019 November,2019 December,2019 Annual,2020 January,2020 February,2020 March,2020 April,2020 May,2020 June,2020 July,2020 August,2020 September,2020 October,2020 November,2020 December,2020 Annual,2021 January,2021 February,2021 March,2021 April,2021 May,2021 June,2021 July,2021 August,2021 September,2021 October,2021 November,2021 December,2021 Annual
....Masbate,"ONION WHITE (YELLOW GRANEX), 1 KG",104.25,80.71,87.44,87.44,80.71,90.80,87.44,87.44,94.16,104.25,108.96,115.01,94.05,96.85,95.84,94.16,77.35,72.31,85.76,77.36,77.36,79.03,84.07,80.71,102.57,85.28,109.29,109.29,97.53,80.71,84.07,97.53,80.71,80.71,80.71,80.71,80.71,84.07,88.84,80.71,67.26,63.89,63.89,60.53,77.35,62.22,80.71,84.07,95.84,107.61,117.70,80.15,124.42,114.33,94.15,97.52,97.52,107.61,104.24,121.06,124.42,131.15,131.15,124.42,114.33,121.06,107.61,104.24,114.33,97.52,97.52,87.43,94.15,80.70,100.88,104.24,114.33,102.00,147.96,131.14,97.52,94.15,89.11,84.07,124.43,131.16,131.16,137.89,124.43,121.07,117.84,110.98,121.07,105.94,95.66,88.83,92.24,99.08,98.22,93.95,102.50,110.00,122.50,103.41,132.50,143.75,128.75,111.67,107.50,102.50,112.50,105.00,111.25,123.75,141.25,176.25,124.72,176.25,153.13,131.25,120.00,112.50,107.50,117.50,118.75,123.75,122.50,126.25,153.75,130.26
....Masbate,"GINGER, 1 KG",10.33,10.33,10.33,10.33,9.30,9.65,9.30,9.30,9.30,9.30,9.30,9.30,9.67,9.98,9.98,9.98,9.30,9.30,9.30,9.30,9.30,9.30,9.98,9.98,9.98,9.64,9.98,10.68,10.68,10.68,10.68,10.68,18.59,26.17,26.17,26.17,26.17,26.17,17.74,33.77,25.33,25.33,21.95,46.01,63.32,67.54,67.54,53.19,48.12,43.06,29.55,43.73,29.97,25.75,25.75,30.39,28.28,32.51,31.66,33.35,33.35,35.04,29.55,29.55,30.43,38.13,28.60,28.60,24.78,51.95,71.50,69.64,73.36,73.36,77.07,65.00,65.00,55.58,63.75,62.50,65.00,62.50,82.50,67.50,58.75,60.00,67.50,75.00,72.50,66.25,66.98,62.50,76.25,77.50,67.50,65.00,162.50,152.50,166.25,158.75,142.50,107.50,108.75,112.29,123.75,117.50,137.50,120.00,112.50,142.50,185.00,176.25,180.00,180.00,170.00,92.50,144.79,112.50,108.75,95.00,77.50,90.00,92.50,120.00,110.77,116.93,116.93,104.62,106.76,104.36
....Masbate,"GARLIC, IMPORTED, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Sorsogon,"GARLIC, NATIVE, 1 KG",59.58,52.54,49.66,49.29,44.59,47.29,52.53,52.53,50.54,50.54,51.44,52.35,51.07,52.35,54.15,52.35,51.27,64.98,51.44,50.54,50.19,48.82,49.64,72.19,74.01,55.99,67.23,83.02,68.22,66.77,71.30,105.59,129.96,112.50,112.50,112.50,112.50,112.50,96.22,108.75,104.38,99.38,97.50,96.25,102.50,105.00,102.50,115.00,106.25,108.75,110.00,104.69,117.50,122.50,125.00,145.00,152.50,165.00,147.50,143.75,151.25,162.50,162.50,160.00,146.25,154.67,148.45,141.34,138.67,136.89,145.78,130.32,127.01,133.64,143.58,143.58,150.00,141.16,158.75,147.50,142.50,152.50,147.50,142.50,142.50,142.50,155.00,171.25,180.00,185.00,155.63,197.50,202.50,202.50,200.00,202.50,205.00,197.50,187.50,188.13,195.63,199.38,196.88,197.92,201.88,201.88,195.00,180.00,191.25,177.50,170.00,167.50,167.50,165.00,172.50,175.00,180.42,180.00,180.00,152.50,150.00,150.00,160.00,162.50,170.17,186.04,190.47,187.78,177.02,170.54
....Sorsogon,"ONION RED CREOLE (BERMUDA RED), 1 KG",116.06,116.06,116.06,99.37,87.04,92.12,97.56,103.00,101.54,102.08,104.80,106.80,103.54,114.96,114.42,116.05,99.73,95.47,106.08,107.44,103.82,101.10,99.28,100.64,121.50,106.71,125.12,116.96,85.22,77.97,80.23,72.53,82.50,90.66,86.95,79.24,81.60,81.60,88.38,83.42,77.98,71.63,73.45,69.83,71.64,78.00,77.09,86.61,93.41,107.74,121.53,84.36,125.15,112.45,83.44,107.93,97.95,108.83,110.65,122.44,128.79,137.87,125.17,108.84,114.13,112.46,114.28,104.30,97.05,99.77,90.69,87.07,90.69,101.57,108.83,107.93,125.16,103.32,148.74,128.78,105.21,110.65,103.39,108.83,116.09,119.71,119.71,114.27,116.09,121.53,117.75,110.65,105.21,99.77,78.48,82.61,81.78,77.64,84.25,85.90,97.50,115.00,185.00,100.32,213.75,165.00,130.00,123.33,112.50,125.00,112.50,137.50,170.00,200.00,201.25,172.50,155.28,172.50,132.50,127.50,122.50,107.50,110.00,115.00,115.00,125.00,133.75,135.63,201.25,133.18
....Sorsogon,"ONION WHITE (YELLOW GRANEX), 1 KG",126.54,120.32,120.32,117.21,115.23,109.12,113.26,120.52,117.41,117.41,117.41,118.87,117.80,120.33,119.28,119.28,110.99,105.80,116.17,114.10,112.02,108.91,108.70,107.88,120.33,113.65,128.62,118.25,101.66,97.50,103.72,92.32,97.50,101.66,103.73,112.03,114.11,114.11,107.10,109.95,99.58,92.32,92.32,91.27,91.27,93.35,97.49,106.83,110.99,115.13,133.80,102.86,114.10,109.53,97.49,112.01,109.93,116.15,112.01,124.45,126.53,134.82,129.64,122.37,117.42,120.30,118.22,110.44,106.30,105.78,97.48,97.48,94.89,105.78,112.00,110.97,132.75,109.37,153.48,136.89,112.00,120.30,116.14,116.14,124.44,128.58,151.40,145.18,141.02,134.80,131.70,134.80,124.43,122.35,96.67,100.38,102.25,97.60,102.25,117.12,141.25,118.75,136.25,116.18,141.25,133.75,120.00,116.67,110.00,117.50,112.50,116.25,135.00,150.00,157.50,156.25,130.56,156.25,130.00,127.50,120.00,102.50,102.50,115.00,110.00,112.50,108.75,118.75,145.88,120.80
....Sorsogon,"GINGER, 1 KG",4.59,3.30,3.30,4.04,4.00,4.19,3.81,3.81,3.81,3.81,3.81,4.33,3.90,4.19,4.19,4.19,4.19,4.19,4.19,4.19,4.19,4.19,3.72,4.00,4.00,4.12,4.09,4.09,4.00,4.00,4.02,4.48,5.73,5.76,5.76,5.95,5.95,5.95,4.98,5.95,5.95,5.95,5.95,6.04,7.43,8.83,8.83,8.83,6.97,6.97,7.43,7.09,6.97,6.50,6.50,6.50,6.50,6.50,6.50,6.50,6.50,6.50,6.50,6.50,6.54,6.50,6.50,6.50,6.50,6.61,8.13,8.13,8.13,8.13,8.13,8.13,8.13,7.46,8.13,8.13,8.13,8.13,8.13,8.13,8.13,8.13,8.13,5.44,5.44,5.19,7.44,4.94,4.94,4.50,4.50,5.69,6.38,5.94,5.88,5.69,5.56,5.94,5.94,5.49,5.69,5.31,6.00,7.08,7.69,191.25,192.50,190.00,202.50,177.50,172.50,150.00,109.00,140.00,127.50,132.50,107.50,115.00,127.50,131.25,127.50,130.00,105.00,117.50,117.50,123.23
....Sorsogon,"GARLIC, IMPORTED, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
..REGION VI (WESTERN VISAYAS),"GARLIC, NATIVE, 1 KG",111.70,109.99,107.50,108.82,106.72,109.73,115.77,117.94,124.32,124.32,121.46,123.48,115.15,122.42,122.42,124.45,117.87,121.19,116.65,111.25,110.24,110.24,110.24,112.99,129.55,117.46,128.53,127.73,122.66,127.81,155.14,209.27,333.98,221.79,202.34,178.44,169.57,167.76,178.75,156.66,155.13,139.76,140.69,139.02,135.31,137.56,149.13,136.54,140.08,141.40,142.17,142.79,154.11,150.06,150.01,169.32,171.28,176.57,173.65,171.44,168.94,169.59,161.94,165.08,165.17,168.08,169.83,167.42,171.00,175.83,185.67,179.42,155.42,153.33,145.50,144.67,144.67,163.40,137.58,133.92,133.58,127.48,126.48,122.70,126.20,120.29,116.48,115.98,118.53,118.68,124.83,123.80,124.55,123.88,127.55,130.69,145.26,143.47,143.76,146.31,144.22,136.10,141.85,135.95,150.90,193.57,173.67,165.50,171.00,137.50,120.67,114.17,109.58,111.92,117.67,123.42,140.80,122.33,116.83,117.08,114.25,109.50,109.17,109.25,111.13,113.84,120.10,122.71,128.16,116.20
..REGION VI (WESTERN VISAYAS),"ONION RED CREOLE (BERMUDA RED), 1 KG",69.64,66.48,58.45,57.30,58.47,61.79,67.18,68.14,67.11,68.86,72.62,70.72,65.56,69.82,70.96,66.84,61.03,59.99,60.91,62.70,65.43,65.90,66.91,71.82,81.82,67.01,85.80,88.51,78.55,75.04,61.53,59.14,53.13,64.71,68.52,68.27,69.95,68.77,70.16,64.99,62.69,57.61,58.14,56.27,56.48,61.22,64.51,65.54,68.46,77.76,84.48,64.85,87.75,83.05,71.71,73.80,74.43,82.69,92.68,93.76,104.75,105.76,99.79,92.13,88.53,93.46,95.04,85.63,83.54,75.38,75.79,77.96,81.17,81.29,86.29,91.59,115.50,86.89,135.67,115.79,98.17,91.58,91.21,96.96,102.50,107.38,111.88,107.00,101.43,101.05,105.05,102.83,97.88,93.25,88.73,81.68,75.96,81.79,79.54,84.22,86.13,104.76,161.83,94.88,226.83,191.42,143.33,130.13,124.96,109.25,108.25,107.33,125.29,151.54,175.71,174.33,147.36,133.96,130.29,135.79,119.13,110.46,114.13,117.25,118.61,117.76,128.34,131.56,164.93,126.85
..REGION VI (WESTERN VISAYAS),"ONION WHITE (YELLOW GRANEX), 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
..REGION VI (WESTERN VISAYAS),"GINGER, 1 KG",91.96,92.47,91.02,90.58,90.32,89.47,91.17,93.18,92.10,91.80,88.66,88.17,90.91,88.56,85.21,85.21,85.21,95.85,99.03,107.51,107.60,103.77,102.49,108.73,108.73,98.16,105.54,107.53,109.97,118.27,138.69,152.18,137.71,148.38,131.09,113.19,110.40,103.47,123.04,96.40,94.03,91.85,109.73,135.32,139.39,136.56,141.88,135.88,131.98,123.33,111.88,120.69,116.30,100.00,92.92,89.79,91.67,93.23,92.71,92.29,90.94,94.06,93.02,88.02,94.58,86.46,86.77,83.96,80.26,80.05,79.90,72.71,71.62,72.56,74.64,73.39,69.12,77.62,68.02,70.37,62.55,61.88,64.17,63.08,63.02,61.56,62.29,66.15,73.48,74.12,65.89,74.28,72.40,75.22,74.97,105.94,123.23,125.94,133.23,136.56,131.67,126.36,123.44,108.60,116.36,106.51,108.96,162.03,172.29,174.17,172.81,170.52,166.04,143.13,129.27,120.94,145.25,114.01,110.63,106.46,96.36,97.08,99.38,98.39,104.88,108.52,111.79,106.28,102.57,104.70
..REGION VI (WESTERN VISAYAS),"GARLIC, IMPORTED, 1 KG",43.56,43.56,43.56,36.32,42.42,46.91,46.91,44.70,44.70,43.57,46.92,46.92,44.17,46.92,46.92,52.48,51.41,51.41,50.27,50.27,44.71,44.71,44.71,44.71,44.71,47.77,44.71,45.79,45.79,45.79,45.79,73.74,90.50,90.50,90.50,90.50,90.50,90.50,70.38,89.41,88.32,88.32,88.32,88.32,88.32,88.32,88.32,88.32,88.32,88.32,88.32,88.41,89.41,89.41,102.50,102.50,105.00,105.00,130.00,147.50,150.00,146.25,143.75,152.50,121.99,166.25,168.75,167.50,167.50,162.50,173.75,156.25,166.25,131.25,131.25,127.50,128.75,153.96,118.75,125.00,116.25,116.25,108.75,111.25,111.25,110.00,111.25,120.00,121.41,108.75,114.91,110.00,110.00,116.25,113.75,126.25,138.75,143.75,147.50,146.25,141.25,137.50,140.00,130.94,143.75,165.00,153.75,158.75,157.50,139.38,108.13,108.13,115.00,116.25,111.25,110.00,132.24,107.50,100.63,105.00,105.00,105.00,102.50,102.50,107.50,117.00,129.00,135.25,135.00,112.66
....Aklan,"GARLIC, NATIVE, 1 KG",115.48,115.48,115.48,115.48,114.97,119.90,131.54,131.54,131.54,131.54,131.54,140.35,124.57,140.35,140.35,140.35,140.35,140.35,140.35,131.54,131.54,131.54,131.54,131.54,174.80,139.55,174.80,174.80,174.80,157.45,157.45,166.25,207.17,200.70,180.36,103.06,105.77,97.63,158.35,105.77,101.70,98.99,98.99,99.67,99.67,104.41,93.56,104.41,104.41,104.41,104.41,101.70,161.36,137.64,136.28,180.34,183.05,185.76,185.76,188.47,188.47,187.11,172.20,160.00,172.20,162.50,172.50,173.75,180.00,190.00,192.50,202.50,175.00,162.50,140.00,141.25,141.25,169.48,107.50,120.00,135.00,100.00,100.00,102.50,98.75,93.13,90.00,92.50,84.25,90.00,101.14,90.00,92.50,86.25,91.75,102.50,125.00,133.75,126.25,132.50,123.75,122.50,121.25,112.33,127.50,196.25,173.75,166.25,172.50,125.00,118.75,110.00,102.50,100.00,111.25,115.00,134.90,113.75,116.25,116.25,107.50,105.00,101.25,102.50,108.75,115.00,113.75,117.50,118.75,111.35
....Aklan,"ONION RED CREOLE (BERMUDA RED), 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Aklan,"ONION WHITE (YELLOW GRANEX), 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Aklan,"GINGER, 1 KG",144.11,144.11,144.11,144.11,144.11,144.11,144.11,155.53,155.53,155.53,153.30,144.10,147.73,153.30,153.30,153.30,153.30,153.30,153.30,162.50,162.50,162.50,162.50,162.50,162.50,157.90,162.50,162.50,162.50,162.50,162.50,162.50,162.50,162.50,152.50,135.00,135.00,95.00,151.46,95.00,95.00,92.50,92.50,98.75,98.75,98.75,100.00,98.75,117.50,117.50,117.50,101.88,179.38,140.00,116.25,98.75,98.75,97.50,97.50,97.50,97.50,108.75,105.00,92.50,110.78,93.75,93.75,86.25,83.75,81.25,86.25,72.50,66.88,63.13,66.25,66.25,56.25,76.36,56.25,70.00,37.50,37.50,42.50,45.00,43.75,43.75,46.25,47.50,61.00,64.75,49.65,64.75,64.75,63.50,62.50,80.00,116.67,121.67,131.67,138.33,130.00,118.75,111.25,100.32,108.75,75.00,95.63,113.13,141.25,165.00,163.75,163.75,168.75,155.00,131.25,130.00,134.27,111.25,112.50,115.00,82.50,78.75,85.00,90.00,102.00,104.40,100.80,103.20,97.20,98.55
....Aklan,"GARLIC, IMPORTED, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Antique,"GARLIC, NATIVE, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Antique,"ONION RED CREOLE (BERMUDA RED), 1 KG",57.43,50.50,51.84,48.10,49.64,57.61,69.13,67.92,73.12,75.10,75.77,71.79,62.33,64.86,64.35,56.38,58.49,47.74,50.52,55.05,58.50,63.83,69.16,69.83,78.44,61.43,81.92,85.90,75.92,70.63,38.56,30.19,38.33,54.52,53.25,55.78,57.05,56.10,58.18,55.78,46.91,43.74,40.57,39.31,40.64,42.23,46.67,47.31,51.11,55.86,55.54,47.14,76.09,69.75,65.95,63.41,64.93,69.38,81.18,81.18,81.18,86.25,86.25,86.25,75.98,81.25,87.50,80.00,80.00,61.25,61.25,70.00,73.13,78.75,85.00,83.75,113.75,79.64,136.25,115.00,96.25,78.75,82.50,86.25,97.50,98.75,110.00,113.75,91.88,97.50,100.37,92.50,86.88,76.25,65.00,60.00,53.75,62.50,76.25,78.75,85.00,91.25,132.50,80.05,220.00,172.50,112.50,121.25,118.75,107.50,105.00,108.75,135.00,165.00,190.00,193.75,145.83,142.50,133.75,143.75,115.00,110.00,115.00,120.00,122.11,121.06,123.17,121.06,157.06,127.04
....Antique,"ONION WHITE (YELLOW GRANEX), 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Antique,"GINGER, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Antique,"GARLIC, IMPORTED, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Capiz,"GARLIC, NATIVE, 1 KG",107.04,107.04,107.04,110.68,107.04,107.04,105.31,107.04,107.04,107.04,107.04,107.04,107.20,107.04,107.04,107.04,107.04,107.04,107.04,107.04,107.04,107.04,107.04,110.68,110.68,107.65,110.68,110.68,110.68,110.68,121.38,174.89,445.88,303.33,283.83,251.76,209.80,215.79,204.12,164.84,166.34,164.84,155.85,154.33,148.34,149.84,149.84,149.84,149.84,150.60,149.84,154.53,163.33,161.83,163.33,163.33,163.33,163.33,163.33,163.33,163.33,166.69,166.69,165.00,163.90,171.25,172.50,175.00,167.50,177.50,180.00,187.50,153.75,153.75,148.75,148.75,150.00,165.52,150.00,150.00,150.00,150.00,150.00,150.00,150.00,131.88,133.75,133.75,132.50,126.25,142.34,123.75,123.75,125.00,126.25,120.00,120.00,121.88,122.50,126.88,123.13,123.13,122.50,123.23,127.50,197.50,176.25,153.75,167.50,132.50,113.75,107.50,98.75,100.00,103.75,128.75,133.96,123.75,118.75,117.50,113.75,108.75,106.25,108.75,112.34,113.54,119.52,118.32,120.71,115.16
....Capiz,"ONION RED CREOLE (BERMUDA RED), 1 KG",73.01,64.17,64.17,65.79,63.10,70.77,67.83,70.77,73.71,73.71,75.20,75.20,69.79,73.71,73.71,73.71,70.77,64.87,64.87,61.93,65.94,62.96,62.68,66.36,87.00,69.04,88.49,88.49,86.72,88.21,80.81,74.05,53.10,59.00,61.00,61.00,62.00,62.00,72.07,53.00,51.00,48.00,45.00,47.00,48.00,50.00,52.00,54.00,56.00,74.00,65.00,53.58,61.00,58.00,48.00,61.00,62.00,63.00,67.00,72.00,99.00,99.00,95.00,95.00,73.33,97.50,97.50,85.00,75.00,72.50,72.50,68.75,72.50,72.50,83.75,85.63,86.88,80.83,89.38,90.63,98.75,98.75,96.88,96.88,92.50,93.13,96.88,101.25,100.00,98.75,96.15,98.75,98.75,98.75,89.56,87.75,90.00,90.00,85.63,82.75,84.00,84.63,165.00,96.30,206.25,175.00,151.25,118.13,109.38,103.75,108.75,110.00,126.88,129.38,158.13,178.75,139.64,160.63,144.38,143.13,135.63,134.38,126.88,125.00,128.50,121.49,133.17,129.67,148.36,135.94
....Capiz,"ONION WHITE (YELLOW GRANEX), 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Capiz,"GINGER, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Capiz,"GARLIC, IMPORTED, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Guimaras,"GARLIC, NATIVE, 1 KG",77.79,77.79,74.40,77.36,81.16,81.16,101.45,101.45,98.07,98.07,101.45,102.72,89.41,106.52,106.52,116.66,101.44,91.30,86.23,86.23,81.16,81.16,81.16,91.30,121.73,95.95,116.66,121.73,96.37,139.49,202.89,304.34,393.10,230.79,190.21,180.07,175.00,175.00,193.80,172.46,167.39,101.45,111.59,111.59,106.52,109.06,103.99,101.45,116.67,120.00,118.33,120.04,126.67,126.67,130.00,160.00,163.33,173.33,160.00,150.00,156.67,151.67,138.33,156.67,149.45,156.67,156.67,143.33,156.67,160.00,156.67,158.33,165.00,160.00,163.33,156.67,156.67,157.50,160.00,136.67,120.00,126.67,126.67,110.00,130.00,126.67,106.67,106.67,106.67,106.67,121.95,110.00,110.00,106.67,110.00,110.00,131.67,113.33,126.67,130.00,133.33,130.00,140.00,120.97,145.00,188.33,171.67,163.33,175.00,145.00,136.67,126.67,120.00,126.67,126.67,131.67,146.39,135.00,126.67,125.00,123.33,113.33,111.67,108.33,111.83,115.32,113.57,124.05,145.02,121.09
....Guimaras,"ONION RED CREOLE (BERMUDA RED), 1 KG",116.07,116.07,78.22,75.70,75.70,75.70,95.89,95.89,80.75,82.01,85.79,85.79,88.63,93.36,95.88,83.26,60.55,75.69,75.69,75.69,80.74,80.74,80.74,100.93,121.12,85.37,121.12,121.12,95.89,85.80,63.09,65.61,50.47,80.75,80.75,80.75,80.75,80.75,83.90,78.23,78.23,70.66,78.23,70.66,68.14,78.24,80.76,80.76,88.33,108.33,130.00,84.21,126.67,110.00,83.33,88.33,93.33,111.67,123.33,120.00,121.67,121.67,123.33,100.00,110.28,96.67,103.33,85.00,93.33,90.00,88.33,86.67,93.33,93.33,98.33,106.67,130.00,97.08,173.33,133.33,113.33,106.67,106.67,106.67,120.00,130.00,130.00,110.00,110.00,110.00,120.83,110.00,110.00,115.00,123.33,90.00,86.67,103.33,83.33,93.33,96.67,126.67,186.67,110.42,226.67,193.33,156.67,160.00,146.67,110.00,120.00,116.67,128.33,158.33,206.67,161.67,157.08,121.67,123.33,128.33,110.00,94.17,110.00,110.00,118.09,111.62,129.41,134.26,207.05,124.83
