Region/Province,Commodity,2012 January,2012 February,2012 March,2012 April,2012 May,2012 June,2012 July,2012 August,2012 September,2012 October,2012 November,2012 December,2012 Annual,2013 January,2013 February,2013 March,2013 April,2013 May,2013 June,2013 July,2013 August,2013 September,2013 October,2013 November,2013 December,2013 Annual,2014 January,2014 February,2014 March,2014 April,2014 May,2014 June,2014 July,2014 August,2014 September,2014 October,2014 November,2014 December,2014 Annual,2015 January,2015 February,2015 March,2015 April,2015 May,2015 June,2015 July,2015 August,2015 September,2015 October,2015 November,2015 December,2015 Annual,2016 January,2016 February,2016 March,2016 April,2016 May,2016 June,2016 July,2016 August,2016 September,2016 October,2016 November,2016 December,2016 Annual,2017 January,2017 February,2017 March,2017 April,2017 May,2017 June,2017 July,2017 August,2017 September,2017 October,2017 November,2017 December,2017 Annual,2018 January,2018 February,2018 March,2018 April,2018 May,2018 June,2018 July,2018 August,2018 September,2018 October,2018 November,2018 December,2018 Annual,2019 January,2019 February,2019 March,2019 April,2019 May,2019 June,2019 July,2019 August,2019 September,2019 October,2019 November,2019 December,2019 Annual,2020 January,2020 February,2020 March,2020 April,2020 May,2020 June,2020 July,2020 August,2020 September,2020 October,2020 November,2020 December,2020 Annual,2021 January,2021 February,2021 March,2021 April,2021 May,2021 June,2021 July,2021 August,2021 September,2021 October,2021 November,2021 December,2021 Annual
....Antique,"FRESH, PORK PATA (FORE/FRONT), 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Antique,"FRESH, PORK, MEAT WITH BONES, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Antique,"FRESH, PORK, PURE MEAT, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Capiz,"FRESH, BEEF, MEAT WITH BONES, 1 KG",177.18,177.18,175.53,178.84,177.18,175.53,175.53,175.53,172.21,172.21,173.87,173.87,175.39,173.87,176.36,178.85,180.92,182.58,182.58,185.48,187.13,187.13,187.13,193.75,193.75,184.13,193.75,193.75,198.13,199.17,204.17,204.17,205.83,205.83,207.50,207.50,207.50,207.50,202.90,206.25,206.25,206.25,206.25,207.50,206.25,206.25,206.25,206.25,206.25,206.25,206.25,206.35,206.25,203.75,203.75,203.75,203.75,203.75,203.75,203.75,203.75,203.75,203.75,203.75,203.96,206.25,206.25,206.25,206.25,208.75,208.75,208.75,208.75,208.75,207.50,206.25,206.25,207.40,206.25,230.00,233.75,233.75,233.75,238.75,242.50,245.00,246.25,246.25,246.25,246.25,237.40,246.25,246.25,246.25,246.25,248.75,248.75,248.75,248.75,248.75,248.75,247.50,242.50,247.29,240.00,235.00,235.00,233.75,236.25,236.25,236.25,236.25,236.25,235.00,235.00,237.50,236.04,237.50,243.75,247.50,250.00,250.00,256.25,256.25,255.02,256.25,256.25,256.25,256.25,251.77
....Capiz,"FRESH, BEEF, PURE MEAT, 1 KG",180.06,180.06,178.41,180.07,180.07,182.56,182.56,182.56,182.56,182.56,183.40,183.40,181.52,183.40,190.03,190.87,190.87,192.53,192.53,195.86,199.18,199.18,199.18,202.50,202.50,194.89,202.50,206.25,211.88,209.38,213.13,213.75,215.00,218.75,220.00,220.00,220.00,220.00,214.22,220.00,226.25,231.25,231.25,222.50,231.25,231.25,231.25,231.25,231.25,231.25,231.25,229.17,231.25,231.25,228.75,228.75,228.75,228.75,228.75,228.75,228.75,228.75,228.75,228.75,229.17,228.75,228.75,228.75,228.75,233.75,233.75,233.75,233.75,235.00,235.00,235.00,236.25,232.60,237.50,251.25,252.50,252.50,252.50,252.50,256.88,261.88,261.88,261.88,260.63,261.88,255.32,261.88,261.88,261.88,261.88,261.88,261.88,260.63,261.88,259.38,258.13,260.00,263.75,261.25,263.75,260.00,260.00,260.00,262.50,267.50,267.50,267.50,267.50,267.50,267.50,268.75,265.00,268.75,270.00,273.75,276.25,277.50,275.00,275.00,277.48,279.96,279.96,288.63,288.63,277.58
....Capiz,"FRESH, PORK PATA (FORE/FRONT), 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Capiz,"FRESH, PORK, MEAT WITH BONES, 1 KG",149.37,149.37,149.37,151.05,149.37,149.37,149.37,149.37,149.37,149.37,149.37,149.37,149.51,149.37,152.74,156.10,156.10,164.48,164.48,166.16,169.52,169.52,169.52,172.89,175.41,163.86,176.25,176.25,178.75,176.25,183.13,183.13,188.13,189.38,189.38,189.38,189.38,189.38,184.07,189.38,185.00,185.00,185.00,190.00,185.00,185.00,185.00,185.00,185.00,185.00,185.00,185.78,185.00,180.00,180.00,180.00,180.00,180.00,180.00,180.00,182.50,182.50,182.50,182.50,181.25,182.50,182.50,182.50,186.25,188.75,188.75,188.75,191.25,191.25,191.25,191.25,192.50,188.13,193.75,208.75,213.75,213.75,213.75,217.50,221.25,223.13,221.88,222.50,222.50,222.50,216.25,222.50,222.50,222.50,221.25,221.25,221.25,218.75,213.75,218.75,211.25,202.50,195.00,215.94,187.50,187.50,186.25,193.75,192.50,190.00,190.00,190.00,172.50,167.50,170.00,181.25,184.06,183.75,207.50,210.00,220.00,223.75,232.50,235.00,228.85,226.39,212.86,220.24,221.47,218.53
....Capiz,"FRESH, PORK, PURE MEAT, 1 KG",156.65,156.65,156.65,156.65,154.96,154.96,154.96,154.96,154.96,154.96,154.96,154.96,155.52,154.96,157.48,161.69,161.69,168.43,169.26,170.09,173.47,173.47,173.47,179.36,181.88,168.77,181.88,181.25,185.00,183.75,190.63,191.25,192.50,193.75,193.75,193.75,193.75,193.75,189.58,193.75,191.25,191.25,191.25,192.50,191.25,191.25,191.25,191.25,191.25,191.25,191.25,191.56,191.25,191.25,188.75,188.75,191.25,191.25,191.25,186.25,188.75,188.75,191.25,191.25,190.00,191.25,191.25,191.25,195.00,198.75,198.75,198.75,198.75,198.75,198.75,198.75,200.00,196.67,201.25,216.25,220.00,220.00,220.00,227.50,230.63,233.13,233.13,233.75,235.00,236.25,225.57,236.25,236.25,236.25,235.00,235.00,235.00,235.00,230.00,233.75,226.88,213.75,208.75,230.16,200.00,199.38,198.75,206.25,205.00,202.50,202.50,202.50,186.25,178.75,181.25,191.25,196.20,192.50,212.50,221.25,228.75,231.25,241.25,243.75,237.66,236.44,223.03,234.00,236.44,228.24
....Guimaras,"FRESH, BEEF, MEAT WITH BONES, 1 KG",159.24,159.24,159.24,161.73,161.73,161.73,161.73,161.73,161.73,161.73,161.73,161.73,161.11,161.73,164.22,169.20,171.69,171.69,169.20,169.20,171.69,171.69,171.69,174.18,174.18,170.03,174.18,171.69,171.69,171.69,171.69,171.69,171.69,171.69,174.18,174.18,174.18,174.18,172.73,174.18,174.18,174.18,174.18,174.18,174.18,174.18,181.65,181.65,176.67,176.67,176.67,176.05,176.67,175.83,175.00,173.33,173.33,175.00,175.00,175.00,175.00,175.00,175.00,175.00,174.93,175.00,175.00,175.00,175.00,183.33,186.67,186.67,186.67,191.67,191.67,191.67,191.67,184.17,191.67,191.67,196.67,200.00,216.67,206.67,210.00,210.00,210.00,210.00,210.00,208.33,205.14,208.33,208.33,208.33,208.33,208.33,208.33,216.67,216.67,216.67,216.67,210.00,203.33,210.83,203.33,203.33,203.33,203.33,203.33,203.33,203.33,205.00,205.00,198.33,196.67,196.67,202.08,200.00,206.67,203.33,221.67,226.67,230.00,230.00,231.61,231.61,230.00,231.61,233.23,223.03
....Guimaras,"FRESH, BEEF, PURE MEAT, 1 KG",182.50,182.50,180.00,190.00,182.50,182.50,182.50,182.50,185.00,185.00,182.50,182.50,183.33,185.00,190.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,197.92,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,206.67,206.67,206.67,206.67,210.00,211.67,211.67,211.67,205.97,211.67,216.67,218.33,228.33,233.33,233.33,235.00,235.00,235.00,228.33,225.00,225.00,227.08,218.33,221.67,225.00,225.00,231.67,231.67,231.67,231.67,231.67,231.67,223.33,215.00,226.53,215.00,215.00,216.67,221.67,220.00,213.33,211.67,210.00,210.00,216.67,218.33,225.00,216.11,233.33,240.00,240.00,246.67,250.00,256.67,260.00,258.36,261.64,260.00,264.91,268.18,253.31
....Guimaras,"FRESH, PORK PATA (FORE/FRONT), 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Guimaras,"FRESH, PORK, MEAT WITH BONES, 1 KG",152.17,152.17,152.17,152.17,152.17,152.17,152.17,152.17,152.17,152.17,152.17,152.17,152.17,153.44,158.51,166.12,171.19,171.19,168.65,168.65,168.65,168.65,168.65,168.65,168.65,166.75,169.92,172.46,177.53,177.53,180.07,180.07,180.07,180.07,180.07,180.07,180.07,180.07,178.17,180.07,180.07,180.07,180.07,180.07,180.07,180.07,180.07,182.61,175.00,175.00,175.83,179.08,175.00,175.00,175.00,173.33,173.33,176.67,176.67,176.67,176.67,176.67,176.67,176.67,175.70,176.67,176.67,176.67,178.33,183.33,185.00,186.67,186.67,190.00,190.00,188.33,188.33,183.89,188.33,191.67,200.00,209.17,222.50,226.67,223.33,223.33,220.00,218.33,216.67,216.67,213.06,216.67,213.33,213.33,213.33,226.67,223.33,223.33,223.33,220.00,211.67,208.33,205.00,216.53,200.00,201.67,201.67,200.00,196.67,196.67,181.67,178.33,173.33,173.33,195.00,196.67,191.25,201.67,221.67,218.33,240.00,250.00,243.33,242.50,240.81,235.76,235.76,245.86,249.23,235.41
....Guimaras,"FRESH, PORK, PURE MEAT, 1 KG",162.80,162.80,162.80,167.89,167.89,167.89,167.89,169.16,166.62,166.62,166.62,166.62,166.30,167.89,172.98,180.61,185.70,185.70,185.70,185.70,185.70,185.70,185.70,183.16,185.70,182.52,188.24,193.33,198.42,198.42,198.42,198.42,198.42,200.96,198.42,198.42,198.42,198.42,197.36,198.42,198.42,198.42,198.42,200.96,200.96,200.96,200.96,200.96,193.33,193.33,193.33,198.21,193.33,193.33,193.33,193.33,193.33,195.00,195.00,195.00,195.00,195.00,195.00,195.00,194.30,195.00,195.00,195.00,196.67,200.00,200.00,200.00,200.00,203.33,203.33,201.67,201.67,199.31,201.67,206.67,211.67,228.33,231.67,231.67,233.33,233.33,233.33,231.67,228.33,228.33,225.00,221.67,220.00,220.00,228.33,228.33,225.00,221.67,221.67,221.67,221.67,218.33,216.67,222.08,213.33,211.67,211.67,213.33,220.00,213.33,206.67,206.67,198.33,193.33,210.00,216.67,209.58,215.00,240.00,235.00,256.67,268.33,261.67,260.00,261.68,254.97,254.97,260.00,260.00,252.36
....Iloilo,"FRESH, BEEF, MEAT WITH BONES, 1 KG",170.37,170.37,170.37,168.70,183.73,188.74,188.74,188.74,188.74,190.41,183.73,183.73,181.36,185.40,187.07,188.73,188.73,190.40,191.23,192.07,192.07,194.58,193.74,192.91,192.08,190.75,192.91,199.59,202.10,202.10,202.93,203.76,203.76,203.76,203.76,204.60,207.11,207.11,202.79,207.94,207.11,203.76,203.76,202.10,203.76,203.76,203.76,198.75,198.75,198.75,198.75,202.58,197.50,197.50,197.50,198.75,203.75,202.50,200.00,200.00,200.00,198.75,200.00,198.13,199.53,200.00,200.00,202.50,201.25,202.50,202.50,202.50,202.50,202.86,205.71,208.57,211.43,203.53,220.00,226.25,238.75,235.00,235.00,235.00,236.25,238.75,237.50,238.75,237.50,243.75,235.21,243.75,242.50,242.50,242.60,242.60,242.60,242.60,242.60,241.30,242.55,243.80,243.80,242.77,245.00,245.00,245.00,245.00,247.50,247.50,247.50,247.50,242.50,245.00,246.25,250.00,246.15,253.75,252.50,255.00,258.75,267.50,266.25,268.75,268.75,266.50,276.17,275.05,280.67,265.80
....Iloilo,"FRESH, BEEF, PURE MEAT, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Iloilo,"FRESH, PORK PATA (FORE/FRONT), 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Iloilo,"FRESH, PORK, MEAT WITH BONES, 1 KG",158.71,158.71,158.71,155.37,155.37,156.20,155.37,157.04,157.04,161.21,158.29,158.70,157.56,165.39,170.40,175.41,177.49,180.42,181.25,182.92,181.25,181.25,181.25,181.09,181.67,178.32,181.09,185.01,187.10,188.76,190.43,192.10,191.26,190.43,187.92,187.92,189.59,188.75,188.36,188.75,190.00,190.42,188.34,186.25,182.08,182.08,182.08,180.41,183.75,186.25,185.00,185.45,182.50,181.25,181.25,182.50,184.75,186.00,182.13,182.13,183.38,187.13,184.63,182.13,183.32,179.63,180.88,187.50,187.50,191.25,195.00,197.50,201.25,205.00,207.50,206.25,206.25,195.46,208.75,217.50,226.25,230.00,230.00,230.00,231.25,233.75,230.00,226.25,221.25,221.25,225.52,221.25,218.75,221.25,223.86,221.25,221.25,221.25,221.25,218.75,214.94,211.31,200.00,217.93,195.00,198.75,203.75,200.00,200.00,202.50,196.38,193.75,185.00,176.85,190.00,200.00,195.17,217.50,232.50,233.75,253.75,260.63,260.00,258.75,258.75,235.81,218.47,254.92,266.27,245.93
....Iloilo,"FRESH, PORK, PURE MEAT, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Negros Occidental,"FRESH, BEEF, MEAT WITH BONES, 1 KG",172.83,172.83,172.83,172.83,172.83,172.83,172.83,180.24,180.24,180.24,180.24,180.24,175.92,172.83,172.83,172.83,172.83,180.24,180.24,180.24,177.77,180.24,180.24,180.24,185.18,177.98,197.53,197.53,202.47,202.47,202.47,207.41,202.47,202.47,202.47,197.53,197.53,197.53,200.82,197.53,197.53,197.53,197.53,197.53,197.53,197.53,197.53,197.53,200.00,200.00,200.00,198.15,200.00,200.00,200.00,200.00,200.00,195.00,201.67,201.67,201.67,201.67,201.67,200.00,200.28,201.67,201.67,202.86,202.86,202.86,202.86,204.29,204.29,204.29,204.29,205.71,205.71,203.61,205.71,208.57,214.29,220.00,220.00,230.00,230.00,231.43,230.00,231.43,232.86,232.86,223.93,232.86,234.29,234.29,234.29,235.71,232.86,234.29,234.29,234.29,234.29,234.29,234.29,234.17,234.29,234.29,237.14,240.00,247.14,247.14,247.14,247.14,240.00,240.00,240.00,245.00,241.61,245.00,257.50,257.50,257.50,260.00,260.00,257.50,262.29,265.88,261.09,265.88,267.08,259.77
....Negros Occidental,"FRESH, BEEF, PURE MEAT, 1 KG",200.24,200.24,200.24,201.89,201.89,204.37,204.37,204.37,204.37,203.55,203.55,203.55,202.72,203.55,203.55,203.55,208.51,208.51,210.17,212.65,213.47,214.29,215.95,220.09,221.74,211.34,218.43,218.43,215.12,220.08,225.04,225.04,225.04,215.11,219.24,219.24,222.56,219.24,220.21,221.72,221.72,221.72,221.72,221.72,221.72,221.72,221.72,220.07,230.00,230.00,230.00,223.65,225.00,220.00,220.00,220.00,220.00,220.00,220.00,220.00,221.25,223.75,223.75,223.75,221.46,223.75,223.75,225.00,225.00,225.00,225.00,227.50,227.50,227.50,227.50,228.75,230.00,226.35,233.75,238.75,243.75,240.00,240.00,246.25,250.00,257.50,263.75,263.75,265.00,265.00,250.63,265.00,266.25,266.25,266.25,268.75,268.75,266.25,263.75,266.25,268.75,268.75,268.75,266.98,276.25,276.25,271.25,281.25,281.25,276.25,276.25,276.25,276.25,276.25,276.25,281.25,277.08,286.25,283.75,283.75,283.75,283.75,290.00,282.50,288.72,294.94,291.21,303.65,304.89,289.76
....Negros Occidental,"FRESH, PORK PATA (FORE/FRONT), 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Negros Occidental,"FRESH, PORK, MEAT WITH BONES, 1 KG",164.88,164.04,164.04,163.21,166.55,166.55,166.55,166.55,165.72,165.72,165.72,165.72,165.44,165.72,165.72,165.72,165.72,165.72,166.55,168.23,169.06,170.74,169.91,170.74,170.74,167.88,167.40,169.07,174.09,175.77,175.77,175.77,184.14,185.82,182.48,184.15,185.83,185.83,178.84,186.66,186.66,187.50,187.50,187.50,186.66,186.66,186.66,186.66,187.50,187.50,187.50,187.08,188.13,188.13,188.13,188.13,188.13,188.13,188.13,189.38,188.13,188.13,188.13,188.13,188.23,188.13,188.13,188.13,188.13,188.13,188.13,188.75,189.38,190.00,190.00,191.25,191.25,189.12,191.25,195.63,198.13,202.50,202.50,207.50,210.00,212.50,212.50,212.50,212.50,212.50,205.83,212.50,216.25,216.25,216.25,220.00,220.00,222.50,222.50,222.50,217.50,215.00,217.50,218.23,221.25,218.75,218.75,218.75,220.00,218.75,214.38,214.38,212.50,211.25,211.25,211.25,215.94,211.25,247.50,248.75,250.00,250.00,248.75,251.25,255.02,251.88,255.02,253.01,256.78,248.27
....Negros Occidental,"FRESH, PORK, PURE MEAT, 1 KG",177.32,177.32,177.32,172.25,170.56,168.88,169.72,169.72,167.19,167.19,167.19,167.19,170.99,168.88,168.88,168.88,167.19,167.19,167.19,167.19,169.72,171.41,171.41,177.32,177.32,170.22,182.39,184.08,184.08,190.41,189.14,193.35,195.04,195.88,191.67,193.35,188.28,188.28,189.66,190.81,190.81,190.81,190.81,190.81,190.81,190.81,190.81,190.81,192.50,193.75,193.75,191.44,193.75,193.75,193.75,193.75,193.75,193.75,193.75,198.75,198.75,198.75,198.75,198.75,195.83,198.75,198.75,198.75,198.75,198.75,198.75,203.75,203.75,205.00,205.00,206.25,207.50,201.98,207.50,209.38,215.63,218.75,218.75,223.75,223.75,228.75,230.00,230.00,230.00,230.00,222.19,230.00,230.00,230.00,230.00,228.75,228.75,227.50,227.50,228.75,223.75,223.75,223.75,227.71,226.25,226.25,226.25,233.75,235.00,236.25,236.25,236.25,236.25,236.25,236.25,236.25,233.44,236.25,252.50,252.50,252.50,252.50,253.75,253.75,258.88,262.72,258.88,265.80,270.93,255.91
..REGION VII (CENTRAL VISAYAS),"FRESH, BEEF, MEAT WITH BONES, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
..REGION VII (CENTRAL VISAYAS),"FRESH, BEEF, PURE MEAT, 1 KG",209.00,211.35,210.05,207.22,207.03,208.91,213.13,214.06,213.75,213.75,213.75,212.81,211.23,211.25,212.35,212.03,213.06,213.16,213.91,213.44,214.00,214.06,214.88,215.50,215.22,213.57,221.10,224.06,225.63,228.50,228.56,228.56,230.66,230.66,230.97,235.25,238.25,238.25,230.04,239.81,239.38,240.97,239.16,239.78,240.41,240.97,233.16,241.28,239.38,242.25,246.16,240.23,249.28,246.78,250.69,250.78,251.57,253.85,256.94,257.81,259.69,261.10,261.53,261.53,255.13,262.94,264.50,265.00,264.66,264.66,264.66,264.31,266.81,264.94,269.78,269.78,269.78,265.99,270.88,274.16,276.41,286.25,293.44,297.07,302.35,304.22,303.75,298.44,297.50,298.75,291.94,299.38,297.19,300.63,300.94,301.88,301.56,302.50,307.66,307.66,307.97,312.66,308.44,304.04,305.47,309.81,309.81,312.31,312.38,314.16,315.10,314.78,314.66,313.10,312.78,301.44,311.32,302.06,302.41,308.16,317.82,322.44,321.97,323.44,326.41,325.08,324.81,325.03,331.74,319.28
..REGION VII (CENTRAL VISAYAS),"FRESH, PORK PATA (FORE/FRONT), 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
..REGION VII (CENTRAL VISAYAS),"FRESH, PORK, MEAT WITH BONES, 1 KG",150.03,149.95,149.57,155.01,149.86,150.86,150.18,154.03,153.48,152.04,153.79,150.70,151.63,152.89,154.92,158.20,157.14,157.20,157.67,158.92,161.56,162.24,163.77,164.15,165.13,159.48,165.68,165.68,164.43,167.18,166.87,169.84,170.72,171.13,170.63,171.91,172.44,172.16,169.06,172.75,171.06,171.22,171.94,172.41,173.60,174.22,177.03,177.66,176.60,176.53,175.75,174.23,176.53,173.72,172.97,175.22,175.32,177.78,178.88,179.97,179.19,178.56,178.56,178.56,177.11,178.56,180.13,180.28,181.22,181.85,183.10,183.56,182.16,182.47,182.10,183.14,184.82,181.95,184.91,191.00,192.88,192.88,193.19,194.60,197.41,199.28,201.18,200.40,195.13,194.57,194.79,193.32,193.94,190.82,192.02,191.50,192.28,191.50,189.47,189.15,179.07,178.15,177.06,188.19,176.12,177.22,178.38,181.50,181.03,178.85,172.04,170.79,169.16,165.56,166.03,172.91,174.13,185.10,197.75,228.32,235.63,233.28,231.10,230.78,229.93,222.43,221.92,218.12,225.68,221.67
..REGION VII (CENTRAL VISAYAS),"FRESH, PORK, PURE MEAT, 1 KG",183.79,183.16,182.54,187.35,187.50,187.25,187.16,187.32,187.00,183.25,186.85,188.00,185.93,188.47,191.13,189.91,191.10,190.38,192.38,192.04,193.69,194.91,195.60,196.50,196.47,192.72,197.25,197.97,197.66,200.10,202.60,205.25,205.25,206.19,206.19,205.85,206.25,205.63,203.02,205.75,202.69,202.00,201.32,199.69,199.72,200.35,203.53,204.16,204.75,202.69,202.85,202.46,204.47,204.60,205.28,205.69,206.78,205.35,202.85,202.47,202.53,202.69,202.69,203.00,204.03,203.25,203.10,204.41,205.88,208.60,209.22,208.91,209.22,207.97,210.31,212.82,213.44,208.09,214.53,217.60,220.88,229.94,234.44,238.78,244.10,246.44,248.06,244.06,240.78,237.35,234.75,236.91,236.60,235.35,231.82,230.82,231.28,230.63,229.97,228.97,225.16,225.78,221.41,230.39,217.97,221.25,224.85,227.81,229.06,229.69,223.19,222.25,215.22,215.31,213.91,219.38,221.66,232.66,242.50,263.69,278.38,277.03,278.28,274.38,270.20,270.88,264.36,262.70,262.28,264.78
....Bohol,"FRESH, BEEF, MEAT WITH BONES, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
